Function identifier, Function label, calls, execution time(μs)
47, int[-], 3620, 2854
95, >=, 8659, 39042
63, list[get], 20156, 21389
91, !=, 8660, 46197
42, lambda-42, 5039, 9565
90, =, 1, 7
41, lambda-41, 8660, 18476
105, Permute[verify_result], 1, 10
104, Permute[_swap], 10078, 92482
103, Permute[_permute], 8660, 1816536
55, int[>=], 8659, 6124
86, -, 3620, 9957
102, Permute[benchmark], 1, 316733
51, int[=], 8661, 6271
99, not, 8660, 6013
64, list[set], 20156, 21280
