Function identifier,Function label,calls,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
42,lambda-42,33341,122084.16,270.5327593426597,97364.76,223.13321362004405
47,int.+,41533,31138.44,127.30073023501248,31138.44,127.30073023501248
48,int.-,5460,4226.48,34.31203751407599,4226.48,34.31203751407599
49,int.*,4096,3214.88,35.02398012324512,3214.88,35.02398012324512
51,int.%,4096,3742.84,31.073553293527866,3742.84,31.073553293527866
52,int.=,5462,3988.24,45.08384931866129,3988.24,45.08384931866129
53,int.<,33341,34121.3,91.1086478567522,34121.3,91.1086478567522
57,int.&,4096,3363.28,34.65635377737909,3363.28,34.65635377737909
65,list.set,5460,6095.48,32.030750531197924,6095.48,32.030750531197924
66,list.put,22420,15176.2,66.37770710110446,15176.2,66.37770710110446
86,+,8192,43942.0,101.20095183871142,37522.96,89.34477132583149
87,-,5460,17356.48,59.125684187264056,13130.0,69.2183767035111
88,*,4096,32968.84,76.090805044007,29753.96,66.88947935945974
90,%,4096,22740.0,69.560134020127,18997.16,58.33973686912882
91,=,5462,29314.4,73.69822637912351,25326.16,65.94752397449994
93,<,33341,190095.14,369.90688348419053,155973.84,329.8153076236114
97,&,4096,22394.62,62.22798438657969,19031.34,59.70321496830032
103,Random.next,4096,95848.36,168.28144064425575,18462.8,101.03727338089132
104,Storage.benchmark,1,700217.02,1372.429552706768,24.28,3.2010202455224954
105,Storage._build_tree_depth,5461,4722401.2,9220.32376473446,179568.16,448.09598825907574
106,Storage.verify_result,1,7.8,0.45175395145262565,2.26,0.8283250865328129
