Function identifier,Function label,calls,inclusive execution time(ticks),inclusive execution time(ticks)_std,exclusive execution time(ticks),exclusive execution time(ticks)_std,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
0,repl,20,705825708.5,13140728.67095494,164001.0,23477.585408886905,261416.92907407408,4866.936544798126,60.74111111111111,8.695402003291447
6,base.=,4999,1066148.7,42541.83692010538,1066148.7,42541.83692010538,394.86988888888885,15.756235896335326,394.86988888888885,15.756235896335326
43,lambda-43,15668,57552721.8,1288176.6168836681,49269805.7,1127797.8706259052,21315.822888888888,477.10245069765483,18248.076185185186,417.7029150466316
44,lambda-44,16068,75690465.7,1387423.1158159075,67232864.7,1252139.574119561,28033.505814814816,513.8604132651509,24901.061,463.7553978220596
48,int.+,27406,14404994.9,204231.33185316002,14404994.9,204231.33185316002,5335.183296296296,75.6412340196889,5335.183296296296,75.6412340196889
49,int.-,16068,8457601.0,149525.2746464797,8457601.0,149525.2746464797,3132.444814814815,55.379731350548035,3132.444814814815,55.379731350548035
53,int.=,1,10416.2,474.1165302017283,10416.2,474.1165302017283,3.8578518518518523,0.175598714889529,3.8578518518518523,0.175598714889529
54,int.<,10001,28080804.1,1232858.3651689014,28080804.1,1232858.3651689014,10400.297814814816,456.61420932181534,10400.297814814816,456.61420932181534
55,int.<=,11738,2552750.2,54767.06860648439,2552750.2,54767.06860648439,945.4630370370371,20.284099483883107,945.4630370370371,20.284099483883107
65,list.get,4999,38276553.0,1427517.7033297322,38276553.0,1427517.7033297322,14176.50111111111,528.7102604924934,14176.50111111111,528.7102604924934
66,list.set,11069,85104876.3,2023734.710383411,85104876.3,2023734.710383411,31520.324555555555,749.5313742160781,31520.324555555555,749.5313742160781
67,list.put,5000,1196005.2,33577.50001916228,1196005.2,33577.50001916228,442.9648888888889,12.436111118208252,442.9648888888889,12.436111118208252
87,+,11738,55804684.1,1126130.846631481,49682605.3,1036842.0484854404,20668.40151851852,417.0854987524004,18400.964925925924,384.01557351312607
92,=,5000,6739726.6,167354.69132178687,5663161.7,129814.30475271813,2496.195037037037,61.98321900806921,2097.4672962962964,48.079372130636344
94,<,10001,124584284.7,3545902.7849382684,96503480.6,2494282.778600279,46142.327666666664,1313.2973277549142,35742.02985185185,923.8084365186218
95,<=,11738,111546338.1,2964920.4115429786,108993587.9,2917747.9295717473,41313.45855555555,1098.118670941844,40367.99551851852,1080.6473813228695
104,Sieve.benchmark,1,705643791.3,13131626.743975192,10289.4,1414.5944704364829,261349.55233333333,4863.565460731553,3.8108888888888885,0.5239238779394381
105,Sieve._sieve,1,705633501.9,13131109.501903016,149153955.2,2692533.1588103482,261345.74144444443,4863.3738895937095,55242.20562962963,997.2345032630919
106,Sieve.verify_result,1,17916.2,773.816488513095,1807.4,330.20127832963686,6.63562962962963,0.28659869944929445,0.6694074074074075,0.12229676975171735
