Function identifier,Function label,calls,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
42,lambda-42,9810,12297.6,460.41698491693387,10335.6,302.2578369538167
47,int.+,19930,4096.6,283.7019562851128,4096.6,283.7019562851128
48,int.-,4580,1361.6,47.50578912090608,1361.6,47.50578912090608
52,int.=,1130,544.4,51.11555536233563,544.4,51.11555536233563
53,int.<,9821,1964.6,54.10452846111866,1964.6,54.10452846111866
64,list.get,14520,14883.0,594.0972142671601,14883.0,594.0972142671601
65,list.set,7670,9153.4,406.0348507209694,9153.4,406.0348507209694
86,+,10120,14908.8,576.9338783604234,12774.2,464.4116708266493
87,-,4580,4108.6,141.51254361363178,2747.0,108.33282051160671
91,=,1130,1574.0,41.66533331199932,1029.6,21.582400237230345
93,<,9821,20052.0,813.1771024813721,18087.4,768.3168617178723
103,Queens.benchmark,1,120817.2,2965.591290113997,257.0,19.96246477767713
105,Queens.queens,10,119950.6,2986.5681475566576,568.6,60.42185035233529
106,Queens.place_queen,1130,654355.4,18049.63379960934,25150.8,381.5261458930437
107,Queens.get_row_column,8760,37745.2,1202.489376252447,11339.2,210.44999406034688
108,Queens.set_row_column,2180,22221.2,513.4999513145061,6524.2,115.82400442049995
