Function identifier,Function label,calls,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
5,base.=,4999,754.8,43.338204854377615,754.8,43.338204854377615
42,lambda-42,15668,17396.0,531.2649997882413,13303.2,384.6604996617146
43,lambda-43,16068,15432.6,755.2501572326883,12428.8,991.5370391467986
47,int.+,27406,6169.2,532.4807038757366,6169.2,532.4807038757366
48,int.-,16068,3003.8,289.30900435347667,3003.8,289.30900435347667
52,int.=,1,39.4,10.478549517943788,39.4,10.478549517943788
53,int.<,10001,4534.8,407.1003561776874,4534.8,407.1003561776874
54,int.<=,11738,1553.2,58.07925619358431,1553.2,58.07925619358431
64,list.get,4999,7340.6,1219.2369745049566,7340.6,1219.2369745049566
65,list.set,11069,18648.2,1254.5800891134852,18648.2,1254.5800891134852
66,list.put,5000,1560.0,199.91623245749705,1560.0,199.91623245749705
86,+,11738,11321.4,715.8116372342657,9245.0,528.1694803753809
91,=,5000,2719.2,148.27575661584063,1925.0,122.80065146407001
93,<,10001,24332.0,1341.8919479600431,19797.2,997.7863999874922
94,<=,11738,17143.8,339.67955487488507,15590.6,300.466803490835
103,Sieve.benchmark,1,166062.8,7033.5873279571915,32.8,4.764451699828639
104,Sieve._sieve,1,166030.0,7038.044934497079,50230.0,1882.6692486998352
105,Sieve.verify_result,1,239.6,26.875639527274508,145.8,16.754103974847478
