Function identifier,Function label,calls,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
1,base.class,27065,17725.7,380.80362125271836,17725.7,380.80362125271836
5,base.=,89328,59563.68,454.2384270087992,59563.68,454.2384270087992
42,lambda-42,278737,1103838.82,3629.6879367183983,859553.92,2817.6608176402706
43,lambda-43,2003,5502.14,53.99773615813981,4101.36,52.70315794279178
47,int.+,305749,263444.42,1412.3336180136137,263444.42,1412.3336180136137
48,int.-,19081,13986.62,391.256473637517,13986.62,391.256473637517
49,int.*,25133,20118.78,339.9719250113433,20118.78,339.9719250113433
50,int./,11,9.22,1.6938062438888148,9.22,1.6938062438888148
52,int.=,270337,186972.9,1401.9802212643106,186972.9,1401.9802212643106
53,int.<,262125,204835.16,1216.7886198128867,204835.16,1216.7886198128867
54,int.<=,2006,1397.1,24.086790350475404,1397.1,24.086790350475404
55,int.>,12027,8271.16,281.8943469762081,8271.16,281.8943469762081
56,int.>=,27045,47424.2,162.34103684804305,47424.2,162.34103684804305
57,int.&,3032,5981.4,32.21800738717398,5981.4,32.21800738717398
59,int.^,3032,6025.7,32.174428939003995,6025.7,32.174428939003995
60,int.>>,3032,2732.3,23.6809145576288,2732.3,23.6809145576288
63,lambda-63,27065,272520.28,1486.1181462083673,80795.04,710.6956052103508
64,list.get,194470,254040.8,1289.2770795120412,254040.8,1289.2770795120412
65,list.set,48041,60325.7,379.45337967520993,60325.7,379.45337967520993
66,list.put,53265,35459.04,417.8774334511922,35459.04,417.8774334511922
67,list.length,48324,32861.82,535.5183904690964,32861.82,535.5183904690964
86,+,27012,114315.24,651.4922136831699,95155.72,559.6213749181738
87,-,17078,154210.88,1338.9402394797,141625.04,1239.2029031204004
88,*,25133,80081.42,715.0325835304324,59962.64,477.2230368902734
89,/,11,50.06,3.582326230885428,40.84,3.6217032862836165
91,=,285400,1115083.94,4047.7746186853683,666952.7,2438.30310056073
92,!=,101330,597460.32,3202.43286625296,396388.76,2059.5795049336753
93,<,262125,1471113.12,4208.7696570521,1266277.96,3854.208439127923
94,<=,2006,10260.2,74.45968639444537,8863.1,65.02880052683749
95,>,12027,33392.92,352.2405161597539,25121.76,162.29559326068195
96,>=,27045,279310.84,1440.3396334170072,231886.64,1367.3374657728532
97,&,3032,18400.06,81.56114771339642,12418.66,64.02187445056008
99,^,3032,12441.24,69.49219894553428,6415.54,58.669677180023335
100,not,134407,172690.9,1462.8946458641387,172690.9,1462.8946458641387
103,vector_with,6021,403610.9,2171.8804252611753,98863.1,848.0121834415505
