Function identifier,Function label,calls,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
5,base.=,39621,26994.1,339.2417264718358,26994.1,339.2417264718358
43,lambda-43,31,368.26,54.92473885942026,273.7,41.27273646743337
47,int.+,9,23.38,2.5143668818067364,23.38,2.5143668818067364
48,int.-,31,94.56,13.985648620887726,94.56,13.985648620887726
52,int.=,35,74.34,10.541676279202953,74.34,10.541676279202953
86,+,9,47.92,2.7392833861044297,24.54,3.0984525433295427
91,=,18797,55867.7,746.4023440368296,42985.32,599.0130467728412
92,!=,20859,111248.18,1477.0492328715827,69829.22,973.1826451475242
100,not,20859,27232.9,350.77874007669834,27232.9,350.77874007669834
103,Element.init-values,31,123.44,19.098199509110692,123.44,19.098199509110692
104,Element.length,10,707.48,18.288214114839207,55.62,2.5385999676826536
105,List.benchmark,1,234392.88,3227.8460603609524,34.24,4.359179851714291
106,List.make_list,34,12595.02,1862.5099204228336,953.5,139.75010496144426
107,List.is_shorter_than,2809,221094.96,3005.4302755553135,54546.74,818.8901102425526
108,List.tail,2809,2355849.5,32279.59673094205,11155.36,155.9092828852596
109,List.verify_result,1,10.28,0.83397254396151,2.2,0.6060915267313266
