Function identifier,Function label,calls,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
5,base.=,4999,3324.48,53.95661144259657,3324.48,53.95661144259657
42,lambda-42,15668,58187.12,546.7190689999431,45782.24,426.09731378679885
43,lambda-43,16068,64961.36,756.8740428464267,52234.94,618.7001980782298
47,int.+,27406,21590.26,217.50231619690973,21590.26,217.50231619690973
48,int.-,16068,12726.42,152.7552517551373,12726.42,152.7552517551373
52,int.=,1,2.16,0.3703280399090206,2.16,0.3703280399090206
53,int.<,10001,15443.88,156.45076685328033,15443.88,156.45076685328033
54,int.<=,11738,8148.32,126.12941847198708,8148.32,126.12941847198708
64,list.get,4999,15716.94,217.93786888440837,15716.94,217.93786888440837
65,list.set,11069,36970.62,465.7854849168064,36970.62,465.7854849168064
66,list.put,5000,3720.08,65.39076886733498,3720.08,65.39076886733498
86,+,11738,47703.88,630.378429911715,38518.5,516.2979779553825
91,=,5000,14342.74,200.4468284119458,11016.1,163.4254807400058
93,<,10001,76864.16,631.1791802262013,61420.28,493.7406176840414
94,<=,11738,67072.76,863.8537187203294,58924.44,750.6389158848725
103,Sieve.benchmark,1,517203.18,5064.129542987936,8.24,1.1168468734681183
104,Sieve._sieve,1,517194.94,5064.06190281183,131661.2,1283.002441660232
105,Sieve.verify_result,1,8.58,0.4985693819032902,2.66,0.4785181206984065
