Function identifier,Function label,calls,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
42,lambda-42,8660,35781.9,352.15257882842536,28718.58,290.65422966901764
43,lambda-43,5039,19606.14,187.59019708080766,15593.48,143.64926674624812
47,int.+,8660,7063.32,79.64806261015394,7063.32,79.64806261015394
48,int.-,8659,6931.62,90.33404899683867,6931.62,90.33404899683867
52,int.=,8661,6308.02,76.23794384447062,6308.02,76.23794384447062
56,int.>=,8659,6117.9,80.20032317101156,6117.9,80.20032317101156
64,list.get,20156,21961.46,204.9938983661391,21961.46,204.9938983661391
65,list.set,20156,21995.54,215.8143769680847,21995.54,215.8143769680847
87,-,3620,12411.08,110.67360358555361,9492.12,88.86762455403866
91,=,1,7.86,0.45220547975269765,5.84,0.509501557146486
92,!=,8660,57584.52,534.8115151478079,39890.18,381.8065377189054
96,>=,8659,44059.1,423.7383313666433,37941.2,363.23630358885976
100,not,8660,11388.34,116.4075546324644,11388.34,116.4075546324644
103,Permute.benchmark,1,378827.8,3554.9505809016355,11.26,1.1919800025716087
104,Permute._permute,8660,2184861.58,20478.68758160309,108548.96,1032.3344846333778
105,Permute._swap,10078,100824.84,958.9426864616945,56867.84,560.1520697315051
106,Permute.verify_result,1,10.94,0.5115003939990902,3.08,0.6337449432233953
