# Code label is the function/method name. Exceptions: if it is the top-level code, it is "repl", classes field and init have their labels as well
Bytecode ID,Label,Inclusive Compilation Time(μs),Inclusive Compilation Time(μs)_std
0,lambda-43,3.18,1.4097329317198737
1,lambda-44,4.92,2.0784609690826525
2,lambda-64,26.58,10.648541147567048
3,+,2.26,1.0063066437346468
4,repl,26.46,11.366276650599314
5,-,4.52,2.233693746936236
6,repl,28.12,12.253512615922483
7,*,1.76,0.7969328960560773
8,repl,21.74,9.384768380254275
9,/,1.62,0.7795864942652716
10,repl,22.92,9.614699630232442
11,%,1.74,0.7774894185250161
12,repl,21.54,9.1075434085584
13,=,1.7,0.7889543583705186
14,repl,21.22,9.181369779091145
15,!=,5.28,2.63446544165326
16,repl,44.88,19.00015037534478
17,<,4.5,2.1116779284420693
18,repl,26.48,11.192636063091497
19,<=,1.66,0.7722218143851187
20,repl,23.94,10.22284356782617
21,>,1.6,0.7559289460184544
22,repl,21.44,9.046726773044629
23,>=,4.28,1.7961409880573382
24,repl,26.14,11.115369025427297
25,&,1.7,0.7889543583705186
26,repl,22.3,9.465835452633145
27,|,4.94,2.4694872639758185
28,repl,24.44,10.583313782187737
29,^,1.78,0.7899883750113423
30,repl,21.16,8.825658326604264
31,not,1.96,0.9680613912055667
32,repl,25.86,11.428589285700333
33,print,2.0,0.9689042833036098
34,repl,39.44,16.956318429832507
35,println,3.12,2.9736255614303286
36,repl,59.62,26.50751914888626
37,Ball.init,3.8,1.538618516324144
38,Ball.init-values,10.26,4.265715242560414
39,Ball.bounce,28.02,11.37575294659834
40,repl,3228.24,1247.7871279728342
41,Bounce.benchmark,19.38,6.859791155266868
42,Bounce.verify_result,1.88,0.558423436734059
43,repl,2452.0,591.9593891200198
44,Random.init,1.72,0.5360475154083919
45,Random.next,5.38,1.3981036719610678
46,repl,89.7,21.2921850183851
47,custom_abs,2.3,0.735402152927643
48,repl,52.44,11.660433709159976
49,repl,3.56,0.8843307166024094
50,repl,2.38,0.6023762469230862
