# Code label is the function/method name. Exceptions: if it is the top-level code, it is "repl", classes field and init have their labels as well
Bytecode ID,Label,Inclusive Compilation Time(μs),Inclusive Compilation Time(μs)_std
0,lambda-43,4.68,0.9570362413968129
1,lambda-44,2.8,0.6700593942604899
2,lambda-64,39.72,7.414932534406225
3,+,3.3,0.735402152927643
4,repl,40.6,8.176621726430962
5,-,6.88,1.2394863979133637
6,repl,38.96,7.165563908196548
7,*,2.66,0.5928141120356123
8,repl,33.92,7.128099039601466
9,/,2.48,0.677329690921697
10,repl,38.36,7.170688635703271
11,%,2.66,0.5928141120356123
12,repl,32.92,6.638908196444377
13,=,2.44,0.6114552731152199
14,repl,32.5,5.966744574416316
15,!=,7.84,1.920459128777835
16,repl,68.94,12.510257016234513
17,<,6.86,1.7024592056606749
18,repl,40.76,7.742171819960852
19,<=,2.56,0.5771145679064045
20,repl,39.98,7.358155270146985
21,>,2.52,0.6773296909216973
22,repl,32.28,5.8485651475993885
23,>=,6.56,1.2642655365621478
24,repl,39.98,7.349829930005184
25,&,2.5,0.6144518047887592
26,repl,33.98,6.329361446981094
27,|,8.0,2.718042512920064
28,repl,37.58,7.28456573579947
29,^,2.54,0.6764251772429551
30,repl,32.46,6.141893612140896
31,not,2.86,0.6391959234627741
32,repl,38.98,7.164225181342334
33,print,2.84,0.6180945043652554
34,repl,60.96,11.18117952231356
35,println,4.22,0.8640200300021397
36,repl,94.58,16.802684430817376
37,repl,6.7,1.111167799007432
38,vector_with,5.78,1.0554039752722215
39,empty_vec,8.46,1.4172407800269615
40,max,8.08,1.3376799897965292
41,Vector.init,4.86,0.9899494936611665
42,Vector.init-values,5.32,0.9133924207511877
43,Vector.at,11.1,1.7756861278080074
44,Vector.at_put,32.56,5.0026931522441185
45,Vector.append,21.54,6.081789478871013
46,Vector.is_empty,2.46,0.9304376850247876
47,Vector.for_each,9.1,3.1249489791753366
48,Vector.has_some,7.28,2.250079363679678
49,Vector.get_one,8.28,2.382247266934381
50,Vector.first,3.0,0.9476070829586855
51,Vector.remove_first,7.22,2.1023796041628637
52,State.init,3.0,0.9476070829586856
53,each,7.7,2.178278668853844
54,Vector.remove,168.5,42.28535231505305
55,Vector.remove_all,6.78,1.5022432206129444
56,Vector.size,4.32,1.1146519544646378
57,Vector.capacity,2.4,0.6998542122237652
58,Vector.sort,5.7,1.2975644374703534
59,Vector._sort,44.9,9.232263746099926
60,Vector._swap,1.46,0.5034574339058885
61,Vector._default_sort,1.08,0.34046786536608525
62,repl,16591.0,1543.122860716316
63,Json.benchmark,3.9,0.6468132241526725
64,Json.verify_result,7.78,0.8640200300021393
65,repl,538.88,29.297656101832175
66,_JsonValue.is_object,2.68,0.4712120714991613
67,_JsonValue.is_array,0.96,0.1979486637221574
68,_JsonValue.is_number,0.82,0.38808793449160356
69,_JsonValue.is_string,0.84,0.37032803990902063
70,_JsonValue.is_boolean,0.84,0.3703280399090206
71,_JsonValue.is_true,0.86,0.3505098327538656
72,_JsonValue.is_false,0.84,0.3703280399090206
73,_JsonValue.is_null,0.7,0.4629100498862757
74,_JsonValue.as_object,3.46,1.1642638034748107
75,_JsonValue.as_array,1.28,0.4535573676110727
76,repl,94.48,6.658552885621036
77,_JsonLiteral.init,4.06,0.42426406871192857
78,_JsonLiteral.init-values,5.02,0.5529143565818181
79,_JsonLiteral.is_null,1.02,0.14142135623730948
80,_JsonLiteral.is_true,0.94,0.2398979374820952
81,_JsonLiteral.is_false,0.92,0.2740475156178697
82,_JsonLiteral.as_string,3.2,0.8081220356417685
83,_JsonLiteral.is_boolean,1.24,0.4314191105869001
84,repl,202.64,10.231523915461132
85,repl,4.96,0.34758643030275543
86,_Parser.init,5.02,1.5712986959317234
87,_Parser.init-values,2.98,0.654341856605645
88,_Parser.parse,4.82,0.5225526045191966
89,_Parser._read_value,14.86,1.7958000888694914
90,_Parser._read_array_element,2.32,0.47121207149916117
91,_Parser._read_array,6.88,0.4797958749641905
92,_Parser._read_object_key_value_pair,6.02,0.552914356581818
93,_Parser._read_object,4.68,0.5126959555693245
94,_Parser._read_name,1.98,0.31879876577744853
95,_Parser._read_null,2.36,0.4848732213850611
96,_Parser._read_true,4.2,1.678191446352961
97,_Parser._read_false,2.78,2.392931768559144
98,_Parser._read_required_char,4.76,0.7439552323595164
99,_Parser._read_string,1.96,0.19794866372215744
100,_Parser._read_string_internal,6.62,0.878077677750246
101,_Parser._read_escape_char,9.18,0.5955618167335953
102,_Parser._read_escape,2.3,0.46291004988627577
103,_Parser._read_number,7.96,0.8320125587749163
104,_Parser._read_fraction,3.36,0.4848732213850611
105,_Parser._read_exponent,4.68,0.5126959555693247
106,_Parser._read_char,2.32,1.434843374798825
107,_Parser._read_digit,2.02,0.14142135623730948
108,_Parser._skip_white_space,1.6,0.699854212223765
109,_Parser._read,6.98,0.8204030865920703
110,_Parser._start_capture,1.42,0.49856938190329
111,_Parser._pause_capture,6.14,0.8332380897952963
112,_Parser._end_capture,9.52,1.6442850937072182
113,_Parser._expected,2.46,0.5034574339058885
114,_Parser._error,6.84,0.7384484561897191
115,_Parser._is_white_space,4.6,0.49487165930539334
116,_Parser._is_digit,6.98,1.5712986959317237
117,_Parser._is_end_of_text,1.26,0.4430874976934521
118,repl,8398.54,165.29963023280501
119,_HashIndexTable.init,3.76,0.8935140440635364
120,_HashIndexTable.add,3.9,0.30304576336566325
121,_HashIndexTable.get,2.5,0.5439837932759934
122,_HashIndexTable._string_hash,1.34,0.47851812069840644
123,_HashIndexTable._hash_slot_for,2.02,0.2466096643090295
124,repl,358.08,15.745216312731106
125,_JsonArray.init,1.14,0.3505098327538656
126,_JsonArray.add,2.04,0.28284271247461895
127,_JsonArray.size,1.1,0.3030457633656632
128,_JsonArray.get,1.48,1.9922298039726078
129,_JsonArray.is_array,0.76,0.4314191105869
130,_JsonArray.as_array,0.96,0.19794866372215741
131,repl,118.14,6.461850369985492
132,_JsonNumber.init,1.06,0.23989793748209515
133,_JsonNumber.init-values,2.12,1.4658006101006467
134,_JsonNumber.as_string,1.0,0.28571428571428575
135,_JsonNumber.is_number,0.92,0.2740475156178697
136,repl,62.72,4.571607139369555
137,_JsonObject.init,2.16,0.3703280399090206
138,_JsonObject.add,6.4,2.7180425129200647
139,_JsonObject.get,3.24,0.4314191105868999
140,_JsonObject.size,1.22,0.4184519575964803
141,_JsonObject.is_empty,1.12,0.328260722659316
142,_JsonObject.is_object,3.06,0.651841974088562
143,_JsonObject.as_object,0.96,0.28284271247461895
144,_JsonObject.index_of,3.58,0.49856938190329
145,repl,683.16,29.1515113200825
146,_JsonString.init,1.24,1.4222718245318449
147,_JsonString.init-values,1.2,0.40406101782088427
148,_JsonString.is_string,0.84,0.37032803990902063
149,repl,25.88,3.905203227093048
150,repl,3.42,0.6091144458665098
