# Code label is the function/method name. Exceptions: if it is the top-level code, it is "repl", classes field and init have their labels as well
Bytecode ID,Label,Inclusive Compilation Time(μs),Inclusive Compilation Time(μs)_std
0,lambda-43,4.52,0.9946797248873833
1,lambda-44,6.32,1.331563451169262
2,lambda-64,36.98,7.3359333671556035
3,+,3.02,0.7690439333539869
4,repl,35.9,7.913434714432906
5,-,5.98,1.4068346290411633
6,repl,34.62,7.56978418801099
7,*,2.48,0.5799366608624125
8,repl,29.58,6.321618237671202
9,/,2.4,0.5714285714285715
10,repl,31.5,7.285013971944638
11,%,2.2,0.5714285714285714
12,repl,32.58,7.14597074995299
13,=,2.4,0.5345224838248487
14,repl,28.94,6.274047614529854
15,!=,7.0,1.5118578920369088
16,repl,64.24,14.077859299232234
17,<,6.0,1.261680123761121
18,repl,35.82,7.83162088678236
19,<=,2.44,0.5771145679064045
20,repl,32.72,7.4588394348106
21,>,2.24,0.6246631745450126
22,repl,28.82,6.15676167199237
23,>=,5.94,1.2682946931101733
24,repl,31.94,6.902853595079504
25,&,2.2,0.6060915267313265
26,repl,30.3,6.490967035906475
27,|,6.5,1.7525491637693282
28,repl,32.86,7.367911674889945
29,^,2.28,0.5728553615932407
30,repl,28.72,5.962604553483694
31,not,2.74,0.6942915931555925
32,repl,34.46,7.398869191040103
33,print,2.7,0.7354021529276429
34,repl,56.68,12.130985793682665
35,println,3.98,0.9581018649775551
36,repl,79.5,16.487781499507758
37,check-benchmark-result,13.0,4.2761798705987895
38,A.init,12.76,2.839660801819075
39,repl,957.36,210.65590087018347
