# Code label is the function/method name. Exceptions: if it is the top-level code, it is "repl", classes field and init have their labels as well
Bytecode ID,Label,Inclusive Compilation Time(μs),Inclusive Compilation Time(μs)_std
0,lambda-42,2.98,1.2855555457561878
1,lambda-43,1.76,0.7969328960560772
2,lambda-63,20.96,8.246112256508441
3,+,2.14,1.6538143912834737
4,repl,22.5,10.453492727508907
5,-,1.66,0.7722218143851187
6,repl,17.64,7.59097208154905
7,*,4.04,2.184920490777732
8,repl,20.92,8.934774987744943
9,/,1.46,0.6455499158682859
10,repl,18.3,7.707007148282234
11,%,1.52,0.7068181072487416
12,repl,18.4,7.703696435835864
13,=,1.46,0.7059513771774764
14,repl,20.4,8.626016651114588
15,!=,1.88,0.9822921964383475
16,repl,39.24,17.686106619234735
17,<,3.96,1.783827574718625
18,repl,18.76,8.242646692039877
19,<=,1.54,0.7059513771774765
20,repl,18.36,7.705709518511158
21,>,1.56,0.7045044574821687
22,repl,17.96,7.502271764782522
23,>=,1.44,0.7329003050503234
24,repl,19.58,8.221648873801511
25,&,1.5,0.6776309271789384
26,repl,15.58,6.411373822022414
27,|,1.58,0.7309485031694875
28,repl,15.68,6.504127417985271
29,^,4.0,1.6536909861128892
30,repl,17.96,7.47228894254072
31,not,1.78,0.8154127538760192
32,repl,19.02,7.947506347456234
33,print,1.74,0.750781905341195
34,repl,29.16,12.244715644901268
35,println,2.42,1.1082252773268269
36,repl,53.08,21.92365231005648
37,Richards.benchmark,2.38,1.1408911661772232
38,Richards.verify_result,1.42,0.7024737630368141
39,repl,46.78,19.011586155901494
40,_RBObject.append,10.76,4.456410196193197
41,repl,346.54,141.54932939813324
42,_Scheduler._layout,1.28,0.6401530429259451
43,_Scheduler._task_list,1.4,0.8329931278350429
44,_Scheduler._current_task,3.6,1.3702375780893485
45,_Scheduler._current_task_identity,1.12,0.5205962045225315
46,_Scheduler._task_table,1.8,0.7559289460184544
47,_Scheduler._queue_count,1.26,0.4869731585445517
48,_Scheduler._hold_count,1.12,0.4797958749641904
49,fn,8.32,3.3651272832766757
50,_Scheduler.create_device,375.4,150.10608493560107
51,fn,19.26,7.359042750526839
52,_Scheduler.create_handler,1670.96,585.40925715891
53,fn,12.18,3.6009635898617747
54,_Scheduler.create_idler,535.52,161.74762907135326
55,_Scheduler.create_packet,5.54,1.631451088160851
56,_Scheduler.create_task,5.38,1.6768532239566698
57,fn,16.42,4.895187140739068
58,_Scheduler.create_worker,1134.74,295.7106838980096
59,_Scheduler.start,24.84,5.949995712569198
60,_Scheduler.find_task,3.28,0.8815570640309437
61,_Scheduler._hold_self,5.12,1.3944496390757064
62,_Scheduler.queue_packet,7.88,2.1536869194334574
63,_Scheduler.release,5.04,1.0872170051680257
64,_Scheduler._trace,3.04,0.7548482750641661
65,_Scheduler.mark_waiting,3.98,1.0592642806809502
66,_Scheduler.schedule,8.1,1.7291026338443147
67,repl,8135.06,1851.127151499974
68,_DeviceTaskDataRecord.pending,0.92,0.3958973274443148
69,repl,3.74,0.8283250865328129
70,_HandlerTaskDataRecord.work_in,3.02,0.8449127475783569
71,_HandlerTaskDataRecord.device_in,0.9,0.41649656391752143
72,_HandlerTaskDataRecord.device_in_add,1.98,0.47337261502231115
73,_HandlerTaskDataRecord.work_in_add,4.6,1.1952286093343936
74,repl,66.62,13.114705875622281
75,_IdleTaskDataRecord.control,0.96,0.3475864303027554
76,_IdleTaskDataRecord.count,0.88,0.43518703462079467
77,repl,6.9,1.2817398889233114
78,_Packet.link,0.88,0.3854496446637726
79,_Packet.kind,0.8,0.4948716593053936
80,_Packet.identity,0.9,0.30304576336566325
81,_Packet.datum,0.82,0.38808793449160356
82,_Packet.data,1.38,0.4903143514780146
83,_Packet.init-values,4.24,0.7969328960560772
84,repl,49.84,8.844137917864243
85,_TaskState._task_holding,0.84,0.42185208743524005
86,_TaskState._task_waiting,0.84,0.42185208743524005
87,_TaskState._packet_pending,3.6,0.9897433186107869
88,_TaskState.is_packet_pending,1.06,0.31363569143000214
89,_TaskState.is_task_waiting,1.08,0.27404751561786966
90,_TaskState.is_task_holding,1.02,0.4280949732506199
91,_TaskState.set_task_holding,1.4,0.49487165930539345
92,_TaskState.set_task_waiting,1.18,0.3880879344916036
93,_TaskState.packet_pending,2.6,0.6060915267313264
94,_TaskState.running,2.34,0.5573259772323189
95,_TaskState.waiting,2.2,0.5345224838248487
96,_TaskState.waiting_with_packet,2.26,0.48697315854455175
97,_TaskState.is_task_holding_or_waiting,3.86,0.903733751653412
98,_TaskState.is_waiting_with_packet,4.2,2.695423180587601
99,repl,250.18,46.39699585630298
100,_TaskState_with_running,1.58,0.5379477252503636
101,_TaskState_with_waiting,1.56,0.501426536422407
102,_TaskState_with_waiting_with_packet,1.42,0.5379477252503638
103,repl,61.9,11.507317991041127
104,_TaskControlBlock.link,0.9,0.3642156795423418
105,_TaskControlBlock.identity,0.76,0.43141911058689997
106,_TaskControlBlock.function,0.8,0.4517539514526256
107,_TaskControlBlock.priority,0.86,0.40456577881446565
108,_TaskControlBlock._input,3.62,1.0079277589921505
109,_TaskControlBlock._handle,0.8,0.45175395145262565
110,_TaskControlBlock._packet_pending,0.84,0.42185208743524
111,_TaskControlBlock._task_waiting,0.82,0.38808793449160356
112,_TaskControlBlock._task_holding,3.04,0.8797031039051798
113,_TaskControlBlock.init-values,5.84,1.094699660609601
114,_TaskControlBlock.add_input_and_check_priority,7.06,1.931584947177645
115,_TaskControlBlock.run_task,4.84,0.9337219793353253
116,repl,704.64,115.16089188786341
117,_WorkerTaskDataRecord.destination,0.94,0.3136356914300021
118,_WorkerTaskDataRecord.count,0.9,0.41649656391752143
119,repl,5.08,0.7782764841072134
120,empty_vec,3.8,0.8081220356417685
121,repl,82.34,12.883480959455524
122,repl,1.56,0.501426536422407
