# Code label is the function/method name. Exceptions: if it is the top-level code, it is "repl", classes field and init have their labels as well
Bytecode ID,Label,Inclusive Compilation Time(μs),Inclusive Compilation Time(μs)_std
0,lambda-42,5.72,0.607436903584837
1,lambda-43,3.3,0.6144518047887589
2,lambda-63,40.24,5.097258166536843
3,+,3.7,0.5802884574739972
4,repl,38.82,4.2889987414409
5,-,3.06,0.31363569143000214
6,repl,38.34,3.8788279315340835
7,*,7.74,0.777489418525016
8,repl,36.02,3.1718789898939432
9,/,2.86,0.3505098327538656
10,repl,35.54,3.2338136959955146
11,%,2.8,0.45175395145262554
12,repl,35.3,3.637951879499098
13,=,2.8,0.4517539514526256
14,repl,39.58,3.6201815266246378
15,!=,3.72,0.4965184913423647
16,repl,75.32,6.885180773640899
17,<,7.68,0.7938539422542746
18,repl,36.46,3.2464108910409646
19,<=,2.94,1.8003401039236773
20,repl,39.98,4.0024992192379
21,>,2.9,0.3642156795423418
22,repl,35.06,3.1649225415288686
23,>=,2.8,0.45175395145262565
24,repl,38.08,3.4631588741718304
25,&,2.74,0.48697315854455175
26,repl,34.5,3.4537764010675933
27,|,2.78,0.464670170494017
28,repl,29.96,2.710222522681299
29,^,7.64,0.8020382198638973
30,repl,34.94,3.1259937195544527
31,not,3.2,0.5345224838248488
32,repl,37.36,3.7403481230538764
33,print,3.28,0.4965184913423648
34,repl,56.78,5.327211622741243
35,println,4.68,0.586932530976404
36,repl,106.56,9.441895347603786
37,repl,2.92,0.34046786536608525
38,vector_with,6.42,0.7024737630368141
39,empty_vec,13.66,1.349376273146454
40,max,4.5,0.614451804788759
41,Vector._first_idx,7.28,0.83397254396151
42,Vector._last_idx,2.22,0.46467017049401693
43,Vector._storage,2.2,0.45175395145262554
44,Vector.init-values,5.88,0.558423436734059
45,Vector.at,7.58,0.8351951989853408
46,Vector.at_put,35.56,3.6709560563083476
47,Vector.append,18.76,5.188527375520978
48,Vector.is_empty,2.24,0.5910903104450629
49,Vector.for_each,4.84,1.131370849898476
50,Vector.has_some,9.72,2.1384717029901976
51,Vector.get_one,11.16,2.621418839997508
52,Vector.first,2.82,0.7475128829686359
53,Vector.remove_first,7.18,1.6865615304276234
54,State.new_last,3.96,0.9026039427960751
55,State.found,1.38,0.49031435147801467
56,State.new_array,1.28,0.4965184913423648
57,each,7.9,1.6444092047459058
58,Vector.remove,144.88,30.97243013667847
59,Vector.remove_all,7.38,1.5103723017176653
60,Vector.size,4.46,0.8621283582636919
61,Vector.capacity,5.86,1.4287142785721427
62,Vector.sort,3.46,0.8381222939355789
63,Vector._sort,47.36,8.62544882002895
64,Vector._swap,1.46,0.5034574339058885
65,Vector._default_sort,0.96,0.1979486637221574
66,repl,17692.74,1060.3717062946387
67,_compare_numbers,5.68,0.5869325309764041
68,repl,177.96,7.806224622513933
69,_Vector2D.x,0.84,0.37032803990902063
70,_Vector2D.y,2.6,0.49487165930539345
71,_Vector2D.init-values,1.78,0.4184519575964804
72,_Vector2D.plus,2.94,0.37307328163430276
73,_Vector2D.minus,4.48,0.646497628513415
74,_Vector2D.compare_to,3.0,0.20203050891044214
75,repl,310.5,9.920603174552372
76,_Vector3D.x,0.84,0.99713876380658
77,_Vector3D.y,0.88,0.32826072265931594
78,_Vector3D.z,0.76,0.4314191105869
79,_Vector3D.init-values,2.0,0.0
80,_Vector3D.plus,3.68,2.3162249370869987
81,_Vector3D.minus,5.12,0.6892764618179897
82,_Vector3D.dot,5.0,0.5345224838248487
83,_Vector3D.squared_magnitude,1.24,0.4314191105869001
84,_Vector3D.magnitude,3.6,0.8806305718527109
85,_Vector3D.times,4.62,0.7795864942652715
86,repl,742.04,19.75250952798306
87,_tree_minimum,2.12,0.3282607226593159
88,repl,51.18,1.8260026599886743
89,_Node.key,0.86,0.3505098327538656
90,_Node.value,0.74,0.44308749769345207
91,_Node.left,0.78,0.4184519575964803
92,_Node.right,2.72,0.7835033829029765
93,_Node.parent,0.7,0.4629100498862757
94,_Node.color,0.86,0.3505098327538656
95,_Node.init-values,1.52,0.5046720495044484
96,_Node.successor,6.3,0.5050762722761051
97,repl,295.42,11.496388075196064
98,_Entry.key,0.66,0.4785181206984065
99,_Entry.value,0.72,0.4535573676110726
100,_Entry.init-values,1.62,0.4903143514780147
101,repl,22.68,2.3685007744071664
