# Code label is the function/method name. Exceptions: if it is the top-level code, it is "repl", classes field and init have their labels as well
Bytecode ID,Label,Inclusive Compilation Time(μs),Inclusive Compilation Time(μs)_std
0,lambda-42,3.16,1.28349013972664
1,lambda-43,1.66,0.798212288268514
2,lambda-63,22.52,9.762987164149452
3,+,2.06,0.8668497975016038
4,repl,22.84,9.840275423389494
5,-,1.66,0.7174216873994127
6,repl,17.6,7.496938150515387
7,*,3.96,1.8065639953756838
8,repl,18.92,8.085865722963494
9,/,1.56,0.7602362683228612
10,repl,18.6,7.894715359798913
11,%,1.48,0.7351245903010631
12,repl,18.64,7.9147498574574335
13,=,1.52,0.7068181072487416
14,repl,20.96,8.960138482894841
15,!=,2.0,0.8806305718527109
16,repl,39.3,16.371017197524186
17,<,3.98,1.6962142721787414
18,repl,19.4,8.063523309525763
19,<=,1.56,0.7602362683228612
20,repl,18.84,7.807270290425143
21,>,1.54,0.7342912729083655
22,repl,19.08,8.82445581371244
23,>=,1.62,0.6966391622992348
24,repl,20.28,8.458880130444246
25,&,1.58,0.7583548251421142
26,repl,16.0,6.806359571183768
27,|,1.62,0.752953368748825
28,repl,16.08,6.739587585032671
29,^,3.88,1.5861646722036582
30,repl,18.74,8.551906339572266
31,not,1.74,0.828325086532813
32,repl,19.68,8.289260324944191
33,print,1.76,0.7969328960560773
34,repl,30.26,12.68585907253282
35,println,2.62,1.176122997871587
36,repl,54.14,22.503523533628492
37,Ball._x,1.36,0.7216760537322907
38,Ball._y,1.28,0.6401530429259451
39,Ball._x_vel,3.68,1.6467655372559498
40,Ball._y_vel,1.1,0.5439837932759933
41,Ball.init-values,9.82,4.033988252894373
42,Ball.bounce,25.44,9.912185862433605
43,repl,3176.34,1221.635414566248
44,Bounce.benchmark,18.8,6.4174506986332
45,Bounce.verify_result,1.66,0.5928141120356123
46,repl,2490.48,581.6357384522532
47,Random._seed,3.12,0.7182745765700876
48,Random.next,3.18,0.8002550613806239
49,repl,79.34,17.354185521136994
50,custom_abs,4.12,0.9612916480720411
51,repl,50.64,11.0338255434119
52,repl,1.32,0.551065757771026
53,repl,2.24,0.5174505793221381
