# Code label is the function/method name. Exceptions: if it is the top-level code, it is "repl", classes field and init have their labels as well
Bytecode ID,Label,Inclusive Compilation Time(μs),Inclusive Compilation Time(μs)_std
0,lambda-43,4.44,1.0333223611442928
1,lambda-44,6.3,1.3131983079178737
2,lambda-64,36.68,8.105024896410166
3,+,2.92,0.8290638930598234
4,repl,35.58,8.687523307853038
5,-,6.16,2.1604988086182355
6,repl,37.88,9.513985409246063
7,*,2.24,0.7159979477795239
8,repl,29.22,7.0661307716198305
9,/,2.26,0.6642473107178667
10,repl,30.74,7.4936980326192515
11,%,2.28,0.6401530429259451
12,repl,29.08,7.2417158864175155
13,=,2.32,0.6207303137828695
14,repl,28.66,6.9944876254703
15,!=,6.8,1.6659862556700855
16,repl,60.74,15.804688015437257
17,<,5.9,1.5939938288872428
18,repl,35.44,8.743884160033321
19,<=,2.56,2.0618992631621387
20,repl,32.54,7.8485927505040864
21,>,2.24,0.6565214453186319
22,repl,28.86,7.634534854788443
23,>=,5.7,1.3590212564600321
24,repl,35.22,8.476353663490652
25,&,2.32,0.6527805519311921
26,repl,30.32,7.462668997847122
27,|,6.5,1.897904322226632
28,repl,32.86,7.94627367425276
29,^,2.28,0.6401530429259451
30,repl,28.68,6.932443689652595
31,not,2.72,0.7570080742566725
32,repl,34.94,8.462184790500112
33,print,2.74,0.6642473107178668
34,repl,54.12,14.056213674284505
35,println,3.84,1.0173996465579918
36,repl,80.58,19.661513218488963
37,Element.init,7.48,1.940334496725674
38,Element.init-values,2.7,0.7071067811865476
39,Element.length,4.94,1.2190662200961815
40,repl,182.26,43.31131256286707
41,List.benchmark,6.36,1.4251387329531344
42,List.make_list,11.54,2.808224073855146
43,List.is_shorter_than,12.68,3.1971926461079145
44,List.tail,8.86,2.6342330332507387
45,List.verify_result,2.72,0.7295511619887831
46,repl,1291.44,310.0098852933433
47,repl,2.4,0.6060915267313266
48,repl,2.82,0.9189612592043082
