# Code label is the function/method name. Exceptions: if it is the top-level code, it is "repl", classes field and init have their labels as well
Bytecode ID,Label,Inclusive Compilation Time(μs),Inclusive Compilation Time(μs)_std
0,lambda-42,4.56,1.1979574453278075
1,lambda-43,2.46,0.645549915868286
2,lambda-63,31.32,8.286797958690874
3,+,3.02,0.8204030865920703
4,repl,32.38,8.71988110759615
5,-,2.32,0.7677159338596802
6,repl,25.4,6.755194524306795
7,*,5.66,1.49297675529016
8,repl,27.22,6.958448102845923
9,/,2.26,0.6642473107178669
10,repl,26.86,7.68250065581062
11,%,2.32,0.6207303137828694
12,repl,26.66,6.882720155192558
13,=,2.26,0.6642473107178668
14,repl,29.84,7.762705188060067
15,!=,3.24,2.567934133556723
16,repl,57.52,15.178179826881182
17,<,5.74,1.440096368657462
18,repl,27.92,7.250165374609305
19,<=,2.24,0.6246631745450126
20,repl,27.04,6.691328534082033
21,>,2.34,0.5928141120356123
22,repl,26.92,6.687911726787827
23,>=,2.22,0.6157789160643516
24,repl,28.88,7.190242821820045
25,&,2.08,0.6951728606055109
26,repl,22.92,5.8548427539490255
27,|,2.28,0.6401530429259451
28,repl,23.2,5.76406885766629
29,^,5.78,1.5022432206129441
30,repl,26.48,6.559741159652006
31,not,2.54,0.7615773105863908
32,repl,28.22,7.040089285148103
33,print,2.7,0.8144110179279556
34,repl,43.22,10.885845518519046
35,println,3.76,0.9380831519646857
36,repl,78.1,19.866133627510976
37,Permute._count,1.9,0.7071067811865476
38,Permute._v,1.78,0.648074069840786
39,Permute.benchmark,5.74,1.4541987063503465
40,Permute._permute,16.38,3.98410105600872
41,Permute._swap,7.18,1.8482203243517636
42,Permute.verify_result,6.08,1.5364948182570002
43,repl,1520.42,386.9377996737028
44,repl,2.42,0.7583548251421144
45,repl,3.9,1.0350983390135313
