Line Number,Bytecode ID,Instruction Index,Function Identifier,Function Label,Instruction,Jumps taken,Jumps not taken
11,37,104,0,repl,JUMP,1000000,0
11,37,68,0,repl,JUMP_IF_FALSE_PEEK,1,1000000
