# Execution time is the total time spent inside the callee
caller identifier id,caller label,callee identifier id,callee label,calls,execution time(ticks),execution time(ticks)_std,execution time(μs),execution time(μs)_std
0,repl,104,Permute.benchmark,1,430871087.0,4810092.73907571,159581.88407407407,1781.5158292873
0,repl,107,Permute.verify_result,1,17617.9,4395.9688459697745,6.525148148148149,1.628136609618435
0,repl,108,Permute.init,1,5457.7,1150.090390040347,2.0213703703703705,0.42595940371864704
43,lambda-43,48,int.+,8660,4620227.9,69130.50995411351,1711.1955185185186,25.603892575597598
44,lambda-44,49,int.-,5039,2601175.2,46904.60539121141,963.3982222222223,17.37207607081904
88,-,49,int.-,3620,1847357.0,50714.999062355695,684.2062962962963,18.783332986057665
92,=,53,int.=,1,3059.1,98.68285192047246,1.133,0.0365492044149898
93,!=,53,int.=,8660,1868014.0,40757.329890333516,691.857037037037,15.095307366790191
93,!=,101,not,8660,2594278.5,58186.35617927159,960.8438888888888,21.550502288619107
97,>=,57,int.>=,8659,1863956.2,34311.85746801334,690.3541481481482,12.708095358523458
104,Permute.benchmark,105,Permute._permute,1,430853802.8,4807348.989695036,159575.48251851852,1780.4996258129763
105,Permute._permute,43,lambda-43,8660,41594240.5,503979.3179749283,15405.274259259259,186.65900665738084
105,Permute._permute,44,lambda-44,5039,21346254.8,227015.24457357512,7906.020296296297,84.07972021243523
105,Permute._permute,88,-,3620,10242587.2,186177.11285355187,3793.5508148148147,68.95448624205625
105,Permute._permute,93,!=,8660,50088351.2,607486.8723646012,18551.241185185187,224.99513791281527
105,Permute._permute,97,>=,8659,67402728.3,714041.8437856061,24963.973444444444,264.45994214281706
105,Permute._permute,105,Permute._permute,8659,2058902754.7,22808851.277260493,762556.5758148149,8447.722695281664
105,Permute._permute,106,Permute._swap,10078,110304614.3,1212873.2318262013,40853.56085185185,449.2123080837783
106,Permute._swap,65,list.get,20156,26241672.5,315206.7668635603,9719.137962962963,116.74324698650382
106,Permute._swap,66,list.set,20156,27155473.1,275438.6391221521,10057.58262962963,102.01431078598226
107,Permute.verify_result,92,=,1,15430.2,4393.0982664797475,5.714888888888889,1.6270734320295361
