# Execution time is the total time spent inside the callee
caller identifier id,caller label,callee identifier id,callee label,calls,execution time(ticks),execution time(ticks)_std,execution time(μs),execution time(μs)_std
0,repl,107,List.benchmark,1,117832403.6,4493278.2782318005,43641.63096296296,1664.177140085852
0,repl,111,List.verify_result,1,16640.1,3483.2665537122657,6.162999999999999,1.2900987235971355
44,lambda-44,49,int.-,31,66777.8,11136.00457312368,24.73251851851852,4.124446138193956
87,+,48,int.+,9,56714.0,12244.772908426981,21.005185185185184,4.535101077195178
92,=,6,base.=,18762,2990297.1,130046.48156793784,1107.5174444444444,48.165363543680684
92,=,53,int.=,35,28440.9,4328.302327946289,10.533666666666667,1.6030749362764032
93,!=,6,base.=,20859,3399892.1,126811.02095634077,1259.2192962962963,46.96704479864473
93,!=,101,not,20859,5813576.6,206790.78703605113,2153.1765185185186,76.58918038372263
105,Element.length,87,+,9,75297.4,15439.666591709745,27.887925925925924,5.718395033966572
105,Element.length,92,=,10,10521.3,9633.365532575337,3.8967777777777775,3.567913160213088
105,Element.length,105,Element.length,9,600147.8,126780.19051288813,222.27696296296298,46.95562611588449
107,List.benchmark,105,Element.length,1,145719.3,28976.665532440882,53.97011111111111,10.732098345348476
107,List.benchmark,108,List.make_list,3,2416524.2,370996.71624700824,895.008962962963,137.40619120259564
107,List.benchmark,110,List.tail,1,115243596.5,4201834.289372293,42682.81351851852,1556.2349219897383
108,List.make_list,44,lambda-44,31,458771.5,71553.05598056519,169.91537037037037,26.501131844653774
108,List.make_list,92,=,34,863092.1,127685.62029985168,319.6637407407407,47.29097048142655
108,List.make_list,104,Element.init-values,31,43681.6,8671.171124691535,16.17837037037037,3.211544860996865
108,List.make_list,106,Element.init,31,82778.8,13117.766568565261,30.658814814814814,4.858432062431578
108,List.make_list,108,List.make_list,31,12456082.5,1931120.3535642885,4613.363888888889,715.2297605793661
109,List.is_shorter_than,92,=,18752,28199491.3,1001762.1458295167,10444.256037037037,371.0230169738951
109,List.is_shorter_than,93,!=,20859,44784203.5,1583253.6626166387,16586.74203703704,586.3902454135699
110,List.tail,109,List.is_shorter_than,2809,109444043.2,3987937.413656038,40534.83081481481,1477.013856909644
110,List.tail,110,List.tail,2808,1055086216.0,38601732.34573616,390772.6725925926,14296.937905828208
111,List.verify_result,92,=,1,15417.3,3390.7828175495806,5.710111111111111,1.2558454879813261
