# Execution time is the total time spent inside the callee
caller identifier id,caller label,callee identifier id,callee label,calls,execution time(ticks),execution time(ticks)_std,execution time(μs),execution time(μs)_std
0,repl,104,Sieve.benchmark,1,713475769.3,6085579.787549504,264250.2849259259,2253.9184398331495
0,repl,106,Sieve.verify_result,1,18561.4,1570.0277034096198,6.8745925925925935,0.5814917420035629
43,lambda-43,48,int.+,15668,7720710.3,132773.26839909813,2859.5223333333333,49.17528459225857
44,lambda-44,49,int.-,16068,8684747.3,97031.81492637019,3216.573074074074,35.93770923198896
87,+,48,int.+,11738,5835792.5,78264.16224388313,2161.4046296296297,28.98672675699375
92,=,6,base.=,4999,1032838.9,23706.556405793177,382.53292592592595,8.780206076219695
92,=,53,int.=,1,5075.0,469.65631330961475,1.8796296296296295,0.1739467827072647
94,<,54,int.<,10001,27084133.4,183920.42665193934,10031.160518518518,68.1186765377553
95,<=,55,int.<=,11738,2442654.4,44482.01604480772,904.6868148148147,16.474820757336193
104,Sieve.benchmark,105,Sieve._sieve,1,713466580.3,6083981.03511333,264246.8815925926,2253.3263093012333
105,Sieve._sieve,43,lambda-43,15668,59174682.0,1147394.6193470361,21916.54888888889,424.96097012853187
105,Sieve._sieve,44,lambda-44,16068,76449569.6,484822.3808663173,28314.655407407405,179.56384476530272
105,Sieve._sieve,65,list.get,4999,38339446.6,168898.81994427423,14199.795037037038,62.55511849787935
105,Sieve._sieve,66,list.set,11069,85331465.7,514367.46414182684,31604.246555555557,190.5064682006766
105,Sieve._sieve,67,list.put,5000,1166978.1,54462.503185702306,432.21411111111115,20.17129747618604
105,Sieve._sieve,87,+,11738,55991404.4,281947.0423873772,20737.557185185186,104.4248305138434
105,Sieve._sieve,92,=,4999,6968085.6,77395.66456673334,2580.7724444444443,28.665060950641976
105,Sieve._sieve,94,<,10001,125156681.6,2478812.8028152245,46354.326518518516,918.0788158574906
105,Sieve._sieve,95,<=,11738,112683066.6,499499.26017756906,41734.46911111111,184.99972599169223
106,Sieve.verify_result,92,=,1,16986.0,1488.1017226124377,6.291111111111111,0.5511487861527548
