# Execution time is the total time spent inside the callee
caller identifier id,caller label,callee identifier id,callee label,calls,execution time(ticks),execution time(ticks)_std,execution time(μs),execution time(μs)_std
0,repl,104,Queens.benchmark,1,396700355.3,8451462.905201368,146926.05751851853,3130.171446370877
0,repl,110,Queens.init,1,9521.0,1901.7604586554178,3.5262962962962963,0.7043557254279325
43,lambda-43,48,int.+,9810,4687165.3,89304.44374698214,1735.987148148148,33.075719906289685
87,+,48,int.+,10120,5070574.4,121610.7799092966,1877.9905185185187,45.04102959603578
88,-,49,int.-,4580,2486617.3,46276.96689453517,920.9693703703703,17.13961736834636
92,=,53,int.=,1130,262154.2,9094.916912325549,97.09414814814815,3.368487745305759
94,<,54,int.<,9821,2237073.7,57626.55753721081,828.5458148148149,21.343169458226225
104,Queens.benchmark,43,lambda-43,10,39714.6,9391.822380190793,14.70911111111111,3.4784527334039974
104,Queens.benchmark,94,<,11,165955.0,10599.335182726776,61.464814814814815,3.9256796973062134
104,Queens.benchmark,106,Queens.queens,10,396403476.5,8445052.320337428,146816.1024074074,3127.7971556805287
106,Queens.queens,107,Queens.place_queen,10,396230756.9,8440731.410955556,146752.13218518518,3126.196818872428
107,Queens.place_queen,43,lambda-43,9800,40056359.1,799364.4468607818,14835.688555555556,296.060906244734
107,Queens.place_queen,66,list.set,1130,2039145.9,59495.45620323944,755.2392222222222,22.035354149347942
107,Queens.place_queen,92,=,1130,3965591.8,97216.28442081844,1468.7377037037036,36.00603126696979
107,Queens.place_queen,94,<,9810,86496851.2,2029115.8718563966,32035.870814814814,751.5243969838506
107,Queens.place_queen,107,Queens.place_queen,1120,1814108211.4,38894553.063597314,671891.9301481482,14405.39002355456
107,Queens.place_queen,108,Queens.get_row_column,8760,131109508.7,2668273.8966217386,48559.077296296295,988.2495913413846
107,Queens.place_queen,109,Queens.set_row_column,2180,78974679.6,1724520.8295037337,29249.88133333333,638.7114183347162
108,Queens.get_row_column,65,list.get,14520,54690765.0,1124822.7546080311,20255.838888888888,416.6010202251967
108,Queens.get_row_column,87,+,5760,39778066.7,925497.9538667187,14732.617296296297,342.77701995063654
108,Queens.get_row_column,88,-,2400,7500214.2,143017.52919856762,2777.857111111111,52.96945525872874
109,Queens.set_row_column,66,list.set,6540,33943409.2,775063.9095725289,12571.633037037038,287.06070724908477
109,Queens.set_row_column,87,+,4360,25745511.1,606655.5483384982,9535.374481481482,224.6872401253697
109,Queens.set_row_column,88,-,2180,3983283.0,96491.5258466282,1475.29,35.73760216541785
