# Execution time is the total time spent inside the callee
caller identifier id,caller label,callee identifier id,callee label,calls,execution time(ticks),execution time(ticks)_std,execution time(μs),execution time(μs)_std
0,repl,111,Towers.benchmark,1,511739522.7,8658958.391464764,189533.15655555556,3207.0216264684314
0,repl,112,Towers.verify_result,1,17921.5,5772.476577874117,6.6375925925925925,2.1379542881015245
0,repl,113,Towers.init,1,5222.9,1226.9777118037466,1.9344074074074074,0.4544361895569432
43,lambda-43,48,int.+,8191,4247866.9,78640.61785503126,1573.2840370370373,29.126154761122688
44,lambda-44,49,int.-,8204,4399538.5,57105.55360171106,1629.4587037037038,21.150205037670762
88,-,49,int.-,8190,14293367.4,296386.26940076903,5293.839777777778,109.7726923706552
92,=,53,int.=,8192,1941144.6,66855.14367205057,718.9424444444445,24.761164322981696
93,!=,6,base.=,8205,1887979.4,43535.394380108446,699.2516296296296,16.124220140780906
93,!=,101,not,8205,2323925.6,117841.14825895701,860.7131851851852,43.644869725539635
97,>=,57,int.>=,8092,1985755.2,48763.14694909415,735.4648888888888,18.0604247959608
106,Towers._push_disk,65,list.get,8205,23033068.9,411820.85993713094,8530.766259259259,152.52624442115962
106,Towers._push_disk,66,list.set,8205,12404883.4,213038.9248941189,4594.401259259259,78.90330551634034
106,Towers._push_disk,93,!=,8205,18090907.4,274285.8353086972,6700.336074074074,101.58734641062858
106,Towers._push_disk,97,>=,8077,11728531.6,134882.45687279763,4343.900592592592,49.956465508443564
107,Towers._pop_disk_from,65,list.get,8191,12581327.6,185467.14193040124,4659.750962962963,68.69153404829676
107,Towers._pop_disk_from,66,list.set,8191,12297467.8,239539.41809705037,4554.617703703704,88.71830299890755
108,Towers._move_top_disk,43,lambda-43,8191,39732970.4,617874.5487657372,14715.914962962963,228.84242546879156
108,Towers._move_top_disk,106,Towers._push_disk,8191,106193120.9,1708583.7811846859,39330.78551851852,632.80880784618
108,Towers._move_top_disk,107,Towers._pop_disk_from,8191,58519148.8,925997.5767110273,21673.758814814813,342.9620654485286
109,Towers._build_tower_at,44,lambda-44,14,201172.9,44171.83757470721,74.50848148148148,16.359939842484152
109,Towers._build_tower_at,97,>=,15,373572.1,82498.39695916267,138.36003703703702,30.554961836726914
109,Towers._build_tower_at,104,_TowersDisk.init-values,14,20355.1,4780.800746626801,7.538925925925925,1.7706669431951114
109,Towers._build_tower_at,105,_TowersDisk.init,14,30445.5,6927.113437713242,11.276111111111112,2.565597569523423
109,Towers._build_tower_at,106,Towers._push_disk,14,517522.9,114787.44303501052,191.67514814814817,42.51386779074464
110,Towers._move_disks,44,lambda-44,8190,29264199.1,420136.57184726145,10838.59225925926,155.60613772120794
110,Towers._move_disks,88,-,8190,58543948.4,1084448.9403079285,21682.94385185185,401.64775566960316
110,Towers._move_disks,92,=,8191,79801844.5,1423338.3598893771,29556.238703703704,527.1623555145841
110,Towers._move_disks,108,Towers._move_top_disk,8191,298762427.6,4951566.031158206,110652.75096296298,1833.9133448734096
110,Towers._move_disks,110,Towers._move_disks,8190,5502412450.1,91696247.02573155,2037930.5370740741,33961.572972493166
111,Towers.benchmark,109,Towers._build_tower_at,1,1582146.6,349364.8409533476,585.9802222222222,129.3943855382769
111,Towers.benchmark,110,Towers._move_disks,1,510097945.5,8533505.065704612,188925.165,3160.557431742449
112,Towers.verify_result,92,=,1,16357.0,5778.28146005185,6.058148148148148,2.1401042444636484
