# Execution time is the total time spent inside the callee
caller identifier id,caller label,callee identifier id,callee label,calls,execution time(ticks),execution time(ticks)_std,execution time(μs),execution time(μs)_std
0,repl,151,DeltaBlue.inner_benchmark_loop,1,19630642515.0,70570750.08529443,7270608.338888889,26137.31484640534
0,repl,177,_Sym.init-values,8,4563.3,195.36554132405783,1.6901111111111111,0.0723576078977992
0,repl,179,_Sym.init,8,5204.9,567.4810360847217,1.9277407407407405,0.2101781615128599
0,repl,187,_Strength_of,2,165986.8,7343.933304364044,61.47659259259259,2.7199752979126086
0,repl,188,_create_strength_table,1,1472106.2,46179.086544269754,545.2245185185185,17.103365386766576
0,repl,190,_create_strength_constants,1,3265697.2,92582.91251549951,1209.5174814814816,34.289967598333156
43,lambda-43,48,int.+,278737,239331445.2,1410772.11213023,88641.276,522.508189677863
44,lambda-44,49,int.-,2003,445327.7,13054.923641051453,164.9361851851852,4.835156904093131
64,lambda-64,2,base.class,27065,2740911.8,36481.36912770105,1015.1525185185185,13.511618195444834
64,lambda-64,93,!=,27065,520852587.3,4242203.830901506,192908.36566666668,1571.1866040375949
87,+,48,int.+,27012,5235362.3,213811.79673651015,1939.023074074074,79.18955434685562
88,-,49,int.-,17078,4476057.2,50563.60065210217,1657.798962962963,18.727259500778583
89,*,50,int.*,25133,12590642.8,255597.461458772,4663.201037037037,94.66572646621185
90,/,51,int./,11,6840.5,4982.917973067165,2.5335185185185187,1.845525175210061
92,=,6,base.=,16131,2211845.7,23648.4590197866,819.2021111111112,8.758688525846889
92,=,53,int.=,242204,41775140.2,116803.84939024478,15472.27414814815,43.260684959349916
92,=,64,lambda-64,27065,907798598.8,5476488.170088508,336221.70325925923,2028.3289518846327
93,!=,6,base.=,73197,11135770.6,1276052.645608587,4124.359481481481,472.61209096614334
93,!=,53,int.=,28133,13074104.8,1293879.1470831383,4842.261037037038,479.21449891968086
93,!=,101,not,101330,23697484.7,211838.13477302878,8776.846185185184,78.4585684344551
94,<,54,int.<,262125,111524615.2,1669230.4794111298,41305.41303703704,618.233510893011
95,<=,55,int.<=,2006,356306.0,22137.69333298442,131.9651851851852,8.199145678883118
96,>,56,int.>,12027,2218465.6,34302.692719837236,821.6539259259259,12.704701007347124
97,>=,57,int.>=,27045,443345383.1,6645268.532291043,164201.99374074076,2461.210567515201
98,&,58,int.&,3032,12216791.0,93657.09030511828,4524.737407407408,34.68781122411788
100,^,60,int.^,3032,12478094.1,105906.63660627026,4621.516333333333,39.22468022454454
104,vector_with,107,Vector.init-values,6021,117641804.3,511986.0352155037,43571.03862962963,189.6244574872236
104,vector_with,110,Vector.append,6021,315549287.1,1411760.0327623177,116870.10633333334,522.8740862082658
104,vector_with,127,Vector.init,6021,9275691.8,76458.6258419681,3435.4414074074075,28.318009571099296
105,empty_vec,43,lambda-43,53265,1013067414.2,8151770.880496543,375210.1534074074,3019.1744001839047
105,empty_vec,67,list.put,53265,7926716.8,1768791.2204288759,2935.821037037037,655.1078594181022
105,empty_vec,94,<,62439,1502519242.5,14086263.117690288,556488.6083333333,5217.13448803344
107,Vector.init-values,92,=,9030,8630885.0,62203.67221009577,3196.624074074074,23.038397114850284
107,Vector.init-values,105,empty_vec,9030,194923952.0,637525.8967401368,72194.0562962963,236.12070249634695
108,Vector.at,65,list.get,1998,3621101.3,67861.746921765,1341.1486296296296,25.133980341394448
108,Vector.at,68,list.length,1998,311925.8,12394.96578454333,115.52807407407407,4.590728068349382
108,Vector.at,92,=,1998,7288150.6,1253082.3135908302,2699.3150370370367,464.10456058919635
108,Vector.at,97,>=,1998,363243964.8,5808233.566914839,134534.8017777778,2151.1976173758662
110,Vector.append,43,lambda-43,43016,578747810.7,3804631.9880300006,214351.04100000003,1409.1229585296298
110,Vector.append,65,list.get,17960,509671647.8,4230072.723116214,188767.27696296296,1566.6936011541534
110,Vector.append,66,list.set,43016,535709138.2,4091234.806338367,198410.7919259259,1515.2721504956914
110,Vector.append,68,list.length,43251,7251700.9,61657.76591707004,2685.815148148148,22.83620959891483
110,Vector.append,89,*,122,607267.5,14362.939163731517,224.9138888888889,5.31960709767834
110,Vector.append,92,=,25056,1116729223.4,5462691.74181385,413603.4160740741,2023.219163634759
110,Vector.append,94,<,18082,504603452.5,5341890.09295488,186890.1675925926,1978.4778122055109
110,Vector.append,97,>=,25047,171221725.4,1914782.9099278117,63415.45385185185,709.1788555288191
110,Vector.append,105,empty_vec,131,2002920117.5,7602333.765404163,741822.2657407407,2815.679172371912
111,Vector.is_empty,92,=,34085,72484341.4,406806.0071450551,26846.052370370373,150.6688915352056
112,Vector.for_each,43,lambda-43,155235,1304052199.9,4783156.447407573,482982.2962592593,1771.539424965768
