# Execution time is the total time spent inside the callee
caller identifier id,caller label,callee identifier id,callee label,calls,execution time(ticks),execution time(ticks)_std,execution time(μs),execution time(μs)_std
0,repl,89,*,1,22649.0,2939.7558437823764,8.388518518518518,1.0887984606601393
0,repl,129,_Vector2D.init-values,2,2493.4,140.44305832464252,0.9234814814814816,0.05201594752764538
0,repl,133,_Vector2D.init,2,3043.3,163.85780099637745,1.1271481481481482,0.06068807444310276
0,repl,188,CD.inner_benchmark_loop,1,137550312922.5,1923905211.7782824,50944560.34166667,712557.4858438083
43,lambda-43,48,int.+,886617,366690563.9,5411383.854816144,135811.31996296297,2004.2162425244978
64,lambda-64,2,base.class,117625,11654961.5,201293.17091443916,4316.652407407408,74.5530262646071
64,lambda-64,93,!=,117625,148829491.4,2149518.3883613585,55122.033851851855,796.117921615318
87,+,26,double.+,3085454,1297486029.3,18035449.57026068,480550.38122222223,6679.796137133586
87,+,48,int.+,10200,2742777.1,76109.72623777772,1015.8433703703704,28.188787495473232
88,-,27,double.-,3175705,3173248467.5,46531471.5492308,1175277.210185185,17233.878351566964
88,-,49,int.-,116104,109467283.7,2008732.8983272049,40543.43840740741,743.9751475285944
89,*,28,double.*,290470,372354419.0,6507352.392546674,137909.04407407407,2410.1305157580273
89,*,50,int.*,2307,7789105.5,86424.65042329919,2884.853888888889,32.00912978640711
90,/,29,double./,2159969,787725860.1,19263903.002113335,291750.31855555554,7134.778889671606
92,=,6,base.=,647837,69270591.3,982710.7057098487,25655.774555555556,363.9669280406847
92,=,30,double.=,3807590,615474215.7,9480786.220022611,227953.41322222224,3511.4023037120783
92,=,53,int.=,1290907,196109110.4,3084165.307726047,72633.00385185186,1142.2834473059434
92,=,64,lambda-64,117625,319897210.1,4814667.823689349,118480.44818518519,1783.2103050701292
93,!=,6,base.=,2354914,352098715.1,5846854.694368297,130406.93151851853,2165.501738654925
93,!=,30,double.=,10764,1606318.3,55283.178971260524,594.9327037037037,20.475251470837232
93,!=,53,int.=,1088615,237856348.6,3770645.929357329,88094.94392592592,1396.5355293916034
93,!=,101,not,3454293,830161225.7,12126166.044142779,307467.12062962964,4491.17260894177
94,<,31,double.<,2754379,343513056.5,5691021.869279209,127227.05796296296,2107.785877510818
94,<,54,int.<,2715390,884001359.3,14561475.644636927,327407.91085185186,5393.139127643306
95,<=,33,double.<=,2535773,1882369521.9,28059843.713949174,697173.897,10392.534708870064
96,>,32,double.>,1700134,290273796.7,28833243.156951066,107508.81359259259,10678.978947018913
96,>,56,int.>,753623,107811867.9,1596841.643269807,39930.321444444446,591.4228308406693
97,>=,34,double.>=,12915,1446551.1,39553.03491702467,535.7596666666667,14.649272191490619
97,>=,57,int.>=,117625,569843573.7,9652320.551313896,211053.17544444447,3574.933537523665
105,empty_vec,43,lambda-43,582320,1686783740.4,24833092.12616839,624734.7186666667,9197.441528210515
105,empty_vec,67,list.put,582320,252413049.4,75915418.35158047,93486.3145925926,28116.821611696472
105,empty_vec,94,<,626347,4264618453.1,78179066.24945818,1579488.315962963,28955.209722021547
108,Vector.at,65,list.get,52292,49051456.8,731708.9450843,18167.20622222222,271.0033129941852
