# Execution time is the total time spent inside the callee
caller identifier id,caller label,callee identifier id,callee label,calls,execution time(ticks),execution time(ticks)_std,execution time(μs),execution time(μs)_std
0,repl,128,Json.benchmark,1,1687863259.1,7322006.614366818,625134.5404074073,2711.8543016173403
0,repl,129,Json.verify_result,1,253723.5,17512.654214355367,93.97166666666666,6.486168227539025
0,repl,140,_JsonLiteral.init-values,3,55940.8,2374.824837862009,20.718814814814817,0.8795647547637071
0,repl,146,_JsonLiteral.init,3,7653.2,316.9767715215273,2.8345185185185184,0.11739880426723234
43,lambda-43,48,int.+,47203,15708095.8,151111.42352289517,5817.813259259259,55.96719389736858
44,lambda-44,49,int.-,5322,2004985.6,55721.72796126725,742.5872592592593,20.637677022691573
64,lambda-64,2,base.class,3127,363371.7,16951.290381250445,134.58211111111112,6.278255696759424
64,lambda-64,93,!=,3127,5440013.7,54345.25213862314,2014.819888888889,20.127871162453015
88,-,49,int.-,1201,456240.6,14452.862693670946,168.97799999999998,5.3529121087670175
89,*,50,int.*,604,369194.6,13857.149780604415,136.73874074074072,5.132277696520154
92,=,6,base.=,114684,13817613.0,157784.86182140544,5117.634444444445,58.43883771163165
92,=,53,int.=,2664,439169.8,14542.925021068528,162.65548148148147,5.386268526321677
92,=,64,lambda-64,3127,9339081.8,73445.1786240308,3458.9191851851856,27.201918008900297
93,!=,6,base.=,29388,4042620.4,66438.37944916761,1497.2668148148148,24.606807203395412
93,!=,53,int.=,2,3588.1,269.0900651415706,1.3289259259259258,0.0996629870894706
93,!=,101,not,29390,7167869.8,40274.76230986075,2654.7665925925926,14.916578633281759
94,<,54,int.<,41584,135756015.1,821643.7174807418,50280.00559259259,304.3124879558303
97,>=,57,int.>=,3127,12501758.6,114268.60560534331,4630.280962962963,42.32170577975678
98,&,58,int.&,1200,2977251.9,50895.44873241306,1102.685888888889,18.850166197190024
105,empty_vec,43,lambda-43,13984,47082701.7,269298.5086809795,17438.037666666667,99.74018840036277
105,empty_vec,67,list.put,13984,2358298.7,36295.37355627393,873.443962962963,13.442730946768123
105,empty_vec,94,<,15011,104390053.8,682109.5958978722,38662.98288888889,252.63318366587862
108,Vector.at,65,list.get,4,3771.2,536.6243025667615,1.3967407407407406,0.19874974169139314
108,Vector.at,68,list.length,4,788.8,183.125381264198,0.29214814814814816,0.0678242152830363
108,Vector.at,92,=,4,13455.3,882.852619279357,4.983444444444444,0.32698245158494704
108,Vector.at,97,>=,4,18533.2,807.0446149540414,6.864148148148148,0.29890541294594125
110,Vector.append,43,lambda-43,4139,12327733.5,132839.90989691732,4565.827222222222,49.1999666284879
110,Vector.append,65,list.get,150,226602.3,14060.835271662987,83.92677777777777,5.207716767282588
