# Execution time is the total time spent inside the callee
caller identifier id,caller label,callee identifier id,callee label,calls,execution time(ticks),execution time(ticks)_std,execution time(μs),execution time(μs)_std
0,repl,89,*,1,27020.1,2152.5914345761307,10.007444444444443,0.7972560868800485
0,repl,129,_Vector2D.init-values,2,2428.4,132.71830080445216,0.8994074074074074,0.049154926223871166
0,repl,133,_Vector2D.init,2,2868.0,190.17000704355928,1.0622222222222222,0.07043333594205899
0,repl,188,CD.inner_benchmark_loop,1,131288704352.4,1344457110.508439,48625446.056444444,497947.07796608855
43,lambda-43,48,int.+,886617,172590680.9,1723292.139702071,63922.47440740741,638.2563480378041
64,lambda-64,2,base.class,117625,12345747.7,1291501.711795964,4572.4991481481475,478.33396733183855
64,lambda-64,93,!=,117625,196738987.8,2247382.0195052125,72866.29177777778,832.3637109278565
87,+,26,double.+,3085454,1118322019.1,12985066.392803706,414193.3404074074,4809.283849186558
87,+,48,int.+,10200,2747038.1,62117.15667900621,1017.4215185185185,23.006354325557858
88,-,27,double.-,3175705,3767077200.9,43379261.542594336,1395213.7781111111,16066.393163923829
88,-,49,int.-,116104,19859676.1,1255863.256266965,7355.435592592593,465.1345393581352
89,*,28,double.*,290470,301600685.0,4516047.567641396,111703.9574074074,1672.6102102375542
89,*,50,int.*,2307,8172517.8,1259009.235209287,3026.8584444444446,466.29971674418033
90,/,29,double./,2159969,677344327.7,9192552.365658343,250868.26951851853,3404.6490243179046
92,=,6,base.=,647837,67853563.7,846540.8756527073,25130.94951851852,313.5336576491508
92,=,30,double.=,3807590,706374019.2,7370042.494670979,261620.00711111113,2729.645368396659
92,=,53,int.=,1290907,200434613.8,3471996.789814844,74235.04214814815,1285.9247369684606
92,=,64,lambda-64,117625,344608438.6,3946105.3993417467,127632.75503703704,1461.520518274721
93,!=,6,base.=,2354914,395695633.7,5091075.124472874,146553.9384074074,1885.5833794343978
93,!=,30,double.=,10764,1583790.3,26910.924170208946,586.589,9.96700895192924
93,!=,53,int.=,1088615,230262150.8,2078960.8961158202,85282.27807407409,769.9855170799334
93,!=,101,not,3454293,776352396.9,8347787.787563547,287537.92477777775,3091.773254653165
94,<,31,double.<,2754379,345547756.2,3591445.747639319,127980.65044444444,1330.1650917182662
94,<,54,int.<,2715390,962355163.9,12470979.746128786,356427.8384814815,4618.881387455106
95,<=,33,double.<=,2535773,1991734451.5,19745621.163594313,737679.4264814815,7313.193023553449
96,>,32,double.>,1700134,275121883.0,6286628.473447278,101896.9937037037,2328.3809160915844
96,>,56,int.>,753623,110182614.4,1236084.1107370772,40808.37570370371,457.8089299026212
97,>=,34,double.>=,12915,1465790.0,29635.858734772108,542.8851851851852,10.976243975841522
97,>=,57,int.>=,117625,458269017.6,5239802.514822366,169729.2657777778,1940.6675980823577
105,empty_vec,43,lambda-43,582320,1945451365.9,19220282.195377804,720537.5429259259,7118.623035325113
105,empty_vec,67,list.put,582320,75448662.4,810204.9212989858,27943.94903703704,300.07589677740214
105,empty_vec,94,<,626347,4029753267.1,43787925.33910666,1492501.210037037,16217.750125595057
108,Vector.at,65,list.get,52292,49296013.8,511080.5634187024,18257.782888888887,189.28909756248237
108,Vector.at,68,list.length,52292,8547607.0,131430.7747627505,3165.7803703703703,48.678064726944626
108,Vector.at,92,=,52292,174739893.9,3697050.6113446658,64718.479222222224,1369.278004201728
108,Vector.at,97,>=,52292,473578848.7,8842190.329975426,175399.57359259258,3274.885307398306
110,Vector.append,43,lambda-43,189613,503171823.3,4756655.902140947,186359.93455555555,1761.7244082003508
110,Vector.append,65,list.get,82560,130127937.3,1294341.1664689162,48195.53233333333,479.3856172107097
110,Vector.append,66,list.set,189613,252511149.8,3740250.67669433,93522.64807407408,1385.2780284053074
110,Vector.append,68,list.length,152507,72714557.7,1136818.1475838183,26931.31766666667,421.04375836437714
110,Vector.append,89,*,2307,10756631.2,1286335.5684362338,3983.9374814814814,476.4205809023088
110,Vector.append,92,=,107053,320652279.4,3205962.0311809555,118760.10348148148,1187.3933448818354
110,Vector.append,94,<,84867,933511695.5,12874002.989546003,345745.0724074074,4768.149255387409
110,Vector.append,97,>=,65333,617610675.5,7209935.491631874,228744.69462962964,2670.3464783821755
110,Vector.append,105,empty_vec,44027,8463933214.8,86073216.76572487,3134790.0795555557,31878.96917249069
112,Vector.for_each,43,lambda-43,50764,258772853.2,3242479.296297326,95841.79748148148,1200.9182578878986
112,Vector.for_each,65,list.get,50764,133773497.0,1964993.6569735568,49545.73962962963,727.7754285087248
112,Vector.for_each,94,<,51564,291763750.5,3792656.013119734,108060.64833333333,1404.6874122665681
112,Vector.for_each,165,each,20000,6555732527.4,64776506.032257766,2428049.084222222,23991.29853046584
112,Vector.for_each,167,find_collisions,10764,7461343874.1,80997018.01306619,2763460.694111111,29998.895560394885
112,Vector.for_each,173,lambda,20000,107897679097.6,1104516773.5187879,39962103.36948148,409080.28648843995
121,Vector.size,88,-,116104,392472205.9,5483651.793953962,145360.07625925925,2030.9821459088746
128,_compare_numbers,92,=,2053783,3318676073.4,34852155.50181679,1229139.2864444444,12908.205741413625
128,_compare_numbers,94,<,1001308,935360869.1,9563224.882180154,346429.9515185185,3541.935141548205
128,_compare_numbers,96,>,843424,637107953.3,9026932.362979442,235965.90862962962,3343.3082825849783
130,_Vector2D.plus,87,+,415072,486119288.7,5297086.253207489,180044.18099999998,1961.8837974842552
130,_Vector2D.plus,129,_Vector2D.init-values,207536,130853128.7,2049215.900440101,48464.12174074074,758.9688520148522
130,_Vector2D.plus,133,_Vector2D.init,207536,123730467.6,2077300.1484490293,45826.09911111111,769.3704253514924
131,_Vector2D.minus,88,-,415072,541199173.9,6154032.95728929,200444.13848148147,2279.2714656627
131,_Vector2D.minus,129,_Vector2D.init-values,207536,132088603.7,1339441.5189626436,48921.705074074074,496.08945146764574
131,_Vector2D.minus,133,_Vector2D.init,207536,126320837.6,1663180.8219699576,46785.495407407405,615.9928970259102
132,_Vector2D.compare_to,93,!=,1088615,1875116907.7,17904311.907033958,694487.7435925927,6631.226632234799
132,_Vector2D.compare_to,128,_compare_numbers,2053783,6922537686.1,73664368.83158773,2563902.846703704,27283.099567254714
135,_Vector3D.plus,87,+,38745,304237452.4,3023179.125913961,112680.53792592592,1119.6959725607262
135,_Vector3D.plus,134,_Vector3D.init-values,12915,10679510.0,128755.06691225363,3955.374074074074,47.6870618193532
135,_Vector3D.plus,141,_Vector3D.init,12915,10365266.3,119038.29381784277,3838.9875185185188,44.0882569695714
136,_Vector3D.minus,88,-,193452,827201365.6,10852074.381415995,306370.87614814815,4019.28680793185
136,_Vector3D.minus,134,_Vector3D.init-values,64484,53954547.7,556409.256425435,19983.165814814816,206.07750237979073
136,_Vector3D.minus,141,_Vector3D.init,64484,52317744.3,491644.65712941973,19376.942333333332,182.09061375163694
137,_Vector3D.dot,87,+,64484,590334676.6,6801874.898543469,218642.47281481483,2519.21292538647
137,_Vector3D.dot,89,*,96726,802004908.2,9163000.618334029,297038.8548888889,3393.703932716307
138,_Vector3D.squared_magnitude,137,_Vector3D.dot,21528,866794547.0,10160215.166211868,321035.0174074074,3763.0426541525435
139,_Vector3D.magnitude,24,double.sqrt,50,21074.5,3096.0990651225347,7.805370370370371,1.1467033574527907
139,_Vector3D.magnitude,138,_Vector3D.squared_magnitude,50,3115457.5,600230.3024981329,1153.8731481481482,222.30751944375294
140,_Vector3D.times,89,*,38745,185384878.2,2460872.1474677837,68661.06599999999,911.4341286917718
140,_Vector3D.times,134,_Vector3D.init-values,12915,10740476.0,130169.66405588147,3977.954074074074,48.21098668736351
140,_Vector3D.times,141,_Vector3D.init,12915,10366105.6,134794.84660397636,3839.2983703703703,49.924017260731986
142,_tree_minimum,93,!=,61120,91655351.3,1800074.5350249168,33946.42640740741,666.6942722314507
144,_Node.successor,92,=,60720,50935440.2,675215.2069929146,18864.977851851854,250.07970629367205
144,_Node.successor,93,!=,122240,163492247.1,2767475.2297651325,60552.684111111106,1024.990825838938
144,_Node.successor,142,_tree_minimum,32248,140598736.1,3072463.927262117,52073.60596296296,1137.949602689673
150,_RedBlackTree.put,92,=,441153,410157182.4,5928782.628905752,151910.06755555555,2195.8454181132415
150,_RedBlackTree.put,93,!=,336440,647032209.0,7450456.214535046,239641.5588888889,2759.428227605573
