# Execution time is the total time spent inside the callee
caller identifier id,caller label,callee identifier id,callee label,calls,execution time(ticks),execution time(ticks)_std,execution time(μs),execution time(μs)_std
0,repl,87,+,1000000,3997242722.5,7721388.575060428,1480460.2675925926,2859.7735463186773
0,repl,94,<,1000001,5526901825.0,10123289.044033725,2047000.6759259258,3749.3663126050833
87,+,48,int.+,1000000,174882479.4,404625.69519735215,64771.28866666667,149.86136859161192
94,<,54,int.<,1000001,117883346.2,339735.9819574447,43660.498592592594,125.82814146572025
