# Execution time is the total time spent inside the callee
caller identifier id,caller label,callee identifier id,callee label,calls,execution time(ticks),execution time(ticks)_std,execution time(μs),execution time(μs)_std
0,repl,107,Bounce.benchmark,1,431800806.9,4597953.275276223,159926.22477777777,1702.9456575097122
0,repl,108,Bounce.verify_result,1,24257.0,4209.591079027935,8.984074074074075,1.5591078070473834
43,lambda-43,48,int.+,6581,3256696.0,65273.95437369294,1206.1837037037037,24.17553865692331
87,+,48,int.+,10400,14454959.9,292738.5283167253,5353.688851851852,108.42167715434269
88,-,49,int.-,913,463035.1,17493.809990664522,171.49448148148147,6.479188885431305
89,*,50,int.*,400,303735.1,12546.524894840095,112.49448148148147,4.646861072162998
91,%,52,int.%,400,406716.4,23115.591909039736,150.6357037037037,8.561330336681383
92,=,53,int.=,1,3535.6,160.24533821940852,1.3094814814814815,0.059350125266447604
94,<,54,int.<,15303,28142170.0,362789.50256152876,10423.025925925926,134.36648243019584
96,>,56,int.>,10000,2161565.7,49180.97095111823,800.579888888889,18.215174426340084
97,>=,57,int.>=,1426,260427.3,11558.14653280033,96.45455555555556,4.28079501214827
98,&,58,int.&,400,273556.7,13486.840498875388,101.3172962962963,4.995126110694589
104,Ball.init-values,88,-,200,2185709.8,108753.92219501783,809.5221481481481,40.2792304425992
104,Ball.init-values,91,%,400,4560540.9,199486.2829828288,1689.0892222222224,73.88380851215881
104,Ball.init-values,109,Random.next,400,11868665.5,517788.21885110496,4395.802037037037,191.77341438929813
105,Ball.bounce,87,+,10000,63912171.8,923703.6835278438,23671.17474074074,342.1124753806829
105,Ball.bounce,88,-,713,1148153.4,30681.347607128893,425.24199999999996,11.363462076714406
105,Ball.bounce,94,<,10000,43166402.6,541503.0274291999,15987.556518518519,200.55667682562958
105,Ball.bounce,96,>,10000,96549534.3,1026165.1328935474,35759.086777777775,380.0611603309435
105,Ball.bounce,111,custom_abs,1426,11464910.1,212563.8949977654,4246.263,78.72736851769089
107,Bounce.benchmark,43,lambda-43,6581,31762911.0,377254.7385177628,11764.041111111112,139.72397722880103
107,Bounce.benchmark,65,list.get,5000,9137480.9,103143.77187407225,3384.252185185185,38.20139699039713
107,Bounce.benchmark,66,list.set,100,209510.9,7026.969024670897,77.59662962962963,2.6025811202484803
107,Bounce.benchmark,67,list.put,100,45806.1,10653.11651904836,16.96522222222222,3.9455987107586523
107,Bounce.benchmark,68,list.length,5050,2292362.8,52568.92047748765,849.0232592592591,19.46997054721765
107,Bounce.benchmark,94,<,5303,76312970.3,938592.4614835777,28264.063074074074,347.62683758651025
107,Bounce.benchmark,104,Ball.init-values,100,19258550.0,846443.1605098449,7132.7962962962965,313.4974668554981
107,Bounce.benchmark,105,Ball.bounce,5000,243126728.3,2825296.636287709,90046.93640740741,1046.4061615880405
107,Bounce.benchmark,106,Ball.init,100,133405.4,4783.422474381815,49.40940740740741,1.7716379534747462
107,Bounce.benchmark,110,Random.init,1,2208.6,486.6850705484367,0.818,0.18025372983275434
108,Bounce.verify_result,92,=,1,9114.6,310.7770227908376,3.375777777777778,0.11510260103364355
109,Random.next,87,+,400,4322266.1,194417.9646047199,1600.8392962962962,72.00665355730366
109,Random.next,89,*,400,2239688.8,100031.40038039639,829.5143703703703,37.04866680755422
109,Random.next,98,&,400,4455549.4,197690.92355077373,1650.2034814814817,73.21886057436065
111,custom_abs,45,int.neg,713,343087.6,17279.53730618356,127.06948148148147,6.399828631919837
111,custom_abs,97,>=,1426,7056492.2,140140.58389443683,2613.5156296296295,51.90391996090253
