# Execution time is the total time spent inside the callee
caller identifier id,caller label,callee identifier id,callee label,calls,execution time(ticks),execution time(ticks)_std,execution time(μs),execution time(μs)_std
0,repl,111,Towers.benchmark,1,474286716.4,6813864.108503496,175661.7468148148,2523.6533735198136
0,repl,112,Towers.verify_result,1,17967.9,1577.9028687336533,6.654777777777778,0.5844084699013531
0,repl,113,Towers.init,1,5807.4,1105.8272635642988,2.150888888888889,0.40956565317196253
43,lambda-43,48,int.+,8191,4735969.7,102802.14209374794,1754.062851851852,38.07486744212887
44,lambda-44,49,int.-,8204,4559205.5,112610.6771302652,1688.5946296296297,41.70765819639452
88,-,49,int.-,8190,14241764.8,287536.5921042143,5274.727703703704,106.49503411267196
92,=,53,int.=,8192,1971815.4,40280.443833335856,730.302,14.918682901235503
93,!=,6,base.=,8205,1781630.4,45207.22943861737,659.863111111111,16.743418310599026
93,!=,101,not,8205,2259808.8,114878.94131860821,836.9662222222222,42.54775604392896
97,>=,57,int.>=,8092,1987827.2,42561.44860712378,736.2322962962962,15.763499484119917
106,Towers._push_disk,65,list.get,8205,23071958.8,396514.44446532044,8545.169925925926,146.8572016538224
106,Towers._push_disk,66,list.set,8205,11966939.3,138344.37394190955,4432.199740740741,51.23865701552206
106,Towers._push_disk,93,!=,8205,16476406.7,283939.59549785237,6102.372851851852,105.16281314735272
106,Towers._push_disk,97,>=,8077,10749085.8,200450.1480304558,3981.142888888889,74.24079556683549
107,Towers._pop_disk_from,65,list.get,8191,12658159.4,187087.30948336996,4688.207185185185,69.29159610495184
107,Towers._pop_disk_from,66,list.set,8191,12536124.1,224398.39232511155,4643.008925925926,83.11051567596724
108,Towers._move_top_disk,43,lambda-43,8191,41418108.6,597371.3365255811,15340.040222222222,221.2486431576226
108,Towers._move_top_disk,106,Towers._push_disk,8191,95007146.1,1358219.5818243616,35187.83188888889,503.0442895645784
108,Towers._move_top_disk,107,Towers._pop_disk_from,8191,50945605.3,712829.4782286263,18868.7427037037,264.01091786245416
109,Towers._build_tower_at,44,lambda-44,14,208503.2,40693.7943925503,77.22340740740741,15.071775700944555
109,Towers._build_tower_at,97,>=,15,374880.8,72897.56648425458,138.84474074074075,26.999098697872068
109,Towers._build_tower_at,104,_TowersDisk.init-values,14,14941.1,3187.8085179898153,5.533740740740741,1.1806698214777094
109,Towers._build_tower_at,105,_TowersDisk.init,14,24564.1,5026.225767229113,9.097814814814814,1.8615650989737458
109,Towers._build_tower_at,106,Towers._push_disk,14,498893.7,92660.80937375844,184.77544444444445,34.3188182865772
110,Towers._move_disks,44,lambda-44,8190,26653514.1,449148.2457149662,9871.67188888889,166.35120211665415
110,Towers._move_disks,88,-,8190,57868949.9,946449.4993518469,21432.944407407405,350.53685161179516
110,Towers._move_disks,92,=,8191,79604680.3,1244025.966970866,29483.214925925924,460.7503581373578
110,Towers._move_disks,108,Towers._move_top_disk,8191,271835896.3,3741327.9938759827,100679.96159259259,1385.6770347688825
110,Towers._move_disks,110,Towers._move_disks,8190,5094193984.3,72934310.24629569,1886738.5127037037,27012.707498628035
111,Towers.benchmark,109,Towers._build_tower_at,1,1567072.6,297386.5636076349,580.3972592592593,110.14317170653145
111,Towers.benchmark,110,Towers._move_disks,1,472688873.4,6777110.279837189,175069.9531111111,2510.0408443841443
112,Towers.verify_result,92,=,1,16107.9,1471.298098529609,5.965888888888888,0.5449252216776329
