# Code label is the function/method name. Exceptions: if it is the top-level code, it is "repl", classes field and init have their labels as well
Bytecode ID,Label,Inclusive Compilation Time(μs),Inclusive Compilation Time(μs)_std
0,lambda-43,3.94,1.1322724125962491
1,lambda-44,5.68,1.4489968380692533
2,lambda-64,33.56,8.680637614124617
3,+,2.62,0.8053393251117373
4,repl,31.22,9.534662863382604
5,-,5.12,1.4090089149643377
6,repl,33.02,9.177367903307193
7,*,2.2,0.6998542122237652
8,repl,25.62,7.131104617184107
9,/,2.06,0.7117096404046374
10,repl,26.94,7.7391398562298725
11,%,1.98,0.6848208465261076
12,repl,25.44,8.008057167118423
13,=,2.12,0.7182745765700879
14,repl,25.06,7.023023361975748
15,!=,5.86,1.6163703354196062
16,repl,52.52,14.864338916634381
17,<,5.12,1.6116919744194806
18,repl,31.42,9.32210451845833
19,<=,1.96,0.754848275064166
20,repl,28.1,7.877247006928451
21,>,1.98,0.654341856605645
22,repl,24.98,7.011623003474811
23,>=,5.36,2.488832198900865
24,repl,31.0,8.689660757568884
25,&,2.06,0.7117096404046371
26,repl,26.24,7.633331848022907
27,|,6.16,3.5476925527699827
28,repl,29.1,8.843884085303566
29,^,2.06,0.651841974088562
30,repl,24.92,6.8238477385697625
31,not,2.2,0.832993127835043
32,repl,30.38,8.754916985818394
33,print,2.44,0.8369039151929607
34,repl,46.74,13.210709940909954
35,println,3.44,0.9930369826847295
36,repl,69.6,19.638570960936928
37,Random.init,2.52,0.6464976285134149
38,Random.next,7.88,2.264544825192498
39,Storage.init,2.16,0.7655863432556722
40,Storage.benchmark,7.74,2.1267009998721362
41,Storage._build_tree_depth,24.02,6.964897409033915
42,Storage.verify_result,2.46,0.7615773105863909
43,repl,1494.18,425.7270223406314
44,repl,2.1,0.6776309271789385
45,repl,3.38,1.0476406924170918
