# Code label is the function/method name. Exceptions: if it is the top-level code, it is "repl", classes field and init have their labels as well
Bytecode ID,Label,Inclusive Compilation Time(μs),Inclusive Compilation Time(μs)_std
0,lambda-43,3.34,1.4792441533790568
1,lambda-44,4.98,1.9218401046276201
2,lambda-64,27.3,11.430803353488436
3,+,2.1,1.035098339013531
4,repl,26.3,12.49040448030538
5,-,4.34,2.0062148337562635
6,repl,25.78,12.626971456499986
7,*,1.7,0.8144110179279559
8,repl,21.54,9.77545865096542
9,/,1.8,0.7824607964359516
10,repl,22.42,10.160126144163078
11,%,1.72,0.7835033829029765
12,repl,23.86,11.237709840042125
13,=,1.7,0.8390957231764808
14,repl,21.34,9.767940062327598
15,!=,5.04,2.2311340577548155
16,repl,46.74,21.08854994482812
17,<,4.42,2.0312859102006273
18,repl,26.3,11.618510916566176
19,<=,1.72,0.8091315576289313
20,repl,23.52,10.51576076609752
21,>,1.68,0.8191583535332259
22,repl,21.38,9.932198720755212
23,>=,4.24,1.964584392876695
24,repl,23.64,11.068912156419465
25,&,1.72,0.7295511619887831
26,repl,21.86,9.6489610310951
27,|,4.94,2.62958055163766
28,repl,24.18,11.096405007101744
29,^,1.7,0.8144110179279557
30,repl,21.02,9.611833692837987
31,not,1.86,1.0303555954432548
32,repl,25.32,11.448981774527786
33,print,1.94,0.8429781995389676
34,repl,41.56,18.900556087273287
35,println,2.78,1.2823766201543005
36,repl,58.72,26.628234210004564
37,Richards.benchmark,2.58,1.1621584422521565
38,Richards.verify_result,1.48,0.7623808036643618
39,repl,53.62,23.04289699757425
40,_RBObject.append,8.72,3.631157683501087
41,repl,360.66,155.58757754304898
42,_Scheduler.init,6.0,2.5152595516655727
43,fn,10.92,4.741652170512135
44,_Scheduler.create_device,398.32,164.56912696803252
45,fn,24.1,9.207915849187279
46,_Scheduler.create_handler,1704.64,632.2283157731123
47,fn,12.96,4.430690737138314
48,_Scheduler.create_idler,567.06,195.41138291161184
49,_Scheduler.create_packet,5.84,1.9934586905728466
50,_Scheduler.create_task,5.92,1.9778363771287748
51,fn,16.88,5.5056186514045695
52,_Scheduler.create_worker,1095.92,317.48911856654746
53,_Scheduler.start,24.44,5.966436737864465
54,_Scheduler.find_task,5.18,0.84972984902646
55,_Scheduler._hold_self,4.84,0.841766849294642
56,_Scheduler.queue_packet,7.9,2.3668630751115556
57,_Scheduler.release,6.76,1.286666314194023
58,_Scheduler._trace,5.78,1.5945058731757111
59,_Scheduler.mark_waiting,1.76,0.4314191105869
60,_Scheduler.schedule,8.06,1.1501552690211627
61,repl,8243.9,1833.449934758325
62,_DeviceTaskDataRecord.init,1.38,0.49031435147801483
63,repl,13.52,1.7052140927287747
64,_HandlerTaskDataRecord.init,1.94,0.3730732816343027
65,_HandlerTaskDataRecord.device_in_add,1.88,0.4797958749641904
66,_HandlerTaskDataRecord.work_in_add,1.7,0.5439837932759934
67,repl,101.34,13.181016033427367
68,_IdleTaskDataRecord.init,3.6,0.5714285714285715
69,repl,20.32,2.881609527570964
70,_Packet.init,5.5,1.0546302185881
71,_Packet.init-values,2.42,0.49856938190329
72,repl,115.48,15.34001037702866
73,_TaskState.init,4.04,0.7814168189244198
74,_TaskState.is_packet_pending,1.08,0.3404678653660853
75,_TaskState.is_task_waiting,1.02,0.3187987657774486
76,_TaskState.is_task_holding,1.04,0.3475864303027553
77,_TaskState.set_task_holding,1.28,0.45355736761107274
78,_TaskState.set_task_waiting,1.22,0.41845195759648035
79,_TaskState.packet_pending,2.86,1.678313050023014
80,_TaskState.running,2.16,0.4218520874352401
81,_TaskState.waiting,2.2,0.45175395145262565
82,_TaskState.waiting_with_packet,4.28,0.7295511619887831
83,_TaskState.is_task_holding_or_waiting,1.98,0.4280949732506199
84,_TaskState.is_waiting_with_packet,3.88,0.6590035768383311
85,repl,353.62,46.12179528162363
86,_TaskState_with_running,3.6,0.6388765649999399
87,_TaskState_with_waiting,1.6,0.49487165930539334
88,_TaskState_with_waiting_with_packet,3.58,0.8103916916390191
89,repl,75.14,10.14589491732836
90,_TaskControlBlock.init,5.88,0.8953394066281373
91,_TaskControlBlock.init-values,7.72,1.1959114020832196
92,_TaskControlBlock.add_input_and_check_priority,7.06,1.2682946931101733
93,_TaskControlBlock.run_task,7.18,1.6744173522117343
94,repl,803.16,107.41971088079823
95,_WorkerTaskDataRecord.init,3.78,1.233710183279092
96,repl,23.9,3.5355339059327378
97,empty_vec,5.74,0.8762163557254657
98,repl,88.98,12.33294906553421
99,repl,1.52,0.5046720495044484
