Line Number,Bytecode ID,Instruction Index,Function identifier,Function label,Instruction,Hits,Misses,Classes seen
171,51,28,115,fn,LOAD_FIELD,2326,1,1
173,51,76,115,fn,LOAD_FIELD,2326,1,1
173,51,108,115,fn,STORE_FIELD,2326,1,1
175,51,124,115,fn,LOAD_FIELD,2326,1,1
175,51,136,115,fn,STORE_FIELD,2326,1,1
176,51,160,115,fn,STORE_FIELD,2326,1,1
180,51,240,115,fn,STORE_FIELD,9307,1,1
180,51,216,115,fn,LOAD_FIELD,9307,1,1
180,51,220,115,fn,LOAD_FIELD,356,8952,1
181,51,292,115,fn,STORE_FIELD,356,1,1
181,51,260,115,fn,LOAD_FIELD,9307,1,1
183,51,352,115,fn,LOAD_FIELD,9307,1,1
183,51,312,115,fn,LOAD_FIELD,9307,1,1
183,51,316,115,fn,LOAD_FIELD,9306,2,1
185,51,380,115,fn,LOAD_FIELD,2326,6982,1
188,51,416,115,fn,LOAD_FIELD,2326,1,1
191,52,44,116,_Scheduler.create_worker,LOAD_FIELD,0,1,1
195,53,4,117,_Scheduler.start,LOAD_FIELD,0,1,1
196,53,48,117,_Scheduler.start,LOAD_FIELD,0,1,1
197,53,88,117,_Scheduler.start,LOAD_FIELD,0,1,1
199,53,128,117,_Scheduler.start,LOAD_FIELD,0,1,1
200,53,172,117,_Scheduler.start,LOAD_FIELD,0,1,1
201,53,212,117,_Scheduler.start,LOAD_FIELD,0,1,1
202,53,252,117,_Scheduler.start,LOAD_FIELD,0,1,1
204,53,292,117,_Scheduler.start,LOAD_FIELD,0,1,1
206,53,336,117,_Scheduler.start,LOAD_FIELD,0,1,1
207,53,376,117,_Scheduler.start,LOAD_FIELD,0,1,1
208,53,416,117,_Scheduler.start,LOAD_FIELD,0,1,1
210,53,456,117,_Scheduler.start,LOAD_FIELD,0,1,1
211,53,500,117,_Scheduler.start,LOAD_FIELD,0,1,1
212,53,544,117,_Scheduler.start,LOAD_FIELD,0,1,1
214,53,588,117,_Scheduler.start,LOAD_FIELD,0,1,1
215,53,644,117,_Scheduler.start,LOAD_FIELD,0,1,1
215,53,616,117,_Scheduler.start,LOAD_FIELD,0,1,1
219,54,8,118,_Scheduler.find_task,LOAD_FIELD,33244,1,1
219,54,4,118,_Scheduler.find_task,LOAD_FIELD,33244,1,1
224,55,12,119,_Scheduler._hold_self,LOAD_FIELD,0,9297,1
224,55,8,119,_Scheduler._hold_self,LOAD_FIELD,9296,1,1
224,55,32,119,_Scheduler._hold_self,STORE_FIELD,9296,1,1
225,55,48,119,_Scheduler._hold_self,LOAD_FIELD,9294,3,1
225,55,44,119,_Scheduler._hold_self,LOAD_FIELD,9296,1,1
226,55,72,119,_Scheduler._hold_self,LOAD_FIELD,9296,1,1
226,55,76,119,_Scheduler._hold_self,LOAD_FIELD,9296,1,1
230,56,4,120,_Scheduler.queue_packet,LOAD_FIELD,23245,1,1
230,56,16,120,_Scheduler.queue_packet,LOAD_FIELD,23245,1,1
234,56,92,120,_Scheduler.queue_packet,LOAD_FIELD,0,23246,1
234,56,112,120,_Scheduler.queue_packet,STORE_FIELD,23245,1,1
234,56,88,120,_Scheduler.queue_packet,LOAD_FIELD,23245,1,1
236,56,136,120,_Scheduler.queue_packet,STORE_FIELD,23245,1,1
237,56,152,120,_Scheduler.queue_packet,LOAD_FIELD,23245,1,1
237,56,164,120,_Scheduler.queue_packet,STORE_FIELD,23245,1,1
238,56,176,120,_Scheduler.queue_packet,LOAD_FIELD,23241,5,1
238,56,192,120,_Scheduler.queue_packet,LOAD_FIELD,23245,1,1
242,57,4,121,_Scheduler.release,LOAD_FIELD,9998,1,1
246,57,80,121,_Scheduler.release,LOAD_FIELD,9998,1,1
248,57,112,121,_Scheduler.release,LOAD_FIELD,9998,1,1
248,57,124,121,_Scheduler.release,LOAD_FIELD,9998,1,1
248,57,120,121,_Scheduler.release,LOAD_FIELD,9998,1,1
260,59,8,123,_Scheduler.mark_waiting,LOAD_FIELD,23243,5,1
260,59,4,123,_Scheduler.mark_waiting,LOAD_FIELD,23247,1,1
261,59,32,123,_Scheduler.mark_waiting,LOAD_FIELD,23247,1,1
265,60,8,124,_Scheduler.schedule,LOAD_FIELD,0,1,1
265,60,20,124,_Scheduler.schedule,STORE_FIELD,0,1,1
266,60,44,124,_Scheduler.schedule,LOAD_FIELD,106604,1,1
267,60,60,124,_Scheduler.schedule,LOAD_FIELD,106603,1,1
267,60,64,124,_Scheduler.schedule,LOAD_FIELD,106598,6,1
268,60,92,124,_Scheduler.schedule,LOAD_FIELD,40813,1,1
268,60,88,124,_Scheduler.schedule,LOAD_FIELD,40813,1,1
268,60,104,124,_Scheduler.schedule,STORE_FIELD,40813,1,1
271,60,120,124,_Scheduler.schedule,LOAD_FIELD,65789,1,1
271,60,124,124,_Scheduler.schedule,LOAD_FIELD,65789,1,1
271,60,136,124,_Scheduler.schedule,STORE_FIELD,65789,1,1
273,60,220,124,_Scheduler.schedule,STORE_FIELD,65789,1,1
273,60,200,124,_Scheduler.schedule,LOAD_FIELD,65784,6,1
273,60,196,124,_Scheduler.schedule,LOAD_FIELD,65789,1,1
281,62,16,126,_DeviceTaskDataRecord.init,STORE_FIELD,1,1,1
286,64,16,129,_HandlerTaskDataRecord.init,STORE_FIELD,1,1,1
287,64,40,129,_HandlerTaskDataRecord.init,STORE_FIELD,1,1,1
290,65,24,127,_HandlerTaskDataRecord.device_in_add,LOAD_FIELD,9299,1,1
290,65,8,127,_HandlerTaskDataRecord.device_in_add,LOAD_FIELD,9298,2,1
290,65,40,127,_HandlerTaskDataRecord.device_in_add,STORE_FIELD,9299,1,1
294,66,40,128,_HandlerTaskDataRecord.work_in_add,STORE_FIELD,2326,1,1
294,66,24,128,_HandlerTaskDataRecord.work_in_add,LOAD_FIELD,2326,1,1
294,66,8,128,_HandlerTaskDataRecord.work_in_add,LOAD_FIELD,2326,1,1
300,68,16,130,_IdleTaskDataRecord.init,STORE_FIELD,0,1,1
301,68,40,130,_IdleTaskDataRecord.init,STORE_FIELD,0,1,1
306,70,16,132,_Packet.init,STORE_FIELD,7,1,1
307,70,40,132,_Packet.init,STORE_FIELD,7,1,1
308,70,64,132,_Packet.init,STORE_FIELD,7,1,1
309,70,88,132,_Packet.init,STORE_FIELD,7,1,1
310,70,128,132,_Packet.init,STORE_FIELD,7,1,1
313,71,16,131,_Packet.init-values,STORE_FIELD,7,1,1
314,71,40,131,_Packet.init-values,STORE_FIELD,7,1,1
315,71,64,131,_Packet.init-values,STORE_FIELD,7,1,1
321,73,16,144,_TaskState.init,STORE_FIELD,10,2,2
322,73,40,144,_TaskState.init,STORE_FIELD,10,2,2
323,73,64,144,_TaskState.init,STORE_FIELD,10,2,2
325,74,4,133,_TaskState.is_packet_pending,LOAD_FIELD,5,1,1
326,75,4,134,_TaskState.is_task_waiting,LOAD_FIELD,5,1,1
327,76,4,135,_TaskState.is_task_holding,LOAD_FIELD,5,1,1
330,77,16,136,_TaskState.set_task_holding,STORE_FIELD,19295,1,1
334,78,16,137,_TaskState.set_task_waiting,STORE_FIELD,23247,1,1
338,79,16,138,_TaskState.packet_pending,STORE_FIELD,8489,1,1
339,79,40,138,_TaskState.packet_pending,STORE_FIELD,8489,1,1
340,79,64,138,_TaskState.packet_pending,STORE_FIELD,8489,1,1
345,80,16,139,_TaskState.running,STORE_FIELD,14759,2,2
346,80,40,139,_TaskState.running,STORE_FIELD,14759,2,2
347,80,64,139,_TaskState.running,STORE_FIELD,14759,2,2
352,81,16,140,_TaskState.waiting,STORE_FIELD,1,1,1
353,81,40,140,_TaskState.waiting,STORE_FIELD,1,1,1
354,81,64,140,_TaskState.waiting,STORE_FIELD,1,1,1
359,82,16,141,_TaskState.waiting_with_packet,STORE_FIELD,2,1,1
360,82,40,141,_TaskState.waiting_with_packet,STORE_FIELD,2,1,1
361,82,64,141,_TaskState.waiting_with_packet,STORE_FIELD,2,1,1
366,83,16,142,_TaskState.is_task_holding_or_waiting,LOAD_FIELD,101042,1,1
366,83,4,142,_TaskState.is_task_holding_or_waiting,LOAD_FIELD,106603,1,1
366,83,40,142,_TaskState.is_task_holding_or_waiting,LOAD_FIELD,59879,1,1
366,83,20,142,_TaskState.is_task_holding_or_waiting,LOAD_FIELD,101041,2,1
370,84,32,143,_TaskState.is_waiting_with_packet,LOAD_FIELD,23249,1,1
370,84,4,143,_TaskState.is_waiting_with_packet,LOAD_FIELD,65789,1,1
370,84,16,143,_TaskState.is_waiting_with_packet,LOAD_FIELD,41162,1,1
370,84,28,143,_TaskState.is_waiting_with_packet,LOAD_FIELD,23249,1,1
377,86,24,145,_TaskState_with_running,LOAD_FIELD,0,1,1
382,87,24,146,_TaskState_with_waiting,LOAD_FIELD,0,2,1
387,88,24,147,_TaskState_with_waiting_with_packet,LOAD_FIELD,0,3,1
393,90,16,151,_TaskControlBlock.init,STORE_FIELD,5,1,1
394,90,40,151,_TaskControlBlock.init,STORE_FIELD,5,1,1
395,90,64,151,_TaskControlBlock.init,STORE_FIELD,5,1,1
396,90,88,151,_TaskControlBlock.init,STORE_FIELD,5,1,1
397,90,112,151,_TaskControlBlock.init,STORE_FIELD,5,1,1
398,90,136,151,_TaskControlBlock.init,STORE_FIELD,5,1,1
400,90,160,151,_TaskControlBlock.init,STORE_FIELD,5,1,1
401,90,184,151,_TaskControlBlock.init,STORE_FIELD,5,1,1
402,90,208,151,_TaskControlBlock.init,STORE_FIELD,5,1,1
405,91,16,148,_TaskControlBlock.init-values,STORE_FIELD,5,1,1
406,91,40,148,_TaskControlBlock.init-values,STORE_FIELD,5,1,1
407,91,64,148,_TaskControlBlock.init-values,STORE_FIELD,5,1,1
408,91,88,148,_TaskControlBlock.init-values,STORE_FIELD,5,1,1
409,91,112,148,_TaskControlBlock.init-values,STORE_FIELD,5,1,1
410,91,136,148,_TaskControlBlock.init-values,STORE_FIELD,5,1,1
412,91,172,148,_TaskControlBlock.init-values,STORE_FIELD,5,1,1
412,91,152,148,_TaskControlBlock.init-values,LOAD_FIELD,0,6,1
413,91,188,148,_TaskControlBlock.init-values,LOAD_FIELD,0,6,1
413,91,208,148,_TaskControlBlock.init-values,STORE_FIELD,5,1,1
414,91,244,148,_TaskControlBlock.init-values,STORE_FIELD,5,1,1
414,91,224,148,_TaskControlBlock.init-values,LOAD_FIELD,0,6,1
418,92,16,149,_TaskControlBlock.add_input_and_check_priority,LOAD_FIELD,23245,1,1
419,92,44,149,_TaskControlBlock.add_input_and_check_priority,STORE_FIELD,14758,1,1
420,92,68,149,_TaskControlBlock.add_input_and_check_priority,STORE_FIELD,14758,1,1
421,92,88,149,_TaskControlBlock.add_input_and_check_priority,LOAD_FIELD,14758,1,1
421,92,96,149,_TaskControlBlock.add_input_and_check_priority,LOAD_FIELD,14758,1,1
425,92,136,149,_TaskControlBlock.add_input_and_check_priority,LOAD_FIELD,8485,2,1
425,92,168,149,_TaskControlBlock.add_input_and_check_priority,STORE_FIELD,8486,1,1
425,92,152,149,_TaskControlBlock.add_input_and_check_priority,LOAD_FIELD,8486,1,1
431,93,4,150,_TaskControlBlock.run_task,LOAD_FIELD,65784,6,1
432,93,24,150,_TaskControlBlock.run_task,LOAD_FIELD,23249,1,1
433,93,48,150,_TaskControlBlock.run_task,LOAD_FIELD,23249,1,1
433,93,60,150,_TaskControlBlock.run_task,STORE_FIELD,23249,1,1
434,93,100,150,_TaskControlBlock.run_task,LOAD_FIELD,14755,5,1
434,93,84,150,_TaskControlBlock.run_task,LOAD_FIELD,23249,1,1
434,93,120,150,_TaskControlBlock.run_task,LOAD_FIELD,8485,5,1
438,93,156,150,_TaskControlBlock.run_task,LOAD_FIELD,65789,1,1
438,93,172,150,_TaskControlBlock.run_task,LOAD_FIELD,65789,1,1
444,95,16,152,_WorkerTaskDataRecord.init,STORE_FIELD,0,1,1
445,95,40,152,_WorkerTaskDataRecord.init,STORE_FIELD,0,1,1
452,97,60,153,empty_vec,LOAD_FIELD,29,9,1
453,97,84,153,empty_vec,LOAD_FIELD,8,30,1
460,99,24,0,repl,LOAD_FIELD,0,1,1
