Line Number,Bytecode ID,Instruction Index,Function identifier,Function label,Instruction,Hits,Misses,Classes seen
84,82,64,133,_Vector3D.dot,LOAD_FIELD,32241,1,1
84,82,96,133,_Vector3D.dot,LOAD_FIELD,32241,1,1
84,82,28,133,_Vector3D.dot,LOAD_FIELD,32241,1,1
88,83,4,134,_Vector3D.squared_magnitude,LOAD_FIELD,0,21528,1
89,49,4,111,Vector.for_each,LOAD_FIELD,799,1,1
90,49,36,111,Vector.for_each,LOAD_FIELD,51563,1,1
91,49,64,111,Vector.for_each,LOAD_FIELD,50221,543,1
91,49,60,111,Vector.for_each,LOAD_FIELD,50763,1,1
92,49,92,111,Vector.for_each,LOAD_FIELD,542,50222,1
92,84,4,135,_Vector3D.magnitude,LOAD_FIELD,0,50,1
93,84,32,135,_Vector3D.magnitude,LOAD_FIELD,0,50,1
98,85,68,136,_Vector3D.times,LOAD_FIELD,12914,1,1
98,85,44,136,_Vector3D.times,LOAD_FIELD,12914,1,1
98,85,92,136,_Vector3D.times,LOAD_FIELD,12914,1,1
98,85,24,136,_Vector3D.times,LOAD_FIELD,0,12915,1
105,88,24,0,repl,LOAD_FIELD,0,1,1
108,88,72,0,repl,LOAD_FIELD,0,1,1
115,87,28,137,_tree_minimum,LOAD_FIELD,61119,1,1
116,87,48,137,_tree_minimum,LOAD_FIELD,28471,1,1
131,95,16,138,_Node.init-values,STORE_FIELD,113103,1,1
132,95,40,138,_Node.init-values,STORE_FIELD,113103,1,1
137,96,28,139,_Node.successor,LOAD_FIELD,61119,1,1
138,96,56,139,_Node.successor,LOAD_FIELD,32247,1,1
140,96,84,139,_Node.successor,LOAD_FIELD,28871,1,1
141,96,140,139,_Node.successor,LOAD_FIELD,60719,1,1
143,96,172,139,_Node.successor,LOAD_FIELD,32247,1,1
154,100,16,140,_Entry.init-values,STORE_FIELD,61119,1,1
155,100,40,140,_Entry.init-values,STORE_FIELD,61119,1,1
162,60,20,119,Vector.size,LOAD_FIELD,116103,1,1
162,60,12,119,Vector.size,LOAD_FIELD,116103,1,1
165,105,16,141,_InsertResult.init-values,STORE_FIELD,209546,1,1
166,105,40,141,_InsertResult.init-values,STORE_FIELD,209546,1,1
167,105,64,141,_InsertResult.init-values,STORE_FIELD,209546,1,1
175,108,4,142,_RedBlackTree.put,LOAD_FIELD,189333,20214,1
176,108,48,142,_RedBlackTree.put,LOAD_FIELD,209546,1,1
177,108,64,142,_RedBlackTree.put,LOAD_FIELD,96442,1,1
179,108,88,142,_RedBlackTree.put,LOAD_FIELD,113103,1,1
181,108,120,142,_RedBlackTree.put,LOAD_FIELD,224771,1,1
181,108,148,142,_RedBlackTree.put,LOAD_FIELD,195152,1,1
181,108,144,142,_RedBlackTree.put,LOAD_FIELD,195152,1,1
182,108,184,142,_RedBlackTree.put,LOAD_FIELD,111667,1,1
182,108,176,142,_RedBlackTree.put,LOAD_FIELD,111667,1,1
182,108,188,142,_RedBlackTree.put,LOAD_FIELD,111667,1,1
182,108,192,142,_RedBlackTree.put,LOAD_FIELD,111667,1,1
183,108,208,142,_RedBlackTree.put,LOAD_FIELD,16814,1,1
183,108,212,142,_RedBlackTree.put,LOAD_FIELD,16814,1,1
183,108,216,142,_RedBlackTree.put,LOAD_FIELD,16814,1,1
184,108,268,142,_RedBlackTree.put,LOAD_FIELD,10305,1,1
185,108,304,142,_RedBlackTree.put,STORE_FIELD,9946,1,1
185,108,288,142,_RedBlackTree.put,LOAD_FIELD,9946,1,1
186,108,328,142,_RedBlackTree.put,STORE_FIELD,9946,1,1
187,108,360,142,_RedBlackTree.put,STORE_FIELD,9946,1,1
187,108,340,142,_RedBlackTree.put,LOAD_FIELD,9946,1,1
187,108,344,142,_RedBlackTree.put,LOAD_FIELD,9946,1,1
188,108,376,142,_RedBlackTree.put,LOAD_FIELD,9946,1,1
188,108,372,142,_RedBlackTree.put,LOAD_FIELD,9946,1,1
191,108,412,142,_RedBlackTree.put,LOAD_FIELD,6867,1,1
191,108,408,142,_RedBlackTree.put,LOAD_FIELD,6867,1,1
192,108,428,142,_RedBlackTree.put,LOAD_FIELD,4844,1,1
193,108,448,142,_RedBlackTree.put,LOAD_FIELD,2573,2272,1
196,108,496,142,_RedBlackTree.put,STORE_FIELD,6867,1,1
196,108,480,142,_RedBlackTree.put,LOAD_FIELD,6867,1,1
197,108,508,142,_RedBlackTree.put,LOAD_FIELD,6867,1,1
197,108,528,142,_RedBlackTree.put,STORE_FIELD,6867,1,1
197,108,512,142,_RedBlackTree.put,LOAD_FIELD,6867,1,1
198,108,540,142,_RedBlackTree.put,LOAD_FIELD,3354,3514,1
198,108,556,142,_RedBlackTree.put,LOAD_FIELD,6867,1,1
198,108,552,142,_RedBlackTree.put,LOAD_FIELD,6867,1,1
202,108,580,142,_RedBlackTree.put,LOAD_FIELD,94852,1,1
202,108,572,142,_RedBlackTree.put,LOAD_FIELD,94852,1,1
202,108,576,142,_RedBlackTree.put,LOAD_FIELD,94852,1,1
203,108,632,142,_RedBlackTree.put,LOAD_FIELD,69223,1,1
204,108,668,142,_RedBlackTree.put,STORE_FIELD,46918,1,1
204,108,652,142,_RedBlackTree.put,LOAD_FIELD,46918,1,1
205,108,692,142,_RedBlackTree.put,STORE_FIELD,46918,1,1
206,108,708,142,_RedBlackTree.put,LOAD_FIELD,46918,1,1
206,108,704,142,_RedBlackTree.put,LOAD_FIELD,46918,1,1
206,108,724,142,_RedBlackTree.put,STORE_FIELD,46918,1,1
207,108,740,142,_RedBlackTree.put,LOAD_FIELD,46918,1,1
207,108,736,142,_RedBlackTree.put,LOAD_FIELD,46918,1,1
210,108,772,142,_RedBlackTree.put,LOAD_FIELD,47933,1,1
210,108,776,142,_RedBlackTree.put,LOAD_FIELD,47933,1,1
211,108,792,142,_RedBlackTree.put,LOAD_FIELD,5720,1,1
212,108,812,142,_RedBlackTree.put,LOAD_FIELD,3591,2130,1
215,108,860,142,_RedBlackTree.put,STORE_FIELD,47933,1,1
215,108,844,142,_RedBlackTree.put,LOAD_FIELD,47933,1,1
216,108,876,142,_RedBlackTree.put,LOAD_FIELD,47933,1,1
216,108,892,142,_RedBlackTree.put,STORE_FIELD,47933,1,1
216,108,872,142,_RedBlackTree.put,LOAD_FIELD,47933,1,1
217,108,904,142,_RedBlackTree.put,LOAD_FIELD,43618,4316,1
217,108,916,142,_RedBlackTree.put,LOAD_FIELD,47933,1,1
217,108,920,142,_RedBlackTree.put,LOAD_FIELD,47933,1,1
222,108,960,142,_RedBlackTree.put,STORE_FIELD,113103,1,1
222,108,944,142,_RedBlackTree.put,LOAD_FIELD,113103,1,1
286,110,4,144,_RedBlackTree.get,LOAD_FIELD,71484,400,1
287,110,68,144,_RedBlackTree.get,LOAD_FIELD,30763,1,1
291,111,12,145,_RedBlackTree.for_each,LOAD_FIELD,399,1,1
294,111,60,145,_RedBlackTree.for_each,LOAD_FIELD,399,1,1
297,111,140,145,_RedBlackTree.for_each,LOAD_FIELD,61119,1,1
297,111,128,145,_RedBlackTree.for_each,LOAD_FIELD,0,61120,1
297,111,148,145,_RedBlackTree.for_each,LOAD_FIELD,61119,1,1
299,111,184,145,_RedBlackTree.for_each,LOAD_FIELD,19900,41220,1
304,112,4,146,_RedBlackTree._find_node,LOAD_FIELD,71883,1,1
307,112,48,146,_RedBlackTree._find_node,LOAD_FIELD,566715,19615,2
307,112,60,146,_RedBlackTree._find_node,LOAD_FIELD,586329,1,1
312,112,144,146,_RedBlackTree._find_node,LOAD_FIELD,79905,1,1
314,112,164,146,_RedBlackTree._find_node,LOAD_FIELD,475659,1,1
323,113,20,147,_RedBlackTree._tree_insert,LOAD_FIELD,209546,1,1
327,113,92,147,_RedBlackTree._tree_insert,LOAD_FIELD,839282,1,1
327,113,80,147,_RedBlackTree._tree_insert,LOAD_FIELD,730570,108713,2
328,113,140,147,_RedBlackTree._tree_insert,LOAD_FIELD,126779,1,1
330,113,184,147,_RedBlackTree._tree_insert,LOAD_FIELD,616059,1,1
332,113,204,147,_RedBlackTree._tree_insert,LOAD_FIELD,96442,1,1
333,113,236,147,_RedBlackTree._tree_insert,STORE_FIELD,96442,1,1
335,113,268,147,_RedBlackTree._tree_insert,LOAD_FIELD,0,96443,1
342,113,340,147,_RedBlackTree._tree_insert,LOAD_FIELD,0,113104,1
343,113,380,147,_RedBlackTree._tree_insert,STORE_FIELD,113103,1,1
344,113,428,147,_RedBlackTree._tree_insert,STORE_FIELD,20213,1,1
346,113,448,147,_RedBlackTree._tree_insert,LOAD_FIELD,92888,2,2
346,113,460,147,_RedBlackTree._tree_insert,LOAD_FIELD,92889,1,1
347,113,496,147,_RedBlackTree._tree_insert,STORE_FIELD,26608,1,1
349,113,520,147,_RedBlackTree._tree_insert,STORE_FIELD,66280,1,1
353,113,552,147,_RedBlackTree._tree_insert,LOAD_FIELD,0,113104,1
358,114,4,148,_RedBlackTree._left_rotate,LOAD_FIELD,52778,1,1
360,114,28,148,_RedBlackTree._left_rotate,LOAD_FIELD,52778,1,1
360,114,40,148,_RedBlackTree._left_rotate,STORE_FIELD,52778,1,1
361,114,60,148,_RedBlackTree._left_rotate,LOAD_FIELD,52778,1,1
362,114,96,148,_RedBlackTree._left_rotate,STORE_FIELD,22663,1,1
362,114,80,148,_RedBlackTree._left_rotate,LOAD_FIELD,22663,1,1
365,114,132,148,_RedBlackTree._left_rotate,STORE_FIELD,52778,1,1
365,114,120,148,_RedBlackTree._left_rotate,LOAD_FIELD,52778,1,1
366,114,152,148,_RedBlackTree._left_rotate,LOAD_FIELD,52778,1,1
367,114,184,148,_RedBlackTree._left_rotate,STORE_FIELD,5568,1,1
369,114,212,148,_RedBlackTree._left_rotate,LOAD_FIELD,47209,1,1
369,114,208,148,_RedBlackTree._left_rotate,LOAD_FIELD,47209,1,1
370,114,244,148,_RedBlackTree._left_rotate,STORE_FIELD,5336,1,1
370,114,228,148,_RedBlackTree._left_rotate,LOAD_FIELD,5336,1,1
372,114,272,148,_RedBlackTree._left_rotate,STORE_FIELD,41872,1,1
372,114,256,148,_RedBlackTree._left_rotate,LOAD_FIELD,41872,1,1
376,114,296,148,_RedBlackTree._left_rotate,STORE_FIELD,52778,1,1
377,114,320,148,_RedBlackTree._left_rotate,STORE_FIELD,52778,1,1
382,115,4,149,_RedBlackTree._right_rotate,LOAD_FIELD,12588,1,1
384,115,40,149,_RedBlackTree._right_rotate,STORE_FIELD,12588,1,1
384,115,28,149,_RedBlackTree._right_rotate,LOAD_FIELD,12588,1,1
385,115,60,149,_RedBlackTree._right_rotate,LOAD_FIELD,12588,1,1
386,115,96,149,_RedBlackTree._right_rotate,STORE_FIELD,432,1,1
386,115,80,149,_RedBlackTree._right_rotate,LOAD_FIELD,432,1,1
389,115,120,149,_RedBlackTree._right_rotate,LOAD_FIELD,12588,1,1
389,115,132,149,_RedBlackTree._right_rotate,STORE_FIELD,12588,1,1
390,115,152,149,_RedBlackTree._right_rotate,LOAD_FIELD,12588,1,1
391,115,184,149,_RedBlackTree._right_rotate,STORE_FIELD,3511,1,1
393,115,208,149,_RedBlackTree._right_rotate,LOAD_FIELD,9076,1,1
393,115,212,149,_RedBlackTree._right_rotate,LOAD_FIELD,9076,1,1
394,115,228,149,_RedBlackTree._right_rotate,LOAD_FIELD,461,1,1
394,115,244,149,_RedBlackTree._right_rotate,STORE_FIELD,461,1,1
396,115,272,149,_RedBlackTree._right_rotate,STORE_FIELD,8614,1,1
396,115,256,149,_RedBlackTree._right_rotate,LOAD_FIELD,8614,1,1
400,115,296,149,_RedBlackTree._right_rotate,STORE_FIELD,12588,1,1
401,115,320,149,_RedBlackTree._right_rotate,STORE_FIELD,12588,1,1
494,119,16,151,_CallSign.init-values,STORE_FIELD,99,1,1
497,120,20,152,_CallSign.compare_to,LOAD_FIELD,429887,1,1
497,120,12,152,_CallSign.compare_to,LOAD_FIELD,429887,1,1
500,120,72,152,_CallSign.compare_to,LOAD_FIELD,389987,1,1
500,120,64,152,_CallSign.compare_to,LOAD_FIELD,389987,1,1
512,125,16,153,_Collision.init-values,STORE_FIELD,4304,1,1
513,125,40,153,_Collision.init-values,STORE_FIELD,4304,1,1
514,125,64,153,_Collision.init-values,STORE_FIELD,4304,1,1
526,128,8,154,each,LOAD_FIELD,19999,1,1
526,128,4,154,each,LOAD_FIELD,19999,1,1
526,128,28,154,each,LOAD_FIELD,19999,1,1
526,128,20,154,each,LOAD_FIELD,19999,1,1
527,128,52,154,each,LOAD_FIELD,19999,1,1
528,128,72,154,each,LOAD_FIELD,19800,200,1
528,128,84,154,each,LOAD_FIELD,19999,1,1
535,128,172,154,each,LOAD_FIELD,0,20000,1
535,128,184,154,each,LOAD_FIELD,19999,1,1
536,128,208,154,each,LOAD_FIELD,19800,200,1
539,131,72,157,_CollisionDetector.handle_new_frame,LOAD_FIELD,0,200,1
543,129,24,155,for_removal,LOAD_FIELD,19999,1,1
543,129,12,155,for_removal,LOAD_FIELD,19800,200,1
548,131,144,157,_CollisionDetector.handle_new_frame,LOAD_FIELD,199,1,1
548,131,140,157,_CollisionDetector.handle_new_frame,LOAD_FIELD,199,1,1
549,131,168,157,_CollisionDetector.handle_new_frame,LOAD_FIELD,0,200,1
549,131,180,157,_CollisionDetector.handle_new_frame,LOAD_FIELD,199,1,1
549,131,184,157,_CollisionDetector.handle_new_frame,LOAD_FIELD,199,1,1
556,130,32,156,find_collisions,LOAD_FIELD,32291,1,1
557,130,56,156,find_collisions,LOAD_FIELD,10764,10764,1
558,130,88,156,find_collisions,LOAD_FIELD,10763,10765,1
559,130,128,156,find_collisions,LOAD_FIELD,32291,1,1
560,130,152,156,find_collisions,LOAD_FIELD,10763,1,1
561,130,184,156,find_collisions,LOAD_FIELD,3698,7066,1
564,130,260,156,find_collisions,LOAD_FIELD,0,4305,1
564,130,280,156,find_collisions,LOAD_FIELD,4304,1,1
564,130,272,156,find_collisions,LOAD_FIELD,4304,1,1
565,130,300,156,find_collisions,LOAD_FIELD,4249,56,1
568,130,332,156,find_collisions,LOAD_FIELD,0,10764,1
571,130,368,156,find_collisions,LOAD_FIELD,21527,1,1
575,131,268,157,_CollisionDetector.handle_new_frame,LOAD_FIELD,0,200,1
584,135,68,158,_is_in_voxel,LOAD_FIELD,421637,1,1
584,135,12,158,_is_in_voxel,LOAD_FIELD,435071,1,1
584,135,40,158,_is_in_voxel,LOAD_FIELD,435071,1,1
584,135,96,158,_is_in_voxel,LOAD_FIELD,421637,1,1
587,135,136,158,_is_in_voxel,LOAD_FIELD,420540,1,1
588,135,156,158,_is_in_voxel,LOAD_FIELD,420540,1,1
593,135,224,158,_is_in_voxel,LOAD_FIELD,420540,1,1
594,135,244,158,_is_in_voxel,LOAD_FIELD,420540,1,1
595,135,280,158,_is_in_voxel,LOAD_FIELD,420540,1,1
595,135,272,158,_is_in_voxel,LOAD_FIELD,420540,1,1
597,135,304,158,_is_in_voxel,LOAD_FIELD,420540,1,1
598,135,324,158,_is_in_voxel,LOAD_FIELD,420540,1,1
599,135,352,158,_is_in_voxel,LOAD_FIELD,420540,1,1
599,135,360,158,_is_in_voxel,LOAD_FIELD,420540,1,1
656,137,4,159,_put_into_map,LOAD_FIELD,51684,200,1
659,137,80,159,_put_into_map,LOAD_FIELD,40920,200,1
661,137,116,159,_put_into_map,LOAD_FIELD,10764,41120,1
668,139,60,160,_recurse,LOAD_FIELD,108614,19813,1
672,139,136,160,_recurse,LOAD_FIELD,0,51884,1
673,139,168,160,_recurse,LOAD_FIELD,0,51884,1
677,139,280,160,_recurse,LOAD_FIELD,51883,1,1
678,139,328,160,_recurse,LOAD_FIELD,51883,1,1
679,139,376,160,_recurse,LOAD_FIELD,9283,42601,1
680,139,424,160,_recurse,LOAD_FIELD,9283,42601,1
681,139,472,160,_recurse,LOAD_FIELD,9259,42625,1
682,139,520,160,_recurse,LOAD_FIELD,9259,42625,1
689,143,44,163,_reduce_collision_set,LOAD_FIELD,0,200,1
693,142,44,162,each,LOAD_FIELD,10621,143,1
693,142,12,162,each,LOAD_FIELD,41119,1,1
693,142,56,162,each,LOAD_FIELD,10763,1,1
693,142,16,162,each,LOAD_FIELD,0,41120,1
696,143,108,163,_reduce_collision_set,LOAD_FIELD,0,200,1
701,145,12,164,_voxel_hash,LOAD_FIELD,19999,1,1
702,145,48,164,_voxel_hash,LOAD_FIELD,19999,1,1
704,145,76,164,_voxel_hash,LOAD_FIELD,0,20000,1
705,145,104,164,_voxel_hash,LOAD_FIELD,0,20000,1
710,145,204,164,_voxel_hash,LOAD_FIELD,19999,1,1
712,145,272,164,_voxel_hash,LOAD_FIELD,19999,1,1
715,145,352,164,_voxel_hash,LOAD_FIELD,0,20000,1
721,147,48,165,_draw_motion_on_voxel_map,LOAD_FIELD,19999,1,1
730,152,16,166,_Motion.init-values,STORE_FIELD,19999,1,1
731,152,40,166,_Motion.init-values,STORE_FIELD,19999,1,1
732,152,64,166,_Motion.init-values,STORE_FIELD,19999,1,1
735,153,8,167,_Motion.delta,LOAD_FIELD,7396,14132,1
735,153,20,167,_Motion.delta,LOAD_FIELD,21527,1,1
735,153,4,167,_Motion.delta,LOAD_FIELD,21527,1,1
738,154,4,168,_Motion.find_intersection,LOAD_FIELD,10763,1,1
739,154,24,168,_Motion.find_intersection,LOAD_FIELD,10763,1,1
740,154,44,168,_Motion.find_intersection,LOAD_FIELD,3698,7066,1
741,154,72,168,_Motion.find_intersection,LOAD_FIELD,3698,7066,1
744,154,116,168,_Motion.find_intersection,LOAD_FIELD,0,10764,1
745,154,148,168,_Motion.find_intersection,LOAD_FIELD,0,10764,1
748,154,200,168,_Motion.find_intersection,LOAD_FIELD,10416,298,1
749,154,256,168,_Motion.find_intersection,LOAD_FIELD,0,10714,1
749,154,244,168,_Motion.find_intersection,LOAD_FIELD,0,10714,1
751,154,296,168,_Motion.find_intersection,LOAD_FIELD,10416,298,1
752,154,372,168,_Motion.find_intersection,LOAD_FIELD,0,10714,1
758,154,560,168,_Motion.find_intersection,LOAD_FIELD,0,10714,1
759,154,636,168,_Motion.find_intersection,LOAD_FIELD,10713,1,1
768,154,920,168,_Motion.find_intersection,LOAD_FIELD,1529,2776,1
768,154,932,168,_Motion.find_intersection,LOAD_FIELD,0,4305,1
769,154,980,168,_Motion.find_intersection,LOAD_FIELD,0,4305,1
769,154,968,168,_Motion.find_intersection,LOAD_FIELD,1529,2776,1
771,154,1016,168,_Motion.find_intersection,LOAD_FIELD,0,4305,1
772,154,1048,168,_Motion.find_intersection,LOAD_FIELD,0,4305,1
774,154,1088,168,_Motion.find_intersection,LOAD_FIELD,4304,1,1
775,154,1116,168,_Motion.find_intersection,LOAD_FIELD,4304,1,1
776,154,1144,168,_Motion.find_intersection,LOAD_FIELD,4304,1,1
777,154,1172,168,_Motion.find_intersection,LOAD_FIELD,4304,1,1
778,154,1200,168,_Motion.find_intersection,LOAD_FIELD,4304,1,1
779,154,1228,168,_Motion.find_intersection,LOAD_FIELD,4304,1,1
787,154,1296,168,_Motion.find_intersection,LOAD_FIELD,49,1,1
788,154,1328,168,_Motion.find_intersection,LOAD_FIELD,0,50,1
801,158,16,169,_Aircraft.init-values,STORE_FIELD,19999,1,1
802,158,40,169,_Aircraft.init-values,STORE_FIELD,19999,1,1
813,161,64,170,_Simulator.init-values,LOAD_FIELD,0,100,1
814,161,92,170,_Simulator.init-values,LOAD_FIELD,99,1,1
814,161,88,170,_Simulator.init-values,LOAD_FIELD,99,1,1
816,161,116,170,_Simulator.init-values,LOAD_FIELD,0,100,1
823,162,56,171,_Simulator.simulate,LOAD_FIELD,10199,1,1
823,162,52,171,_Simulator.simulate,LOAD_FIELD,10199,1,1
825,162,80,171,_Simulator.simulate,LOAD_FIELD,199,9801,1
828,162,132,171,_Simulator.simulate,LOAD_FIELD,0,10000,1
828,162,164,171,_Simulator.simulate,LOAD_FIELD,9800,200,1
830,162,256,171,_Simulator.simulate,LOAD_FIELD,9999,1,1
830,162,244,171,_Simulator.simulate,LOAD_FIELD,0,10000,1
830,162,260,171,_Simulator.simulate,LOAD_FIELD,9999,1,1
831,162,292,171,_Simulator.simulate,LOAD_FIELD,9800,200,1
834,162,368,171,_Simulator.simulate,LOAD_FIELD,9800,200,1
834,162,336,171,_Simulator.simulate,LOAD_FIELD,0,10000,1
836,162,464,171,_Simulator.simulate,LOAD_FIELD,9999,1,1
836,162,476,171,_Simulator.simulate,LOAD_FIELD,199,9801,1
836,162,448,171,_Simulator.simulate,LOAD_FIELD,0,10000,1
836,162,460,171,_Simulator.simulate,LOAD_FIELD,9999,1,1
837,162,508,171,_Simulator.simulate,LOAD_FIELD,9999,1,1
850,164,40,172,CD._benchmark,LOAD_FIELD,0,1,1
858,164,184,172,CD._benchmark,LOAD_FIELD,199,1,1
858,164,172,172,CD._benchmark,LOAD_FIELD,199,1,1
859,164,232,172,CD._benchmark,LOAD_FIELD,0,200,1
861,164,264,172,CD._benchmark,LOAD_FIELD,0,200,1
867,165,16,173,CD.inner_benchmark_loop,LOAD_FIELD,0,1,1
867,165,4,173,CD.inner_benchmark_loop,LOAD_FIELD,0,1,1
893,171,4,0,repl,LOAD_FIELD,0,1,1
