Line Number,Bytecode ID,Instruction Index,Function identifier,Function label,Instruction,Hits,Misses,Classes seen
1,0,4,43,lambda-43,LOAD_FIELD,0,8191,1
1,15,12,93,!=,LOAD_FIELD,8191,14,2
1,23,4,97,>=,LOAD_FIELD,8077,15,1
1,5,4,88,-,LOAD_FIELD,4094,4096,1
1,1,4,44,lambda-44,LOAD_FIELD,4095,4109,1
1,13,4,92,=,LOAD_FIELD,0,8192,1
5,37,16,105,_TowersDisk.init,STORE_FIELD,13,1,1
6,37,40,105,_TowersDisk.init,STORE_FIELD,13,1,1
8,38,16,104,_TowersDisk.init-values,STORE_FIELD,13,1,1
14,40,16,113,Towers.init,STORE_FIELD,0,1,1
15,40,40,113,Towers.init,STORE_FIELD,0,1,1
18,41,4,106,Towers._push_disk,LOAD_FIELD,8204,1,1
18,41,8,106,Towers._push_disk,LOAD_FIELD,8204,1,1
19,41,72,106,Towers._push_disk,LOAD_FIELD,8076,1,1
19,41,80,106,Towers._push_disk,LOAD_FIELD,8076,1,1
22,41,120,106,Towers._push_disk,STORE_FIELD,8204,1,1
23,41,132,106,Towers._push_disk,LOAD_FIELD,8204,1,1
23,41,136,106,Towers._push_disk,LOAD_FIELD,8204,1,1
28,42,8,107,Towers._pop_disk_from,LOAD_FIELD,8190,1,1
28,42,4,107,Towers._pop_disk_from,LOAD_FIELD,8190,1,1
30,42,48,107,Towers._pop_disk_from,LOAD_FIELD,8190,1,1
30,42,52,107,Towers._pop_disk_from,LOAD_FIELD,8190,1,1
30,42,68,107,Towers._pop_disk_from,LOAD_FIELD,8190,1,1
31,42,96,107,Towers._pop_disk_from,STORE_FIELD,8190,1,1
37,43,16,108,Towers._move_top_disk,LOAD_FIELD,8190,1,1
37,43,4,108,Towers._move_top_disk,LOAD_FIELD,8190,1,1
38,43,76,108,Towers._move_top_disk,STORE_FIELD,8190,1,1
38,43,52,108,Towers._move_top_disk,LOAD_FIELD,8190,1,1
38,43,56,108,Towers._move_top_disk,LOAD_FIELD,0,8191,1
45,44,64,109,Towers._build_tower_at,LOAD_FIELD,0,14,1
46,44,88,109,Towers._build_tower_at,LOAD_FIELD,13,1,1
48,44,116,109,Towers._build_tower_at,LOAD_FIELD,0,14,1
53,45,28,110,Towers._move_disks,LOAD_FIELD,4095,1,1
56,45,104,110,Towers._move_disks,LOAD_FIELD,4094,1,1
56,45,116,110,Towers._move_disks,LOAD_FIELD,0,4095,1
57,45,148,110,Towers._move_disks,LOAD_FIELD,4094,1,1
58,45,176,110,Towers._move_disks,LOAD_FIELD,4094,1,1
58,45,188,110,Towers._move_disks,LOAD_FIELD,4094,1,1
63,46,28,111,Towers.benchmark,STORE_FIELD,0,1,1
64,46,40,111,Towers.benchmark,LOAD_FIELD,0,1,1
65,46,80,111,Towers.benchmark,STORE_FIELD,0,1,1
66,46,92,111,Towers.benchmark,LOAD_FIELD,0,1,1
67,46,124,111,Towers.benchmark,LOAD_FIELD,0,1,1
74,50,4,0,repl,LOAD_FIELD,0,1,1
75,50,32,0,repl,LOAD_FIELD,0,1,1
