# Omitting opcode pairs executed zero times
# Opcode pairs are only tracked if they are in the same bytecode frame
opcode, next opcode, counts
LOAD_CONST, LOAD_CONST, 5
LOAD_CONST, LOAD_LOCAL_SAFE, 4095
LOAD_CONST, CALL, 16414
LOAD_CONST, CREATE_CLASS, 2
LOAD_CONST, CREATE_LIST, 1
LOAD_CONST, SWAP, 8192
LOAD_GLOBAL, LOAD_FIELD, 2
LOAD_GLOBAL, CALL, 1
LOAD_GLOBAL, JUMP, 1
LOAD_GLOBAL, ASSERT_FUNC, 8
LOAD_GLOBAL, CREATE_OBJECT, 2
LOAD_GLOBAL_BY_INDEX, JUMP, 127
LOAD_GLOBAL_BY_INDEX, ASSERT_FUNC, 40876
LOAD_GLOBAL_BY_INDEX, CREATE_OBJECT, 13
LOAD_LOCAL_SAFE, LOAD_CONST, 24605
LOAD_LOCAL_SAFE, LOAD_LOCAL_SAFE, 49201
LOAD_LOCAL_SAFE, LOAD_FIELD, 139005
LOAD_LOCAL_SAFE, CALL, 98261
LOAD_LOCAL_SAFE, JUMP, 8191
LOAD_LOCAL_SAFE, JUMP_IF_FALSE, 16396
LOAD_LOCAL_SAFE, DUPE, 1
LOAD_LOCAL_SAFE, SWAP, 8219
LOAD_FIELD, LOAD_LOCAL_SAFE, 8077
LOAD_FIELD, LOAD_FIELD, 40983
LOAD_FIELD, CALL, 16268
LOAD_FIELD, ASSERT_FUNC, 114661
STORE_GLOBAL, LOAD_CONST, 2
STORE_GLOBAL, LOAD_GLOBAL, 2
STORE_GLOBAL, CREATE_FUNC, 16
STORE_GLOBAL, POP, 1
STORE_LOCAL, POP, 20520
STORE_FIELD, POP, 16398
CALL, LOAD_LOCAL_SAFE, 20476
CALL, CALL, 8205
CALL, JUMP, 4096
CALL, JUMP_IF_FALSE, 16268
CALL, JUMP_IF_FALSE_PEEK, 8220
CALL, POP, 24602
CALL, DUPE, 20506
CALL, SWAP, 8191
JUMP, LOAD_GLOBAL_BY_INDEX, 14
JUMP_IF_FALSE, LOAD_GLOBAL, 3
JUMP_IF_FALSE, LOAD_GLOBAL_BY_INDEX, 12297
JUMP_IF_FALSE, LOAD_LOCAL_SAFE, 20492
JUMP_IF_FALSE_PEEK, LOAD_GLOBAL, 2
JUMP_IF_FALSE_PEEK, LOAD_GLOBAL_BY_INDEX, 8089
JUMP_IF_FALSE_PEEK, JUMP_IF_FALSE, 128
ASSERT_FUNC, LOAD_CONST, 4097
ASSERT_FUNC, LOAD_GLOBAL, 2
ASSERT_FUNC, LOAD_GLOBAL_BY_INDEX, 4094
ASSERT_FUNC, LOAD_LOCAL_SAFE, 130956
ASSERT_FUNC, CALL, 16396
CREATE_OBJECT, DUPE, 15
CREATE_CLASS, DUPE, 2
CREATE_LIST, SWAP, 1
CREATE_FUNC, DUPE, 17
POP, LOAD_GLOBAL, 3
POP, LOAD_GLOBAL_BY_INDEX, 8204
POP, LOAD_LOCAL_SAFE, 53300
POP, JUMP, 14
DUPE, STORE_GLOBAL, 21
DUPE, STORE_LOCAL, 20520
DUPE, STORE_FIELD, 24603
SWAP, DUPE, 24603
