Function identifier,Function label,calls,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
0,repl,18,26773202.35,110226.6124945742,11566899.5,45938.62802811221
48,int.+,3999999,2758599.8,17994.62431599182,2758599.8,17994.62431599182
52,int.%,999999,761625.75,4415.323983761423,761625.75,4415.323983761423
53,int.=,9,7.95,1.2763022245616642,7.95,1.2763022245616642
54,int.<,1000004,684046.75,5138.95729619396,684046.75,5138.95729619396
65,list.get,1000002,1952236.75,8027.640964849297,1952236.75,8027.640964849297
68,list.length,4,3.15,1.1367080817685316,3.15,1.1367080817685316
87,+,2999997,11131901.5,46872.20375772039,9049703.4,36945.01009736932
92,=,9,35.2,1.1050125029061635,27.25,1.831737742662616
104,check-benchmark-result,1,83.9,2.1250386993380177,33.05,2.038446260732605
105,A.init,3,19.0,1.2565617248750862,19.0,1.2565617248750862
