Function identifier,Function label,calls,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
0,repl,21,397938.55,3837.407039504941,103.55,3.252124811484587
6,base.=,8205,5649.6,59.76480217441851,5649.6,59.76480217441851
43,lambda-43,8191,29320.85,314.4701935503251,22714.35,239.8798547957742
44,lambda-44,8204,25121.85,268.77544432794554,18394.55,192.34849814033467
48,int.+,8191,6606.5,90.6569589746223,6606.5,90.6569589746223
49,int.-,16394,16916.0,182.06042952821957,16916.0,182.06042952821957
53,int.=,8192,5933.0,79.36524494552494,5933.0,79.36524494552494
57,int.>=,8092,5725.7,85.47212534227947,5725.7,85.47212534227947
65,list.get,16396,22861.5,238.87598632366763,22861.5,238.87598632366763
66,list.set,16396,19020.25,194.50446483848438,19020.25,194.50446483848438
88,-,8190,35680.85,332.0951472727438,25492.15,252.23657963361106
92,=,8192,43103.65,383.01604679864374,37170.65,326.3888986437718
93,!=,8205,32196.65,341.6682409035193,20651.7,238.6389256640782
97,>=,8092,19608.4,219.5774410807702,13882.7,146.91426071011628
101,not,8205,5895.35,71.30828179553608,5895.35,71.30828179553608
104,_TowersDisk.init-values,14,36.5,3.67781399604081,36.5,3.67781399604081
105,_TowersDisk.init,14,38.55,3.899730085126674,38.55,3.899730085126674
106,Towers._push_disk,8205,115681.9,1161.378668017589,41346.95,425.6039022130173
107,Towers._pop_disk_from,8191,46800.2,468.94142828064946,27666.5,263.2896144032867
108,Towers._move_top_disk,8191,245353.35,2425.9176511167902,54122.7,504.67447559371243
109,Towers._build_tower_at,1,1320.9,124.98248298314282,294.6,28.755594421369832
110,Towers._move_disks,8191,4673887.8,45227.925548620886,47395.7,482.4589538035982
111,Towers.benchmark,1,397821.9,3838.3103039584544,13.6,1.3533583957579087
112,Towers.verify_result,1,8.95,1.5035046776746235,1.75,0.44426165831931924
113,Towers.init,1,4.15,0.670820393249937,4.15,0.670820393249937
