Function identifier,Function label,calls,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
0,repl,20,322858.5,2638.1050316268024,104.9,5.250563879492523
43,lambda-43,8660,30731.15,266.747914706001,23685.3,217.74710101399674
44,lambda-44,5039,16695.25,147.04166076319987,12621.65,130.00537438283482
48,int.+,8660,7045.85,70.8603333474045,7045.85,70.8603333474045
49,int.-,8659,6937.2,72.0756912083256,6937.2,72.0756912083256
53,int.=,8661,6093.1,83.55200082646263,6093.1,83.55200082646263
57,int.>=,8659,6122.55,59.86605663347236,6122.55,59.86605663347236
65,list.get,20156,21853.2,188.40538599966825,21853.2,188.40538599966825
66,list.set,20156,21835.4,175.57796289008448,21835.4,175.57796289008448
88,-,3620,10236.0,84.7342595225925,7372.4,65.75264653468932
92,=,1,7.4,1.6026294183720637,5.8,1.5761378513048243
93,!=,8660,44513.35,353.1284655162963,32060.0,245.96918934139592
97,>=,8659,39301.0,362.59546837241436,33178.45,327.8118001472622
101,not,8660,6361.85,69.28224121207673,6361.85,69.28224121207673
104,Permute.benchmark,1,322739.2,2639.718557565923,8.95,0.9986833437344549
105,Permute._permute,8660,1853220.4,15204.331174476432,85068.6,709.2278529276886
106,Permute._swap,10078,96184.9,777.1585830175817,52496.3,433.0059073378483
107,Permute.verify_result,1,10.3,1.5927467172350909,2.9,0.44721359549995787
108,Permute.init,1,4.1,0.6407232755171878,4.1,0.6407232755171878
