Function identifier,Function label,calls,inclusive execution time(ticks),inclusive execution time(ticks)_std,exclusive execution time(ticks),exclusive execution time(ticks)_std,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
0,repl,21,502747525.6,8040285.2785289055,134631.9,52327.534454575034,186202.78725925926,2977.8834364921872,49.86366666666667,19.380568316509272
6,base.=,8205,1554310.9,40639.43024608391,1554310.9,40639.43024608391,575.6707037037037,15.05164083188293,575.6707037037037,15.05164083188293
43,lambda-43,8191,38696436.2,652409.2060029738,34420995.4,581563.1366490606,14332.013407407409,241.63303926036068,12748.516814814815,215.39375431446692
44,lambda-44,8204,26699717.9,469659.8713508026,22423346.5,396227.8467569297,9888.784407407407,173.94810050029727,8304.943148148148,146.75105435441841
48,int.+,8191,4275440.8,91582.51787529624,4275440.8,91582.51787529624,1583.4965925925926,33.91945106492453,1583.4965925925926,33.91945106492453
49,int.-,16394,18337705.8,368175.4230957692,18337705.8,368175.4230957692,6791.742888888889,136.36126781324785,6791.742888888889,136.36126781324785
53,int.=,8192,1866398.8,48627.35652587682,1866398.8,48627.35652587682,691.2588148148149,18.010132046621045,691.2588148148149,18.010132046621045
57,int.>=,8092,1967071.1,54458.99900688205,1967071.1,54458.99900688205,728.5448518518518,20.169999632178538,728.5448518518518,20.169999632178538
65,list.get,16396,35464386.9,532582.5619686033,35464386.9,532582.5619686033,13134.958111111111,197.25280072911232,13134.958111111111,197.25280072911232
66,list.set,16396,24968973.3,402493.62901908986,24968973.3,402493.62901908986,9247.76788888889,149.07171445151477,9247.76788888889,149.07171445151477
88,-,8190,56564124.7,956159.7036613713,42502790.3,697654.7913750305,20949.675814814815,354.13322357828565,15741.774185185184,258.39066347223354
92,=,8192,79695489.8,1232935.969184364,77829091.0,1192970.0426502088,29516.848074074074,456.6429515497644,28825.58925925926,441.8407565371144
93,!=,8205,17788281.5,350176.3293836108,13997864.3,285232.71494972217,6588.252407407407,129.69493680874476,5184.394185185185,105.64174627767488
97,>=,8092,12548605.1,316451.71854069125,10581534.0,285953.1205870521,4647.6315185185185,117.20434020025601,3919.0866666666666,105.90856318038966
101,not,8205,2236106.3,49334.910826118445,2236106.3,49334.910826118445,828.1875185185185,18.272189194858683,828.1875185185185,18.272189194858683
104,_TowersDisk.init-values,14,16006.1,6952.9078044255775,16006.1,6952.9078044255775,5.9281851851851854,2.57515103867614,5.9281851851851854,2.57515103867614
105,_TowersDisk.init,14,24794.4,10916.44234701899,24794.4,10916.44234701899,9.183111111111112,4.043126795192219,9.183111111111112,4.043126795192219
106,Towers._push_disk,8205,106900682.2,1721149.0634436128,41332860.4,692196.1070392218,39592.84525925926,637.4626160902269,15308.466814814814,256.3689285330451
107,Towers._pop_disk_from,8191,58015782.0,829374.9516083621,33095756.6,494032.9167444104,21487.326666666668,307.1759080030971,12257.68762962963,182.97515434978163
108,Towers._move_top_disk,8191,294911398.9,4347946.649382729,91725514.8,1359962.3771016512,109226.44403703703,1610.3506108824922,33972.41288888889,503.68976929690785
109,Towers._build_tower_at,1,1253076.1,519015.07717293873,339430.4,139107.92269328912,464.1022592592593,192.22780636034767,125.71496296296297,51.52145284936634
110,Towers._move_disks,8191,5912507996.0,87152010.85669331,43617684.6,657481.0945409621,2189817.776296296,32278.52253951604,16154.698,243.51151649665263
111,Towers.benchmark,1,502593439.0,7988028.820321919,29369.6,12035.735642791342,186145.71814814815,2958.529192711822,10.877629629629629,4.457679867700497
112,Towers.verify_result,1,15371.7,526.1307722170262,1378.4,300.2676700615811,5.693222222222222,0.19486324896926896,0.5105185185185186,0.11121024817095597
113,Towers.init,1,4083.0,1910.3387960750508,4083.0,1910.3387960750508,1.5122222222222221,0.707532887435204,1.5122222222222221,0.707532887435204
