Function identifier,Function label,calls,inclusive execution time(ticks),inclusive execution time(ticks)_std,exclusive execution time(ticks),exclusive execution time(ticks)_std,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
0,repl,30,3392548428.2,36341357.249090105,161706.4,27735.97818984159,1256499.4178518518,13459.761944107446,59.89125925925926,10.272584514756144
6,base.=,365787,48352291.8,624565.2362174242,48352291.8,624565.2362174242,17908.256222222222,231.32045785830525,17908.256222222222,231.32045785830525
8,bool.not,124293,10244701.7,154077.5463272341,10244701.7,154077.5463272341,3794.3339629629627,57.06575789897559,3794.3339629629627,57.06575789897559
43,lambda-43,60497,170434142.9,1733342.0200958832,152609174.5,1567456.954461473,63123.756629629635,641.9785259614382,56521.91648148148,580.5396127635086
44,lambda-44,10000,31504195.9,354919.178293624,28194139.7,305013.02629665134,11668.220703703702,131.45154751615704,10442.273962962963,112.96778751727827
48,int.+,69805,52049227.0,549570.0968661532,52049227.0,549570.0968661532,19277.49148148148,203.54448032079748,19277.49148148148,203.54448032079748
49,int.-,19308,6016139.1,78559.09502768237,6016139.1,78559.09502768237,2228.1996666666664,29.095961121363842,2228.1996666666664,29.095961121363842
51,int./,9999,5549906.8,65240.94600753343,5549906.8,65240.94600753343,2055.521037037037,24.16331333612349,2055.521037037037,24.16331333612349
53,int.=,33955,131454348.7,1631993.0090950988,131454348.7,1631993.0090950988,48686.79581481482,604.441855220407,48686.79581481482,604.441855220407
54,int.<,11682,2077005.5,26060.805972712456,2077005.5,26060.805972712456,769.2612962962963,9.652150360263873,769.2612962962963,9.652150360263873
56,int.>,34066,6338849.2,91749.15848952939,6338849.2,91749.15848952939,2347.721925925926,33.98116981093681,2347.721925925926,33.98116981093681
57,int.>=,20310,3899463.5,49034.79917847814,3899463.5,49034.79917847814,1444.2457407407408,18.16103673276968,1444.2457407407408,18.16103673276968
58,int.&,9999,4309516.3,73239.8000723791,4309516.3,73239.8000723791,1596.117148148148,27.125851878658928,1596.117148148148,27.125851878658928
60,int.^,4992,1880721.1,31200.957532371438,1880721.1,31200.957532371438,696.5633703703704,11.555910197174606,696.5633703703704,11.555910197174606
65,list.get,42545,50375594.8,574213.8516987317,50375594.8,574213.8516987317,18657.627703703703,212.67179692545616,18657.627703703703,212.67179692545616
66,list.set,9314,41724467.2,467019.4288799199,41724467.2,467019.4288799199,15453.50637037037,172.97015884441478,15453.50637037037,172.97015884441478
67,list.put,38,11716.7,1235.1837323376542,11716.7,1235.1837323376542,4.339518518518519,0.4574754564213534,4.339518518518519,0.4574754564213534
87,+,9308,41575316.2,483449.3098887981,7351057.6,126002.91933226233,15398.26525925926,179.05529995881412,2722.6139259259257,46.6677479008379
88,-,9308,28070554.0,279284.9952243666,25364471.1,267826.00513685815,10396.501481481482,103.43888712013577,9394.248555555556,99.19481671735487
90,/,9999,33613906.7,309143.22487823735,28063999.9,264768.5151058526,12449.595074074075,114.49749069564346,10394.074037037037,98.06241300216765
92,=,269885,423856809.6,4963440.382526174,259929688.5,3032096.779497654,156984.00355555557,1838.3112527874719,96270.255,1122.9988072213534
93,!=,129857,188653247.5,2162744.106448185,142698029.9,1556062.9328342783,69871.57314814815,801.01633572155,52851.12218518519,576.3196047534365
94,<,11682,91972101.9,894298.5050084847,89895096.4,879614.1579965855,34063.741444444444,331.221668521661,33294.48014814815,325.78302148021686
96,>,34066,82514323.9,875496.261167876,76175474.7,802589.0743931667,30560.860703703707,324.25787450662074,28213.138777777778,297.2552127382099
97,>=,20310,73023275.7,835721.4304467116,69123812.2,801685.7209557733,27045.657666666666,309.5264557210043,25601.411925925928,296.9206373910271
98,&,9999,66755991.1,774267.6573981582,62446474.8,720903.8028336097,24724.441148148147,286.7657990363549,23128.324,267.0014084568925
100,^,4992,33199545.4,355366.05141717196,31318824.3,342988.6164901094,12296.127925925925,131.61705608043405,11599.564555555557,127.03282092226274
101,not,129857,30075698.2,367535.64537414466,30075698.2,367535.64537414466,11139.147481481481,136.12431310153505,11139.147481481481,136.12431310153505
104,Richards.benchmark,1,3392386721.8,36357777.39280196,24208.6,2634.677018056233,1256439.5265925927,13465.843478815541,8.966148148148148,0.97580630298379
106,_RBObject.append,20114,100848775.9,990550.754674328,44930606.7,587698.752561034,37351.39848148148,366.8706498793808,16640.965444444446,217.66620465223482
107,fn,27884,494875051.4,5693390.8557060715,60731673.5,702706.4718744701,183287.05607407406,2108.663279891138,22493.21240740741,260.26165624980376
108,_Scheduler.create_device,2,141086.7,13620.617456828564,22656.2,2398.320368398201,52.254333333333335,5.044673132158727,8.391185185185185,0.8882668031104448
109,fn,23252,755170308.2,7982412.882022361,152445643.6,1556840.4986762628,279692.70674074074,2956.4492155638377,56461.34948148148,576.6075921023196
110,_Scheduler.create_handler,2,144174.8,16681.975743140778,19199.4,2349.4533384329397,53.39807407407407,6.178509534496585,7.11088888888889,0.870167903123311
111,fn,10000,490263726.0,5226827.781692606,74485058.6,827145.0787384871,181579.1577777778,1935.862141367632,27587.05874074074,306.3500291624026
112,_Scheduler.create_idler,1,103997.7,12584.86471541364,17006.1,2162.051411336732,38.51766666666666,4.661061005708755,6.298555555555555,0.8007597819765675
113,_Scheduler.create_packet,8,822058.4,87587.34690786047,67547.6,6564.581057703367,304.4660740740741,32.439758114022396,25.01762962962963,2.4313263176679136
114,_Scheduler.create_task,6,395986.5,43500.93687012899,160754.0,18895.69888124083,146.66166666666666,16.111458100047777,59.538518518518515,6.99840699305216
115,fn,4654,477394653.8,4944902.820452922,93311232.2,1063783.5988953272,176812.83474074074,1831.4454890566378,34559.71562962963,393.99392551678784
