Function identifier,Function label,calls,inclusive execution time(ticks),inclusive execution time(ticks)_std,exclusive execution time(ticks),exclusive execution time(ticks)_std,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
0,repl,18,9772310628.8,37120003.86532336,884291334.0,3781921.5334417475,3619374.3069629627,13748.149579749392,327515.3088888889,1400.711679052499
48,int.+,1000000,184573195.3,1315961.4178542462,184573195.3,1315961.4178542462,68360.44270370371,487.3931177237949,68360.44270370371,487.3931177237949
54,int.<,1000001,122732810.6,1327817.3912763915,122732810.6,1327817.3912763915,45456.59651851852,491.78421899125607,45456.59651851852,491.78421899125607
87,+,1000000,3214312599.6,9452307.718757821,3029739404.3,8998942.756868016,1190486.148,3500.854710651045,1122125.7052962964,3332.941761802969
94,<,1000001,5673706695.2,26162581.976382922,5550973884.6,25821586.943232775,2101372.850074074,9689.845176438119,2055916.2535555556,9563.550719715842
