# Omitting opcode pairs executed zero times
opcode,next opcode,counts,total dispatch cost(ticks),total dispatch cost(ticks)_std,total dispatch cost(μs),total dispatch cost(μs)_std
ASSERT_FUNC,CALL,31737,2009938.2,36694.75202345914,744.4215555555555,13.590648897577461
ASSERT_FUNC,LOAD_CONST,31737,1972889.3,38391.05152465119,730.6997407407407,14.218907972093035
ASSERT_FUNC,LOAD_GLOBAL,2,275.6,34.20433952154702,0.10207407407407408,0.012668273896869267
ASSERT_FUNC,LOAD_GLOBAL_BY_INDEX,4999,201590.1,7438.564815593764,74.663,2.7550240057754682
ASSERT_FUNC,LOAD_LOCAL_SAFE,93022,4155744.7,55549.07881476003,1539.1647037037037,20.57373289435557
CALL,LOAD_CONST,1,170.8,46.61781904627864,0.06325925925925927,0.017265858906029125
CALL,LOAD_GLOBAL,2,226.7,171.9611645263638,0.08396296296296296,0.06368932019494955
CALL,LOAD_GLOBAL_BY_INDEX,4998,217320.4,12051.269260079926,80.48903703703704,4.463433059288861
CALL,LOAD_LOCAL_SAFE,70214,3020934.0,37581.09691124821,1118.8644444444444,13.918924781943783
CALL,POP,16069,606412.7,19037.814804668153,224.5972962962963,7.051042520247464
CALL,RETURN,70213,2524353.0,34215.34584302617,934.9455555555555,12.672350312231913
CREATE_CLASS,DUPE,1,238.6,53.71699721199692,0.08837037037037036,0.01989518415259145
CREATE_FUNC,DUPE,17,2221.2,378.39850895444516,0.8226666666666665,0.14014759590905376
CREATE_LIST,DUPE,1,146.8,27.98796733936699,0.054370370370370374,0.010365913829395182
CREATE_OBJECT,DUPE,1,199.8,37.91902730264777,0.07400000000000001,0.014044084186165842
DUPE,STORE_GLOBAL,20,2490.9,345.78391487961625,0.9225555555555556,0.1280681166220801
DUPE,STORE_LOCAL,22410,829464.6,14716.143231874732,307.2091111111111,5.450423419212863
JUMP,LOAD_GLOBAL_BY_INDEX,21068,768122.4,21508.444232562793,284.48977777777776,7.966090456504738
JUMP,POP,669,23866.6,2146.092272504904,8.839481481481481,0.7948489898166311
JUMP_IF_FALSE,LOAD_CONST,4330,153295.6,6747.830484876718,56.77614814814815,2.4991964758802663
JUMP_IF_FALSE,LOAD_LOCAL_SAFE,669,23329.9,221.61082531035527,8.640703703703704,0.08207808344827973
JUMP_IF_FALSE_PEEK,JUMP,669,24500.4,257.5402676741718,9.074222222222224,0.09538528432376733
JUMP_IF_FALSE_PEEK,LOAD_GLOBAL,1,62.5,3.2363071872933054,0.023148148148148147,0.001198632291590113
JUMP_IF_FALSE_PEEK,LOAD_GLOBAL_BY_INDEX,4998,193520.1,9056.048806707799,71.67411111111112,3.354092150632518
JUMP_IF_FALSE_PEEK,LOAD_LOCAL_SAFE,16069,593909.8,10975.2669484379,219.9665925925926,4.06491368460663
JUMP_IF_FALSE_PEEK,POP,2,107.4,4.592900700222601,0.03977777777777778,0.0017010743334157782
LOAD_CONST,CALL,31738,1162476.3,19231.53061511226,430.5467777777778,7.122789116708245
LOAD_CONST,CREATE_CLASS,1,465.5,116.87847940219116,0.1724074074074074,0.04328832570451525
LOAD_CONST,DUPE,3,405.6,111.43768615121566,0.15022222222222223,0.04127321709304284
LOAD_CONST,POP,4330,153269.4,2871.951040485783,56.766444444444446,1.06368557055029
LOAD_FIELD,ASSERT_FUNC,123020,4670632.3,50425.89310755667,1729.8638148148148,18.67625670650247
LOAD_GLOBAL,ASSERT_FUNC,7,445.3,101.52578101411639,0.16492592592592592,0.0376021411163394
LOAD_GLOBAL,CALL,4,334.5,33.95275355084195,0.1238888888888889,0.012575093907719239
LOAD_GLOBAL,CREATE_OBJECT,1,270.0,74.45521437326214,0.1,0.027576005323430422
LOAD_GLOBAL,LOAD_FIELD,2,233.2,56.099160327706194,0.08637037037037036,0.02077746678803933
LOAD_GLOBAL_BY_INDEX,ASSERT_FUNC,38470,1414418.6,21573.304654742078,523.8587407407408,7.990112835089659
LOAD_GLOBAL_BY_INDEX,CALL,21065,801116.1,32433.6988135229,296.70966666666664,12.012481042045518
LOAD_LOCAL_SAFE,CALL,66954,2580986.6,33937.0231805604,955.920962962963,12.569267844652
LOAD_LOCAL_SAFE,LOAD_CONST,1,115.3,77.34618011865466,0.0427037037037037,0.028646733377279503
LOAD_LOCAL_SAFE,LOAD_FIELD,123018,4456612.0,74550.07491259597,1650.5970370370371,27.611138856517027
LOAD_LOCAL_SAFE,LOAD_LOCAL_SAFE,33477,1242987.6,31971.529259639716,460.3657777777778,11.841307133199894
LOAD_LOCAL_SAFE,RETURN,1,53.2,2.190890230020665,0.019703703703703706,0.0008114408259335797
POP,CREATE_LIST,1,162.6,31.510065225675365,0.06022222222222222,0.011670394528027914
POP,JUMP,21068,750256.1,41360.07540701158,277.8726296296296,15.318546447041326
POP,LOAD_CONST,2,420.2,170.43955557693513,0.15562962962962962,0.0631257613247908
POP,LOAD_GLOBAL,6,906.8,311.1820587440904,0.33585185185185185,0.11525261434966311
POP,LOAD_GLOBAL_BY_INDEX,12404,669355.9,53531.16811127792,247.9095925925926,19.82635855973256
POP,LOAD_LOCAL_SAFE,10000,366814.1,11687.757544136794,135.85707407407406,4.328799090421034
RETURN,CALL,9999,577234.7,11460.150495475506,213.79062962962962,4.244500183509446
RETURN,DUPE,22407,1376927.3,26253.921878655136,509.9730740740741,9.723674769872272
RETURN,JUMP_IF_FALSE,4999,316155.2,6424.131099140743,117.09451851851853,2.3793078144965714
RETURN,JUMP_IF_FALSE_PEEK,21739,1637768.3,34308.58137412943,606.5808518518519,12.706881990418308
RETURN,LOAD_GLOBAL,1,68.5,4.097496026137249,0.02537037037037037,0.0015175911207915738
RETURN,LOAD_GLOBAL_BY_INDEX,11068,691680.1,17194.000783320967,256.1778148148148,6.368148438267025
RETURN,RETURN,2,565.8,260.0161128610464,0.20955555555555555,0.09630226402260977
STORE_GLOBAL,CREATE_FUNC,16,1925.9,305.92773484496047,0.7132962962962963,0.11330656846109648
STORE_GLOBAL,LOAD_CONST,1,322.0,117.86700801728774,0.11925925925925926,0.04365444741381028
STORE_GLOBAL,LOAD_GLOBAL,2,301.7,79.29764050382386,0.11174074074074074,0.029369496482897724
STORE_GLOBAL,POP,1,73.2,19.395061769755507,0.027111111111111114,0.007183356211020558
STORE_LOCAL,POP,22410,817846.9,11117.470944418965,302.9062592592593,4.117581831266283
