# Omitting opcode pairs executed zero times
# Opcode pairs are only tracked if they are in the same bytecode frame
opcode,next opcode,counts,total dispatch cost(ticks),total dispatch cost(ticks)_std,total dispatch cost(μs),total dispatch cost(μs)_std
ASSERT_FUNC,CALL,42,6195.2,478.18842355399255,2.2945185185185184,0.17710682353851576
ASSERT_FUNC,LOAD_CONST,43,6109.2,494.85751271930457,2.2626666666666666,0.1832805602664091
ASSERT_FUNC,LOAD_GLOBAL,1,177.7,25.133538088420913,0.06581481481481481,0.009308717810526264
ASSERT_FUNC,LOAD_LOCAL_SAFE,105860,4086839.0,87032.92569572675,1513.644074074074,32.23441692434324
CALL,CALL,20859,859002.7,22898.624801502814,318.14914814814813,8.480972148704746
CALL,LOAD_GLOBAL,4,1003.9,373.52571954002684,0.3718148148148148,0.13834285908889882
CALL,LOAD_GLOBAL_BY_INDEX,20900,1223539.7,23148.26533253117,453.1628518518518,8.573431604641174
CALL,LOAD_LOCAL_SAFE,45346,1794082.0,45565.37329803706,664.4748148148149,16.876064184458173
CALL,RETURN,18837,1212307.8,35029.63421477671,449.0028888888889,12.97393859806545
CREATE_CLASS,DUPE,2,381.4,34.75084247369521,0.14125925925925925,0.012870682397664892
CREATE_FUNC,DUPE,17,2177.5,36.16846547390201,0.8064814814814815,0.013395727953297042
CREATE_OBJECT,DUPE,1,282.8,52.95638721975302,0.10474074074074075,0.019613476748056673
CREATE_OBJECT,LOAD_LOCAL_SAFE,31,3420.9,286.81883150390104,1.2670000000000001,0.10622919685329668
DUPE,STORE_FIELD,124,11977.9,1014.1305791558341,4.436259259259259,0.3756039182058645
DUPE,STORE_GLOBAL,20,2522.0,164.2116734102985,0.9340740740740741,0.06081913830011055
DUPE,STORE_LOCAL,41750,1574251.2,31446.363882515554,583.0559999999999,11.646801437968724
JUMP,LOAD_GLOBAL_BY_INDEX,18050,681246.3,22575.441918155208,252.31344444444446,8.361274784501928
JUMP,RETURN,2813,107948.0,6024.482681438079,39.98074074074074,2.2312898820141034
JUMP_IF_FALSE,LOAD_CONST,4,399.7,51.54160302226992,0.14803703703703702,0.019089482600840712
JUMP_IF_FALSE,LOAD_GLOBAL,5,745.1,87.71838911809589,0.27596296296296297,0.03248829226596144
