# Code label is the function/method name. Exceptions: if it is the top-level code, it is "repl", classes field and init have their labels as well
Bytecode ID,Label,Inclusive Compilation Time(ticks),Inclusive Compilation Time(ticks)_std,Inclusive Compilation Time(μs),Inclusive Compilation Time(μs)_std
0,lambda-43,7693.6,1923.1018736215017,2.8494814814814817,0.7122599531931487
1,lambda-44,3026.72,844.5976953193608,1.1210074074074072,0.31281396122939287
2,lambda-64,81996.04,22447.866573744886,30.3689037037037,8.31402465694255
3,+,3955.12,1080.0446067885628,1.4648592592592593,0.400016521032801
4,repl,84663.12,24424.233052224747,31.35671111111111,9.046012241564721
5,-,2807.84,730.5568287272384,1.0399407407407408,0.27057660323231053
6,repl,71332.96,20370.3026947544,26.419614814814818,7.544556553612741
7,*,2620.64,730.8521657375485,0.9706074074074074,0.27068598731020316
8,repl,75948.84,21794.129290359313,28.129199999999997,8.071899737170115
9,/,2556.28,629.1666026399932,0.9467703703703705,0.23302466764444194
10,repl,70213.48,20866.539894114045,26.00499259259259,7.728348108931128
11,%,2283.88,600.2646232780868,0.8458814814814816,0.22232023084373584
12,repl,76613.08,21340.39704777619,28.375214814814814,7.903850758435626
13,=,2360.76,652.952464438512,0.8743555555555557,0.24183424608833778
14,repl,66315.92,19747.826878987195,24.561451851851853,7.314009955180443
15,!=,4761.52,1300.5638061539123,1.7635259259259262,0.4816902985755231
16,repl,159492.2,46625.56782561714,59.071185185185186,17.268728824302645
17,<,2539.96,639.0402868076981,0.940725925925926,0.23668158770655484
18,repl,84461.92,26497.5126255354,31.28219259259259,9.813893565013112
19,<=,11581.08,3284.700171698962,4.289288888888889,1.2165556191477638
20,repl,74628.68,21450.922969952993,27.64025185185185,7.944786285167775
21,>,2264.64,603.7890481731822,0.8387555555555555,0.22362557339747488
22,repl,64701.2,18637.449681011745,23.963407407407406,6.902759141115461
23,>=,2176.08,584.4703110422257,0.8059555555555555,0.21647048557119472
24,repl,64633.76,18374.547056541593,23.93842962962963,6.805387798719108
25,&,2454.56,632.1818441569108,0.9090962962962963,0.2341414237618188
26,repl,78115.84,23124.861083629086,28.93179259259259,8.564763364307069
27,|,2392.32,587.6150843425811,0.8860444444444445,0.21763521642317818
28,repl,66930.68,18951.02946149924,24.789140740740738,7.018899800555275
29,^,11569.76,3226.0115424214987,4.285096296296296,1.1948190897857403
30,repl,82121.24,23611.45194608855,30.415274074074077,8.744982202255018
31,not,3296.56,905.4226695926303,1.2209481481481481,0.33534172947875196
32,repl,72211.24,20874.938877153578,26.744903703703706,7.731458843390214
33,print,13187.44,5239.961941597262,4.884237037037037,1.940726645036023
34,repl,152838.24,47919.03985382693,56.60675555555555,17.74779253845442
35,println,6448.16,1813.4978194705636,2.3882074074074073,0.6716658590631717
36,repl,210496.64,61122.79273382426,77.96171851851852,22.638071382897873
37,Element.init,6419.72,1851.1687211828407,2.3776740740740743,0.6856180448825336
38,Element.init-values,12261.68,3507.7977360068376,4.541362962962963,1.299184346669199
39,Element.length,18420.28,5473.685234140612,6.8223259259259255,2.027290827459486
40,repl,495602.2,145735.22486933033,183.5563703703704,53.97600921086308
41,List.benchmark,22246.0,6458.540860040783,8.23925925925926,2.392052170385475
42,List.make_list,16491.88,4644.54923732747,6.108103703703704,1.7202034212323964
43,List.is_shorter_than,18978.84,5219.473725757948,7.0292,1.9331384169473882
44,List.tail,27119.88,7223.959628901591,10.0444,2.6755406032968856
45,List.verify_result,3424.28,903.1876438481651,1.268251851851852,0.33451394216598707
46,repl,3493600.36,972450.15419342,1293.9260592592593,360.1667237753407
47,repl,2538.16,730.7703332785203,0.9400592592592592,0.27065567899204457
48,repl,3929.16,1032.4821757615507,1.4552444444444443,0.3824008058376114
