# Code label is the function/method name. Exceptions: if it is the top-level code, it is "repl", classes field and init have their labels as well
Bytecode ID,Label,Inclusive Compilation Time(ticks),Inclusive Compilation Time(ticks)_std,Inclusive Compilation Time(μs),Inclusive Compilation Time(μs)_std
0,lambda-43,6637.76,2348.7635180395387,2.4584296296296295,0.869912414088718
1,lambda-44,2607.6,992.8941822484696,0.9657777777777777,0.36773858601795173
2,lambda-64,72182.32,29801.978869675277,26.734192592592596,11.037769951731583
3,+,3477.32,1419.0808528546834,1.2878962962962963,0.5255855010572902
4,repl,74639.56,29738.414017769075,27.64428148148148,11.014227413988547
5,-,2459.52,867.5209399342992,0.9109333333333334,0.32130405182751826
6,repl,63695.16,25336.457188640976,23.5908,9.38387303282999
7,*,2270.6,829.0920777991959,0.8409629629629629,0.3070711399256281
8,repl,77213.08,30915.032552927572,28.59743703703704,11.450012056639842
9,/,2257.24,775.7036979019601,0.8360148148148148,0.28729766588961486
10,repl,63638.44,25732.04267307552,23.569792592592595,9.530386175213156
11,%,2042.36,759.2616918656531,0.7564296296296296,0.281208034024316
12,repl,68304.12,26779.500619964772,25.29782222222222,9.918333562949917
13,=,2128.24,758.7268218562473,0.788237037037037,0.28100993402083235
14,repl,58200.92,23218.2511328252,21.555896296296297,8.599352271416741
15,!=,4242.96,2256.119342624247,1.5714666666666668,0.835599756527499
16,repl,133706.32,52133.5898995444,49.52085925925926,19.30873699983126
17,<,2242.36,814.97461485444,0.8305037037037037,0.3018424499460889
18,repl,66154.52,26329.078128013152,24.501674074074074,9.751510417782649
19,<=,10466.48,4091.1932007318214,3.876474074074074,1.5152567410117856
20,repl,66784.12,26385.165505655186,24.734859259259256,9.772283520613032
21,>,2050.64,784.4805316193615,0.7594962962962962,0.29054834504420796
22,repl,57514.32,22891.56628358834,21.3016,8.478357882810498
23,>=,2014.0,724.0567121772849,0.7459259259259259,0.2681691526582537
24,repl,58352.48,22974.9660160438,21.61202962962963,8.509246672608814
25,&,2146.36,779.2498423064927,0.7949481481481482,0.28861105270610843
26,repl,79358.72,34270.26665989642,29.39211851851852,12.692691355517193
27,|,2230.92,781.7087729546636,0.8262666666666667,0.2895217677609865
28,repl,59275.92,23012.69816980821,21.954044444444445,8.523221544373412
29,^,10456.92,4189.8276660288075,3.8729333333333336,1.5517880244551139
30,repl,66365.84,25994.788874444406,24.57994074074074,9.627699583127558
31,not,2905.64,1095.0248671111704,1.076162962962963,0.40556476559672977
32,repl,64392.84,25632.115993425283,23.8492,9.493376293861216
33,print,11607.56,4684.362998360413,4.299096296296296,1.734949258652005
34,repl,133978.36,51972.664808496454,49.62161481481481,19.249135114257946
35,println,5723.28,2220.332674467077,2.119733333333333,0.8223454349878063
36,repl,187707.08,73753.52445036518,69.52114074074073,27.316120166801916
37,Mandelbrot.inner_benchmark_loop,16225.16,6374.8258731241485,6.009318518518518,2.3610466196756104
38,Mandelbrot.benchmark,2081.6,841.8540277753812,0.770962962962963,0.311797788064956
39,Mandelbrot.verify_result,1485.72,620.1737755151654,0.5502666666666667,0.22969399093154275
40,Mandelbrot._verify_result,42667.16,17779.23677841254,15.802651851851854,6.584902510523164
41,Mandelbrot._mandelbrot,144792.64,54595.09854420475,53.62690370370371,20.220406868223982
42,repl,25342958.68,6538636.554870888,9386.280992592592,2421.7172425447734
43,repl,8541.28,2215.276046188449,3.1634370370370375,0.8204726096994256
44,repl,1865.6,488.62021477392267,0.6909629629629629,0.18097044991626765
