# Code label is the function/method name. Exceptions: if it is the top-level code, it is "repl", classes field and init have their labels as well
Bytecode ID,Label,Inclusive Compilation Time(ticks),Inclusive Compilation Time(ticks)_std,Inclusive Compilation Time(μs),Inclusive Compilation Time(μs)_std
0,lambda-43,7900.52,1872.3938104000688,2.9261185185185186,0.6934791890370625
1,lambda-44,3024.28,762.9376105233117,1.1201037037037038,0.28256948537900434
2,lambda-64,85415.36,22006.402984511908,31.63531851851852,8.150519623893299
3,+,4176.68,1121.9373630156954,1.5469185185185186,0.4155323566724798
4,repl,87706.52,24058.254045630198,32.4838962962963,8.910464461344517
5,-,3000.2,743.9352890444939,1.111185185185185,0.2755315885349977
6,repl,75949.8,22270.80466183731,28.129555555555555,8.248446171050855
7,*,2786.6,723.6478171495484,1.0320740740740741,0.26801771005538827
8,repl,79424.76,21675.89250527895,29.416577777777775,8.0281083352885
9,/,2647.96,631.0193230975174,0.9807259259259259,0.23371086040648792
10,repl,74802.2,23073.87738353058,27.70451851851852,8.545880512418734
11,%,2402.4,625.2633730791256,0.8897777777777778,0.2315790270663428
12,repl,79625.2,21473.6545600246,29.490814814814815,7.953205392601704
13,=,2448.32,625.4191554469691,0.9067851851851852,0.23163672423961817
14,repl,68294.76,18345.98817465251,25.294355555555555,6.794810435056485
15,!=,4934.0,1242.780096134042,1.8274074074074074,0.4602889244940896
16,repl,169723.6,56905.734410657824,62.860592592592596,21.076197929873267
17,<,2759.52,958.7165366003762,1.0220444444444445,0.3550801987408801
18,repl,88347.56,27490.63777195013,32.721318518518515,10.181717693314862
19,<=,12081.8,3262.0493683622653,4.4747407407407405,1.208166432726765
20,repl,77830.2,21186.549584727625,28.826,7.8468702165657875
21,>,2374.04,585.2421079330838,0.8792740740740741,0.21675633627151253
22,repl,68008.16,18334.363252980587,25.188207407407408,6.790504908511329
23,>=,2273.72,583.3531516944402,0.8421185185185185,0.21605672284979266
24,repl,67354.4,18421.360826330867,24.946074074074073,6.8227262319743955
25,&,2567.84,627.5932440681624,0.9510518518518519,0.2324419422474676
26,repl,81928.28,23138.07876599145,30.343807407407407,8.569658802219056
27,|,2499.04,596.9075736063091,0.9255703703703704,0.22107687911344784
28,repl,69079.52,18542.393569199798,25.58500740740741,6.8675531737777025
29,^,11939.16,3300.4505837097763,4.421911111111111,1.222389105077695
30,repl,85335.92,23393.653250435953,31.605896296296297,8.664316018679983
31,not,3476.8,913.5509547577385,1.2877037037037038,0.33835220546582906
32,repl,75350.68,20627.657508880486,27.90765925925926,7.639873151437217
33,print,13260.64,3658.9834752068414,4.911348148148148,1.3551790648914228
34,repl,157408.96,44502.19334606569,58.29961481481481,16.48229383187618
35,println,6752.48,1761.198319326929,2.5009185185185183,0.6522956738247886
36,repl,219386.2,60305.014139178595,81.25414814814815,22.335190421917996
37,Random.init,3728.08,1004.591496630367,1.3807703703703704,0.3720709246779137
38,Random.next,10983.68,2906.0239857431125,4.068029629629629,1.0763051799048564
39,Storage.init,3089.48,830.2238508071058,1.1442518518518519,0.3074903151137429
40,Storage.benchmark,10648.08,2773.7934817112236,3.9437333333333333,1.027330919152305
41,Storage._build_tree_depth,60887.76,16162.367757635675,22.551022222222223,5.986062132457658
42,Storage.verify_result,3748.08,959.5818783326882,1.3881777777777777,0.3554006956787734
43,repl,4847447.96,1272521.6958416996,1795.3510962962962,471.3043317932221
44,repl,2604.8,642.936756974889,0.9647407407407408,0.23812472480551444
45,repl,6619.32,1632.8685968852108,2.4516,0.6047661469945225
