# Code label is the function/method name. Exceptions: if it is the top-level code, it is "repl", classes field and init have their labels as well
Bytecode ID,Label,Inclusive Compilation Time(ticks),Inclusive Compilation Time(ticks)_std,Inclusive Compilation Time(μs),Inclusive Compilation Time(μs)_std
0,lambda-43,7229.2,1948.4671107392735,2.6774814814814816,0.7216544854589901
1,lambda-44,2806.6,844.8610802362474,1.0394814814814815,0.31291151119861016
2,lambda-64,77243.52,21856.81077454544,28.608711111111113,8.095115101683497
3,+,3878.92,1073.43075477933,1.4366370370370372,0.3975669462145667
4,repl,82147.84,24605.83626749673,30.425125925925926,9.113272691665456
5,-,2743.08,749.5690418976951,1.0159555555555555,0.277618163665813
6,repl,70342.76,21307.36100416081,26.052874074074072,7.891615186726226
7,*,2569.8,721.4955273030924,0.9517777777777778,0.267220565667812
8,repl,76451.44,24960.99813558941,28.31534814814815,9.244814124292374
9,/,2470.64,655.6467988924824,0.9150518518518518,0.24283214773795644
10,repl,70419.16,22397.81298394273,26.081170370370373,8.29548629034916
11,%,2224.52,603.1139344760521,0.8238962962962962,0.2233755312874267
12,repl,77313.84,28461.650092970605,28.634755555555554,10.54135188628541
13,=,2302.32,632.8717005742593,0.8527111111111112,0.23439692613861457
14,repl,64994.0,19303.22476601635,24.071851851851854,7.149342505931981
15,!=,4604.44,1281.465888292444,1.705348148148148,0.47461699566386817
16,repl,154839.48,45699.949653542586,57.34795555555556,16.925907279089845
17,<,2463.4,682.5802487022074,0.9123703703703704,0.25280749951933607
18,repl,82291.28,25518.400128214802,30.47825185185185,9.451259306746223
19,<=,11462.12,3333.4141940940613,4.24522962962963,1.2345978496644672
20,repl,74823.24,24523.47147210739,27.712311111111113,9.082767211891627
21,>,2187.68,613.5391290350949,0.8102518518518518,0.22723671445744256
22,repl,63018.52,18819.254819704725,23.34019259259259,6.970094377668417
23,>=,2106.48,587.7437397994719,0.7801777777777777,0.217682866592397
24,repl,64794.84,21555.381922169978,23.998088888888887,7.98347478598888
25,&,2385.52,650.5900066360487,0.8835259259259259,0.24095926171705506
26,repl,77201.0,24113.341515875076,28.592962962962964,8.93086722810188
27,|,2329.52,622.6539065539852,0.8627851851851852,0.23061255798295746
28,repl,65498.8,19810.817082326204,24.258814814814816,7.337339660120817
29,^,11341.28,3374.666550662935,4.200474074074075,1.2498765002455314
30,repl,80632.28,24216.592166630253,29.863807407407407,8.969108209863057
31,not,3199.76,935.7072313801698,1.1850962962962963,0.34655823384450735
32,repl,70442.92,20963.03077562002,26.08997037037037,7.7640854724518595
33,print,12427.88,3718.024874163426,4.602918518518519,1.3770462496901577
34,repl,144824.16,43216.11152854161,53.638577777777776,16.00596723279319
35,println,6209.76,1735.723792566557,2.2999111111111112,0.6428606639135396
36,repl,204207.24,60977.34580456742,75.63231111111111,22.584202149839786
37,Queens.init,9525.64,2827.5465297602414,3.5280148148148145,1.0472394554667561
38,Queens.benchmark,25548.04,10070.122123897212,9.462237037037037,3.729674860702671
39,Queens.verify_result,1667.24,540.2537408383175,0.6174962962962963,0.20009397808826576
40,Queens.queens,39677.92,14976.995327991988,14.695525925925926,5.547035306663699
41,Queens.place_queen,47600.32,13690.876022477787,17.62974814814815,5.070694823139921
42,Queens.get_row_column,24907.28,6444.5336527659365,9.224918518518518,2.3868643158392358
43,Queens.set_row_column,25840.4,6823.384150500844,9.570518518518519,2.527179315000313
44,repl,7485891.08,2059077.505870785,2772.552251851852,762.6212984706611
45,repl,2574.16,676.8868521490464,0.9533925925925926,0.25069883412927646
46,repl,2302.24,618.0010752252717,0.8526814814814814,0.22888928712047102
