# Code label is the function/method name. Exceptions: if it is the top-level code, it is "repl", classes field and init have their labels as well
Bytecode ID,Label,Inclusive Compilation Time(ticks),Inclusive Compilation Time(ticks)_std,Inclusive Compilation Time(μs),Inclusive Compilation Time(μs)_std
0,lambda-43,6780.4,2022.7248140736758,2.5112592592592593,0.7491573385458059
1,lambda-44,2624.76,798.4194478429729,0.9721333333333334,0.29571090660850846
2,lambda-64,72424.48,25261.431408891356,26.82388148148148,9.356085706996799
3,+,3575.4,1131.2505090764444,1.3242222222222222,0.4189816700283127
4,repl,74565.48,25832.594208883016,27.616844444444443,9.567627484771487
5,-,2497.28,754.4138159619598,0.9249185185185186,0.27941252443035547
6,repl,64201.28,22094.07769483275,23.778251851851852,8.182991738826946
7,*,2360.0,698.7891568379448,0.8740740740740741,0.2588107988288684
8,repl,69270.52,24823.451912796874,25.65574814814815,9.193871078813658
9,/,2299.24,641.3829306065677,0.8515703703703703,0.23754923355798804
10,repl,62367.2,21410.103847845072,23.09896296296296,7.929668091794471
11,%,2039.24,598.383658240246,0.7552740740740741,0.22162357712601702
12,repl,68351.36,23877.506192008153,25.31531851851852,8.843520811854871
13,=,2101.36,654.1280458810517,0.7782814814814816,0.24226964662261172
14,repl,57907.2,20145.308227769478,21.44711111111111,7.461225269544251
15,!=,4166.56,1281.8757327782262,1.5431703703703705,0.47476878991786153
16,repl,140781.76,49118.546828601,52.141392592592595,18.192054380963334
17,<,2298.04,721.630069738658,0.851125925925926,0.26727039619950294
18,repl,73605.48,25302.834445757013,27.26128888888889,9.37142016509519
19,<=,10233.52,3579.063121282224,3.7901925925925926,1.325578933808231
20,repl,66116.04,22872.672868767055,24.48742222222222,8.471360321765577
21,>,2030.24,616.4290369142425,0.7519407407407408,0.2283070507089787
22,repl,57621.4,19985.697862752364,21.34125925925926,7.402110319537913
23,>=,1941.96,592.5632304158066,0.7192444444444445,0.21946786311696542
24,repl,58507.76,21026.310913593523,21.669540740740743,7.787522560590194
25,&,2200.4,660.7534351335726,0.814962962962963,0.24472349449391576
26,repl,69499.68,24865.885353755704,25.74062222222222,9.209587168057668
27,|,2151.96,644.2177968636992,0.7970222222222222,0.2385991840235923
28,repl,59358.08,21099.456153006715,21.984474074074075,7.814613390002487
29,^,10113.0,3580.189215157004,3.7455555555555557,1.3259960056137052
30,repl,72421.92,25394.196791537765,26.82293333333333,9.405258070939913
31,not,2944.84,927.1440537082308,1.0906814814814816,0.343386686558604
32,repl,63837.72,22363.419084399637,23.6436,8.282747809036902
33,print,11177.48,3915.4379077947237,4.139807407407408,1.4501621880721198
34,repl,132147.16,46848.2851890819,48.943392592592595,17.351216736697
35,println,5714.88,1820.2905872527103,2.1166222222222224,0.6741816989824853
36,repl,184999.28,64807.75665563751,68.51825185185186,24.0028728354213
37,Permute.init,5322.24,1791.7242244069064,1.9711999999999998,0.6636015645951505
38,Permute.benchmark,18105.96,6284.69196218811,6.705911111111111,2.3276636896992997
39,Permute._permute,35967.04,12236.179937699311,13.321125925925926,4.53191849544419
40,Permute._swap,21140.84,7178.644134272892,7.82994074074074,2.658757086767738
41,Permute.verify_result,3259.12,1061.0693227848508,1.2070814814814814,0.39298863806846324
42,repl,3580807.4,1233894.9270327946,1326.224962962963,456.99812112325725
43,repl,13393.32,5140.621555526419,4.9604888888888885,1.9039339094542291
44,repl,5743.88,1861.9974094109425,2.127362962962963,0.689628670152201
