Function identifier,Function label,calls,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
0,repl,20,270866.85,3098.4623227964958,79.5,20.90202709887501
43,lambda-43,9810,33182.95,376.31572340816456,25363.35,312.42519525732695
48,int.+,19930,16153.35,201.27547893633917,16153.35,201.27547893633917
49,int.-,4580,3811.4,56.955569017482986,3811.4,56.955569017482986
53,int.=,1130,799.8,22.804893288387404,799.8,22.804893288387404
54,int.<,9821,7146.3,96.31040824771796,7146.3,96.31040824771796
65,list.get,14520,28859.65,337.668986933716,28859.65,337.668986933716
66,list.set,7670,17665.15,216.27717961230317,17665.15,216.27717961230317
87,+,10120,41903.3,487.8981882578199,33569.55,391.3160621879916
88,-,4580,12900.1,157.222905790674,9088.7,125.79184979037476
92,=,1130,3587.45,62.11743970729536,2787.65,57.24212195853494
94,<,9821,49338.55,568.5897119420257,42192.25,483.73838895354237
104,Queens.benchmark,1,270782.05,3088.0871864396336,69.45,6.1684682053164535
106,Queens.queens,10,270601.95,3084.2518580174715,61.0,7.211102550927978
107,Queens.place_queen,1130,1509139.4,16922.042424943247,40516.6,447.9488222647994
108,Queens.get_row_column,8760,89442.75,1046.6728677601525,28596.7,360.08903869664425
109,Queens.set_row_column,2180,53171.1,602.098426994685,14101.15,162.040045407885
110,Queens.init,1,5.3,1.8381913307436342,5.3,1.8381913307436342
