Function identifier,Function label,calls,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
0,repl,20,322626.15,3156.437586817399,84.55,23.685383011913753
43,lambda-43,8660,31376.4,307.00015429449223,24251.95,242.96360459520406
44,lambda-44,5039,17060.0,156.45883938292758,12948.15,116.81396590981312
48,int.+,8660,7124.45,90.13467993128822,7124.45,90.13467993128822
49,int.-,8659,7064.6,84.94233337976996,7064.6,84.94233337976996
53,int.=,8661,6203.7,69.18023751880223,6203.7,69.18023751880223
57,int.>=,8659,6231.05,75.49867548507072,6231.05,75.49867548507072
65,list.get,20156,22330.5,236.87427266934571,22330.5,236.87427266934571
66,list.set,20156,22256.35,227.65816364383784,22256.35,227.65816364383784
88,-,3620,10325.8,102.86199236688039,7373.05,77.06147580102261
92,=,1,7.75,1.118033988749895,3.4,0.6805570473787206
93,!=,8660,44859.2,461.1898341874995,32219.1,330.31243582880387
97,>=,8659,39902.35,398.1046245715612,33671.3,343.253182604941
101,not,8660,6440.75,88.16842435153066,6440.75,88.16842435153066
104,Permute.benchmark,1,322526.9,3135.8319621333135,9.55,2.282081229238369
105,Permute._permute,8660,1853495.75,17939.44639724073,84335.95,879.4450089028943
106,Permute._swap,10078,94657.65,892.5845544496625,50070.8,453.8845900145015
107,Permute.verify_result,1,10.65,1.1367080817685313,2.9,0.5525062514530825
108,Permute.init,1,4.05,1.190974832912761,4.05,1.190974832912761
