Function identifier,Function label,calls,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
0,repl,18,8781423.55,44291.72183968115,1624820.85,7794.317621629359
48,int.+,1000000,702889.65,3488.668834881525,702889.65,3488.668834881525
54,int.<,1000001,693368.05,4868.349017404489,693368.05,4868.349017404489
87,+,1000000,2804949.35,13322.6264333119,2102059.7,10588.832533928366
94,<,1000001,4351653.35,25955.280588928366,3658285.3,23805.033786774446
