# Omitting opcode pairs executed zero times
# Opcode pairs are only tracked if they are in the same bytecode frame
opcode,next opcode,counts
LOAD_LOCAL_SAFE,LOAD_FIELD,3171892
ASSERT_FUNC,LOAD_LOCAL_SAFE,2250256
LOAD_FIELD,ASSERT_FUNC,2120189
LOAD_LOCAL_SAFE,CALL,1266117
LOAD_GLOBAL_BY_INDEX,ASSERT_FUNC,920769
ASSERT_FUNC,CALL,613781
LOAD_FIELD,LOAD_FIELD,574002
POP,LOAD_LOCAL_SAFE,536303
DUPE,STORE_LOCAL,423320
LOAD_LOCAL_SAFE,LOAD_LOCAL_SAFE,414677
STORE_LOCAL,POP,412300
LOAD_CONST,CALL,403589
CALL,CALL,379971
CALL,JUMP_IF_FALSE,362623
CALL,POP,332924
CALL,JUMP_IF_FALSE_PEEK,331348
LOAD_FIELD,CALL,301643
ASSERT_FUNC,LOAD_CONST,296034
CALL,DUPE,294201
JUMP_IF_FALSE_PEEK,LOAD_LOCAL_SAFE,276718
LOAD_FIELD,LOAD_LOCAL_SAFE,261436
SWAP,DUPE,254722
DUPE,STORE_FIELD,254722
POP,JUMP,251671
JUMP,LOAD_GLOBAL_BY_INDEX,251671
JUMP_IF_FALSE,LOAD_LOCAL_SAFE,239235
LOAD_GLOBAL_BY_INDEX,CALL,209141
LOAD_FIELD,LOAD_GLOBAL_BY_INDEX,202070
JUMP_IF_FALSE,LOAD_GLOBAL_BY_INDEX,198667
LOAD_LOCAL_SAFE,ASSERT_FUNC,165243
LOAD_LOCAL_SAFE,JUMP_IF_FALSE,134407
STORE_FIELD,JUMP,131181
LOAD_FIELD,SWAP,114033
CALL,SWAP,93232
POP,LOAD_GLOBAL_BY_INDEX,89805
JUMP_IF_FALSE,LOAD_CONST,72129
LOAD_GLOBAL_BY_INDEX,JUMP,67260
STORE_FIELD,POP,64354
LOAD_FIELD,LOAD_CONST,63127
LOAD_FIELD,DUPE,60269
LOAD_LOCAL_SAFE,LOAD_CONST,46383
LOAD_CONST,POP,46046
ASSERT_FUNC,LOAD_GLOBAL_BY_INDEX,45210
CALL,LOAD_LOCAL_SAFE,37082
LOAD_LOCAL_SAFE,LOAD_NONLOCAL,36058
LOAD_NONLOCAL,CALL,32054
LOAD_LOCAL_SAFE,LOAD_GLOBAL_BY_INDEX,31130
CREATE_FUNC,DUPE,29246
LOAD_LOCAL_SAFE,CREATE_FUNC,29075
CALL,LOAD_GLOBAL_BY_INDEX,27064
CALL,JUMP,26051
LOAD_LOCAL_SAFE,SWAP,25380
LOAD_FIELD,JUMP,25011
JUMP,POP,23205
LOAD_NONLOCAL,LOAD_FIELD,20046
JUMP_IF_FALSE_PEEK,POP,18359
LOAD_GLOBAL_BY_INDEX,CREATE_OBJECT,15054
JUMP_IF_FALSE_PEEK,JUMP_IF_FALSE,14022
LOAD_CONST,DUPE,12332
POP,LOAD_CONST,12331
CREATE_OBJECT,DUPE,12094
JUMP_IF_FALSE,LOAD_NONLOCAL,12027
JUMP_IF_FALSE_PEEK,LOAD_GLOBAL_BY_INDEX,11045
STORE_LOCAL,JUMP,11020
LOAD_FIELD,JUMP_IF_FALSE,11015
LOAD_FIELD,JUMP_IF_FALSE_PEEK,10010
LOAD_LOCAL_SAFE,JUMP,10006
CREATE_LIST,DUPE,9174
POP,LOAD_NONLOCAL,7018
LOAD_NONLOCAL,SWAP,7006
LOAD_GLOBAL_BY_INDEX,SWAP,6032
LOAD_GLOBAL_BY_INDEX,DUPE,6030
LOAD_CONST,JUMP,6007
CALL,LOAD_CONST,5168
