Function identifier,Function label,calls,inclusive execution time(μs),inclusive execution time(μs)_std,exclusive execution time(μs),exclusive execution time(μs)_std
0,repl,21,174848.45,2272.5051207168294,89.1,2.3373399185263675
6,base.=,39621,27268.65,380.87810938740796,27268.65,380.87810938740796
44,lambda-44,31,318.95,5.548589199541017,237.65,5.234249556627265
48,int.+,9,27.45,3.9400106866005227,27.45,3.9400106866005227
49,int.-,31,81.3,2.1299864096428336,81.3,2.1299864096428336
53,int.=,35,82.4,1.8750438591361556,82.4,1.8750438591361556
87,+,9,43.45,4.322219215561425,16.0,1.5894388284780523
92,=,18797,45766.0,602.107788916308,32804.75,445.9976250821828
93,!=,20859,82053.8,1085.1445986595543,51979.05,717.5240670821476
101,not,20859,15684.95,200.96280750427442,15684.95,200.96280750427442
104,Element.init-values,31,71.15,3.7455236440878403,71.15,3.7455236440878403
105,Element.length,10,586.7,43.18150188753465,45.7,3.147262804071934
106,Element.init,31,82.3,3.6288319129758007,82.3,3.6288319129758007
107,List.benchmark,1,174749.55,2272.628028354653,22.65,2.9249381459946697
108,List.make_list,34,10978.85,63.031550161720375,763.85,8.916424820461806
109,List.is_shorter_than,2809,165933.85,2200.4960272151056,38645.0,537.4727410468544
110,List.tail,2809,1751950.2,23524.902077317376,6944.7,84.3801548132962
111,List.verify_result,1,9.8,1.6733200530681513,1.8,0.4103913408340616
