Function object uid, Function label, calls, execution time(μs)
32693, int[<], 1, 3
34741, int[<], 1, 1
35765, int[<], 1, 1
36789, int[+], 1, 0
37813, int[<], 1, 1
38837, int[+], 1, 1
39861, int[+], 1, 0
40885, int[<], 1, 1
42933, int[<], 1, 2
43957, int[<], 1, 1
44981, int[<], 1, 1
46005, int[+], 1, 0
47029, int[<], 1, 4
48053, int[neg], 1, 1
49077, int[+], 1, 1
50101, int[<], 1, 2
948, int[+], 1, 0
1972, int[-], 1, 1
2996, int[<], 1, 0
4020, int[+], 1, 1
5044, int[+], 1, 1
6068, int[<], 1, 1
8116, lambda-41, 1, 2
9140, int[>=], 1, 0
10164, lambda-41, 1, 3
12212, int[+], 1, 4
13236, int[>], 1, 1
14260, int[<], 1, 0
16308, int[+], 1, 0
17332, int[>], 1, 1
18356, lambda-41, 1, 2
19380, int[<], 1, 2
20404, int[>], 1, 0
21428, int[<], 1, 0
23476, int[<], 1, 1
24500, int[<], 1, 0
25524, int[+], 1, 1
26548, int[+], 1, 0
28596, int[<], 1, 1
29620, lambda-41, 1, 1
30644, int[+], 1, 0
31668, int[<], 1, 1
32692, int[>], 1, 1
33716, lambda-41, 1, 1
34740, int[>], 1, 1
35764, int[>], 1, 1
36788, int[+], 1, 1
37812, int[>], 1, 1
38836, int[+], 1, 1
39860, int[<], 1, 4
40884, int[>], 1, 1
41908, lambda-41, 1, 1
44980, int[>], 1, 1
46004, int[<], 1, 1
48052, int[>=], 1, 1
49076, int[+], 1, 1
947, int[*], 1, 1
1971, int[%], 1, 1
2995, int[>], 1, 1
4019, int[<], 1, 5
5043, int[<], 1, 2
6067, int[>], 1, 1
7091, lambda-41, 1, 2
8115, int[<], 1, 1
9139, int[<], 1, 1
10163, int[<], 1, 0
11187, lambda-41, 1, 1
12211, int[+], 1, 1
13235, int[<], 1, 0
14259, int[>], 1, 1
15283, lambda-41, 1, 4
16307, int[<], 1, 1
17331, int[+], 1, 1
18355, int[<], 1, 0
20403, int[<], 1, 1
21427, int[>], 1, 1
22451, lambda-41, 1, 2
23475, int[>], 1, 1
24499, int[>], 1, 1
25523, int[<], 1, 1
26547, int[+], 1, 1
27571, lambda-41, 1, 3
28595, int[>], 1, 1
30643, int[<], 1, 2
31667, int[>], 1, 1
32691, int[<], 1, 0
33715, int[neg], 1, 0
34739, int[+], 1, 1
35763, int[+], 1, 1
36787, int[<], 1, 2
37811, int[<], 1, 0
38835, int[<], 1, 5
40883, int[+], 1, 1
42931, lambda-41, 1, 3
43955, lambda-41, 1, 3
44979, int[+], 1, 1
47027, lambda-41, 1, 1
48051, int[<], 1, 1
49075, int[<], 1, 2
50099, lambda-41, 1, 2
946, int[%], 1, 1
1970, int[&], 1, 1
2994, int[<], 1, 1
6066, int[<], 1, 1
7090, int[<], 1, 0
8114, int[>], 1, 1
9138, int[>], 1, 1
10162, int[>], 1, 0
11186, int[<], 1, 1
12210, int[<], 1, 1
13234, int[>], 1, 1
14258, int[<], 1, 1
15282, int[<], 1, 1
17330, int[+], 1, 0
18354, int[>], 1, 1
19378, lambda-41, 1, 2
20402, int[>], 1, 0
21426, int[<], 1, 0
22450, int[neg], 1, 0
23474, int[<], 1, 1
24498, int[+], 1, 1
26546, int[<], 1, 4
27570, int[>=], 1, 1
28594, int[+], 1, 1
29618, lambda-41, 1, 3
31666, int[+], 1, 1
32690, int[>], 1, 0
33714, int[>=], 1, 0
34738, int[+], 1, 1
35762, int[+], 1, 1
37810, int[>], 1, 0
39858, lambda-41, 1, 2
40882, int[+], 1, 0
41906, lambda-41, 1, 1
43954, int[<], 1, 1
44978, int[<], 1, 2
46002, lambda-41, 1, 1
47026, int[<], 1, 1
48050, int[>], 1, 1
50098, int[<], 1, 0
945, int[&], 1, 1
1969, int[+], 1, 0
2993, int[>], 1, 0
4017, lambda-41, 1, 2
5041, lambda-41, 1, 4
6065, int[>], 1, 1
7089, int[>], 1, 0
8113, int[<], 1, 0
9137, int[+], 1, 1
10161, int[<], 1, 1
11185, int[>], 1, 1
13233, int[+], 1, 1
14257, int[>], 1, 1
15281, int[>], 1, 1
16305, lambda-41, 1, 2
17329, int[<], 1, 1
18353, int[<], 1, 1
19377, int[<], 1, 1
20401, int[+], 1, 1
21425, int[>], 1, 1
22449, int[>=], 1, 0
23473, int[>], 1, 1
24497, int[<], 1, 2
25521, lambda-41, 1, 1
27569, int[>], 1, 0
28593, int[+], 1, 0
29617, int[neg], 1, 1
30641, lambda-41, 1, 5
31665, int[+], 1, 0
32689, int[+], 1, 1
33713, int[<], 1, 1
34737, int[<], 1, 2
35761, int[<], 1, 2
36785, lambda-41, 1, 4
37809, int[+], 1, 1
38833, lambda-41, 1, 1
39857, int[<], 1, 0
40881, int[<], 1, 4
41905, int[<], 1, 1
42929, lambda-41, 1, 1
43953, int[>], 1, 1
47025, int[>], 1, 0
48049, int[<], 1, 1
49073, lambda-41, 1, 2
50097, int[>], 1, 0
944, int[+], 1, 3
1968, int[*], 1, 1
2992, int[+], 1, 4
4016, int[<], 1, 1
5040, int[<], 1, 0
6064, int[+], 1, 1
7088, int[<], 1, 1
8112, int[>], 1, 1
9136, int[+], 1, 1
10160, int[>], 1, 1
11184, int[<], 1, 1
12208, lambda-41, 1, 2
13232, int[+], 1, 1
14256, int[+], 1, 1
15280, int[<], 1, 0
18352, int[>], 1, 0
19376, int[>], 1, 1
20400, int[+], 1, 1
21424, int[+], 1, 1
22448, int[<], 1, 1
23472, int[+], 1, 0
25520, int[<], 1, 1
26544, lambda-41, 1, 2
27568, int[<], 1, 1
28592, int[<], 1, 2
29616, int[>=], 1, 0
30640, int[<], 1, 1
31664, int[<], 1, 1
32688, int[<], 1, 4
33712, int[>], 1, 1
36784, int[<], 1, 1
37808, int[+], 1, 0
38832, int[<], 1, 1
39856, int[>], 1, 1
41904, int[>], 1, 1
42928, int[>=], 1, 1
43952, int[<], 1, 1
44976, lambda-41, 1, 3
46000, lambda-41, 1, 2
47024, int[<], 1, 0
48048, int[>], 1, 1
49072, int[<], 1, 0
50096, int[<], 1, 1
943, int[*], 1, 1
1967, int[-], 1, 1
2991, int[+], 1, 2
4015, int[>], 1, 1
5039, int[>], 1, 1
6063, int[<], 1, 2
7087, int[>], 1, 1
8111, int[+], 1, 1
9135, int[<], 1, 2
10159, int[+], 1, 1
11183, int[>], 1, 1
13231, int[<], 1, 2
14255, int[+], 1, 0
15279, int[>], 1, 1
16303, lambda-41, 1, 1
17327, lambda-41, 1, 4
18351, int[+], 1, 1
19375, int[<], 1, 1
20399, int[<], 1, 2
21423, int[+], 1, 1
22447, int[>], 1, 1
23471, int[<], 1, 2
24495, lambda-41, 1, 1
25519, int[>], 1, 1
26543, int[<], 1, 0
27567, int[>], 1, 1
29615, int[<], 1, 0
30639, int[>], 1, 1
33711, int[<], 1, 1
34735, lambda-41, 1, 3
35759, lambda-41, 1, 2
36783, int[>], 1, 0
37807, int[<], 1, 1
38831, int[>], 1, 1
39855, int[<], 1, 0
40879, lambda-41, 1, 4
41903, int[neg], 1, 1
42927, int[>], 1, 1
43951, int[>], 1, 1
44975, int[<], 1, 1
45999, int[<], 1, 1
47023, int[>], 1, 1
48047, int[+], 1, 0
49071, int[>], 1, 1
50095, int[>], 1, 1
942, Ball[init-values], 1, 128
1966, int[%], 1, 1
2990, Ball[bounce], 50, 2207
4014, int[<], 1, 0
5038, int[<], 1, 1
7086, int[+], 1, 1
8110, int[+], 1, 0
10158, int[<], 1, 2
11182, int[+], 1, 1
12206, lambda-41, 1, 2
14254, int[<], 1, 2
15278, int[+], 1, 0
16302, int[>=], 1, 1
18350, int[+], 1, 0
19374, int[>], 1, 3
21422, int[<], 1, 2
22446, int[<], 1, 1
24494, int[<], 1, 0
25518, int[<], 1, 1
26542, int[>], 1, 1
27566, int[+], 1, 1
28590, lambda-41, 1, 2
29614, int[>], 1, 1
30638, int[<], 1, 0
31662, lambda-41, 1, 1
32686, lambda-41, 1, 1
33710, int[>], 1, 1
34734, int[<], 1, 0
36782, int[<], 1, 1
38830, int[<], 1, 0
39854, int[>], 1, 1
40878, int[<], 1, 1
41902, int[>=], 1, 0
42926, int[<], 1, 1
43950, int[+], 1, 3
44974, int[>], 1, 1
45998, int[>], 1, 0
47022, int[+], 1, 0
48046, int[+], 1, 1
49070, int[<], 1, 0
50094, int[+], 1, 1
941, int[<], 1, 1
1965, int[&], 1, 1
2989, int[<], 1, 4
4013, int[>], 1, 1
5037, int[>], 1, 1
6061, lambda-41, 1, 2
7085, int[<], 1, 1
8109, int[<], 1, 2
9133, lambda-41, 1, 1
11181, int[+], 1, 1
12205, int[neg], 1, 1
13229, lambda-41, 1, 2
15277, int[+], 1, 1
16301, int[>], 1, 0
17325, lambda-41, 1, 2
18349, int[<], 1, 2
19373, int[+], 1, 0
20397, lambda-41, 1, 3
22445, int[>], 1, 0
23469, lambda-41, 1, 1
24493, int[>], 1, 1
25517, int[>], 1, 1
26541, int[<], 1, 0
27565, int[+], 1, 1
29613, int[<], 1, 1
30637, int[>], 1, 1
31661, int[<], 1, 1
33709, int[+], 1, 0
34733, int[>], 1, 0
35757, lambda-41, 1, 2
36781, int[>], 1, 1
37805, lambda-41, 1, 2
38829, int[>], 1, 0
39853, int[+], 1, 0
40877, int[>], 1, 1
41901, int[<], 1, 0
42925, int[>], 1, 1
43949, int[+], 1, 0
44973, int[<], 1, 0
45997, int[>=], 1, 0
47021, int[+], 1, 1
48045, int[<], 1, 2
49069, int[>], 1, 0
50093, int[+], 1, 1
1964, int[+], 1, 0
4012, int[+], 1, 1
5036, int[+], 1, 1
6060, int[<], 1, 1
9132, int[<], 1, 0
10156, lambda-41, 1, 2
11180, int[<], 1, 2
12204, int[>=], 1, 1
14252, lambda-41, 1, 4
15276, int[<], 1, 2
16300, int[neg], 1, 1
17324, int[<], 1, 1
19372, int[<], 1, 1
20396, int[<], 1, 1
21420, lambda-41, 1, 4
22444, int[+], 1, 1
24492, int[<], 1, 0
25516, int[+], 1, 1
26540, int[>], 1, 1
27564, int[<], 1, 1
28588, lambda-41, 1, 1
29612, int[>], 1, 1
30636, int[+], 1, 1
31660, int[>], 1, 1
32684, lambda-41, 1, 3
33708, int[+], 1, 1
34732, int[<], 1, 0
35756, int[>=], 1, 1
36780, int[+], 1, 3
37804, int[<], 1, 0
38828, int[+], 1, 1
39852, int[<], 1, 2
40876, int[<], 1, 1
41900, int[>], 1, 1
42924, int[+], 1, 1
43948, int[<], 1, 1
44972, int[>], 1, 1
45996, int[>], 1, 1
47020, int[<], 1, 2
49068, int[+], 1, 1
50092, int[<], 1, 2
939, lambda-41, 1, 1
1963, int[*], 1, 0
2987, lambda-41, 1, 4
4011, int[+], 1, 1
5035, int[+], 1, 1
6059, int[>], 1, 1
7083, lambda-41, 1, 1
8107, lambda-41, 1, 4
9131, int[>], 1, 0
10155, int[<], 1, 0
12203, int[<], 1, 1
13227, lambda-41, 1, 2
14251, int[<], 1, 0
16299, int[>=], 1, 1
17323, int[>], 1, 1
18347, lambda-41, 1, 5
20395, int[>], 1, 1
21419, int[<], 1, 1
22443, int[<], 1, 4
23467, lambda-41, 1, 2
24491, int[>], 1, 1
25515, int[<], 1, 2
26539, int[+], 1, 1
28587, int[<], 1, 1
29611, int[+], 1, 1
30635, int[+], 1, 1
31659, int[<], 1, 1
32683, int[<], 1, 1
33707, int[<], 1, 1
34731, int[>], 1, 0
35755, int[>], 1, 1
36779, int[+], 1, 0
37803, int[>], 1, 0
38827, int[+], 1, 1
40875, int[>], 1, 1
41899, int[+], 1, 0
42923, int[+], 1, 2
44971, int[+], 1, 1
45995, int[+], 1, 1
48043, lambda-41, 1, 4
49067, int[+], 1, 0
938, int[-], 1, 1
1962, int[%], 1, 0
2986, int[<], 1, 0
4010, int[<], 1, 1
5034, int[<], 1, 1
6058, int[<], 1, 1
7082, int[<], 1, 0
9130, int[<], 1, 1
10154, int[>], 1, 1
11178, lambda-41, 1, 4
12202, int[>], 1, 1
13226, int[<], 1, 0
14250, int[>], 1, 1
15274, lambda-41, 1, 1
16298, int[<], 1, 0
17322, int[>=], 1, 1
18346, int[<], 1, 1
19370, lambda-41, 1, 1
20394, int[<], 1, 1
21418, int[>], 1, 1
23466, int[neg], 1, 0
24490, int[+], 1, 1
26538, int[+], 1, 1
27562, lambda-41, 1, 2
28586, int[>], 1, 0
29610, int[+], 1, 1
30634, int[<], 1, 2
31658, int[>], 1, 0
32682, int[>], 1, 1
34730, int[+], 1, 0
35754, int[>=], 1, 1
36778, int[<], 1, 2
37802, int[<], 1, 1
38826, int[<], 1, 1
39850, lambda-41, 1, 4
40874, int[+], 1, 1
41898, int[+], 1, 3
42922, int[<], 1, 4
43946, lambda-41, 1, 1
44970, int[+], 1, 1
45994, int[+], 1, 1
47018, lambda-41, 1, 4
48042, int[<], 1, 0
49066, int[<], 1, 2
50090, lambda-41, 1, 1
937, int[%], 1, 0
1961, int[&], 1, 1
2985, int[>], 1, 1
6057, int[>], 1, 1
7081, int[>], 1, 0
8105, lambda-41, 1, 2
9129, int[>], 1, 1
10153, int[<], 1, 1
12201, int[<], 1, 0
13225, int[>], 1, 0
14249, int[<], 1, 1
16297, int[>], 1, 1
17321, int[>], 1, 0
18345, int[>], 1, 1
20393, int[>], 1, 1
21417, int[<], 1, 1
22441, lambda-41, 1, 1
23465, int[>=], 1, 1
24489, int[<], 1, 2
25513, lambda-41, 1, 2
26537, int[<], 1, 2
28585, int[neg], 1, 1
29609, int[<], 1, 2
31657, int[+], 1, 1
32681, int[>=], 1, 0
33705, lambda-41, 1, 2
34729, int[+], 1, 1
35753, int[>], 1, 1
37801, int[>], 1, 0
40873, int[+], 1, 1
41897, int[<], 1, 4
43945, int[<], 1, 1
44969, int[<], 1, 2
45993, int[<], 1, 2
47017, int[<], 1, 0
48041, int[>], 1, 1
936, int[&], 1, 1
1960, int[+], 1, 0
2984, int[<], 1, 1
4008, lambda-41, 1, 4
5032, lambda-41, 1, 1
6056, int[+], 1, 1
7080, int[<], 1, 1
8104, int[neg], 1, 1
9128, int[+], 1, 0
10152, int[>], 1, 1
11176, lambda-41, 1, 1
12200, int[>], 1, 1
13224, int[>=], 1, 1
14248, int[>], 1, 1
15272, lambda-41, 1, 2
16296, int[+], 1, 1
17320, int[+], 1, 1
18344, int[<], 1, 1
19368, lambda-41, 1, 1
20392, int[+], 1, 1
21416, int[>], 1, 0
22440, int[<], 1, 0
23464, int[<], 1, 1
25512, int[<], 1, 0
27560, lambda-41, 1, 2
28584, int[>=], 1, 1
30632, lambda-41, 1, 2
31656, int[+], 1, 1
32680, int[>], 1, 1
34728, int[<], 1, 1
35752, int[+], 1, 1
36776, lambda-41, 1, 1
37800, int[+], 1, 0
38824, lambda-41, 1, 4
39848, lambda-41, 1, 2
40872, int[<], 1, 2
42920, lambda-41, 1, 2
43944, int[>], 1, 1
47016, int[>], 1, 0
48040, int[<], 1, 0
49064, lambda-41, 1, 2
50088, lambda-41, 1, 4
935, int[+], 1, 1
1959, int[*], 1, 1
2983, int[>], 1, 1
4007, int[<], 1, 0
6055, int[+], 1, 1
7079, int[>], 1, 1
8103, int[>=], 1, 1
9127, int[<], 1, 4
10151, int[+], 1, 1
11175, int[<], 1, 0
12199, int[+], 1, 1
13223, int[>], 1, 0
14247, int[<], 1, 2
15271, int[neg], 1, 3
16295, int[+], 1, 1
17319, int[+], 1, 1
18343, int[>], 1, 1
19367, int[neg], 1, 0
20391, int[+], 1, 0
21415, int[+], 1, 1
22439, int[>], 1, 1
23463, int[>], 1, 0
24487, lambda-41, 1, 2
25511, int[>], 1, 1
26535, lambda-41, 1, 3
27559, int[<], 1, 1
28583, int[<], 1, 1
29607, lambda-41, 1, 2
31655, int[<], 1, 2
32679, int[+], 1, 1
33703, lambda-41, 1, 1
35751, int[+], 1, 1
37799, int[+], 1, 1
38823, int[<], 1, 1
39847, int[>=], 1, 1
41895, lambda-41, 1, 2
42919, int[<], 1, 1
43943, int[<], 1, 1
44967, lambda-41, 1, 1
45991, lambda-41, 1, 2
47015, int[<], 1, 1
48039, int[>], 1, 1
49063, int[<], 1, 0
50087, int[neg], 1, 1
934, int[*], 1, 1
1958, int[%], 1, 1
2982, int[+], 1, 1
4006, int[>], 1, 0
5030, lambda-41, 1, 1
6054, int[<], 1, 4
7078, int[+], 1, 1
8102, int[<], 1, 0
10150, int[+], 1, 0
11174, int[>], 1, 0
12198, int[+], 1, 1
13222, int[+], 1, 1
15270, int[>=], 1, 1
16294, int[<], 1, 2
17318, int[<], 1, 4
18342, int[+], 1, 1
19366, int[>=], 1, 1
20390, int[<], 1, 2
21414, int[+], 1, 1
22438, int[<], 1, 1
23462, int[<], 1, 1
25510, int[<], 1, 1
27558, int[>], 1, 0
28582, int[>], 1, 0
29606, int[<], 1, 1
30630, lambda-41, 1, 2
32678, int[+], 1, 0
33702, int[<], 1, 1
34726, lambda-41, 1, 1
35750, int[<], 1, 2
36774, lambda-41, 1, 2
37798, int[<], 1, 4
38822, int[>], 1, 0
39846, int[>], 1, 1
40870, lambda-41, 1, 1
42918, int[>], 1, 1
43942, int[>], 1, 1
45990, int[<], 1, 0
47014, int[>], 1, 1
48038, int[+], 1, 1
49062, int[>], 1, 1
50086, int[>=], 1, 1
933, int[-], 1, 0
1957, int[&], 1, 0
2981, int[+], 1, 2
4005, int[<], 1, 1
5029, int[neg], 1, 1
7077, int[+], 1, 3
8101, int[>], 1, 0
9125, lambda-41, 1, 2
10149, int[<], 1, 4
11173, int[>=], 1, 0
12197, int[<], 1, 4
13221, int[+], 1, 0
14245, lambda-41, 1, 2
15269, int[<], 1, 1
18341, int[<], 1, 2
19365, int[<], 1, 1
21413, int[<], 1, 2
22437, int[>], 1, 1
23461, int[>], 1, 0
24485, lambda-41, 1, 1
25509, int[>], 1, 0
26533, lambda-41, 1, 1
27557, int[neg], 1, 1
28581, int[+], 1, 0
29605, int[>], 1, 1
30629, int[>=], 1, 1
31653, lambda-41, 1, 1
32677, int[<], 1, 1
33701, int[>], 1, 1
34725, int[<], 1, 0
36773, int[neg], 1, 1
38821, int[<], 1, 1
39845, int[<], 1, 1
40869, int[<], 1, 1
41893, lambda-41, 1, 2
42917, int[<], 1, 0
43941, int[+], 1, 1
44965, lambda-41, 1, 1
45989, int[>], 1, 0
47013, int[+], 1, 1
48037, int[+], 1, 1
49061, int[<], 1, 1
50085, int[<], 1, 0
932, int[%], 1, 0
1956, int[+], 1, 1
2980, Ball[bounce], 50, 2139
4004, int[>], 1, 1
5028, int[>=], 1, 1
6052, lambda-41, 1, 1
7076, int[<], 1, 4
8100, int[<], 1, 1
9124, int[<], 1, 1
11172, int[>], 1, 1
13220, int[<], 1, 2
14244, int[<], 1, 1
15268, int[>], 1, 1
16292, lambda-41, 1, 4
17316, lambda-41, 1, 1
19364, int[>], 1, 1
20388, lambda-41, 1, 1
22436, int[+], 1, 1
23460, int[+], 1, 1
24484, int[>=], 1, 1
25508, int[+], 1, 0
26532, int[>=], 1, 1
27556, int[>=], 1, 0
28580, int[+], 1, 1
29604, int[<], 1, 1
30628, int[>], 1, 0
31652, int[<], 1, 1
33700, int[neg], 1, 1
34724, int[>], 1, 1
35748, lambda-41, 1, 2
36772, int[>=], 1, 1
37796, lambda-41, 1, 2
38820, int[>], 1, 1
39844, int[>], 1, 0
40868, int[>], 1, 1
41892, int[neg], 1, 1
42916, int[>], 1, 0
43940, int[+], 1, 0
44964, int[<], 1, 3
45988, int[<], 1, 1
47012, int[<], 1, 2
48036, int[<], 1, 2
49060, int[>], 1, 1
50084, int[>], 1, 1
931, int[&], 1, 1
1955, int[*], 1, 1
2979, int[<], 1, 5
4003, int[<], 1, 2
5027, int[<], 1, 1
8099, int[>], 1, 1
9123, int[>], 1, 1
10147, lambda-41, 1, 2
11171, int[+], 1, 1
12195, lambda-41, 1, 2
14243, int[>], 1, 0
15267, int[<], 1, 0
18339, lambda-41, 1, 1
19363, int[<], 1, 1
20387, int[<], 1, 0
21411, lambda-41, 1, 1
22435, int[<], 1, 3
23459, int[+], 1, 3
24483, int[>], 1, 1
25507, int[<], 1, 4
26531, int[>], 1, 1
27555, int[<], 1, 1
28579, int[<], 1, 4
29603, int[>], 1, 1
30627, int[<], 1, 0
31651, int[>], 1, 0
32675, lambda-41, 1, 2
33699, int[>=], 1, 1
34723, int[<], 1, 1
36771, int[<], 1, 1
38819, int[+], 1, 1
39843, int[+], 1, 0
40867, int[<], 1, 1
41891, int[>=], 1, 1
42915, int[+], 1, 1
43939, int[<], 1, 4
44963, int[>], 1, 1
45987, int[>], 1, 3
49059, int[+], 1, 1
50083, int[<], 1, 1
930, int[+], 1, 1
1954, Ball[init-values], 1, 131
5026, int[>], 1, 1
6050, lambda-41, 1, 2
7074, lambda-41, 1, 4
8098, int[+], 1, 1
9122, int[<], 1, 1
10146, int[<], 1, 1
11170, int[+], 1, 1
13218, lambda-41, 1, 3
14242, int[<], 1, 1
15266, int[>], 1, 1
16290, lambda-41, 1, 1
17314, lambda-41, 1, 4
18338, int[<], 1, 1
19362, int[>], 1, 1
20386, int[>], 1, 1
21410, int[<], 1, 1
23458, int[<], 1, 4
24482, int[<], 1, 1
26530, int[<], 1, 0
27554, int[>], 1, 1
29602, int[+], 1, 1
30626, int[>], 1, 1
31650, int[<], 1, 0
32674, int[<], 1, 1
33698, int[<], 1, 1
34722, int[>], 1, 1
35746, lambda-41, 1, 2
36770, int[>], 1, 1
37794, lambda-41, 1, 4
38818, int[+], 1, 1
39842, int[+], 1, 1
40866, int[>], 1, 0
41890, int[<], 1, 1
42914, int[+], 1, 0
44962, int[>=], 1, 1
45986, int[+], 1, 1
47010, lambda-41, 1, 2
48034, lambda-41, 1, 1
49058, int[+], 1, 1
50082, int[>], 1, 0
929, int[*], 1, 1
1953, int[<], 1, 0
2977, lambda-41, 1, 2
4001, lambda-41, 1, 2
5025, int[<], 1, 1
6049, int[<], 1, 0
7073, int[<], 1, 1
8097, int[+], 1, 0
9121, int[>], 1, 1
10145, int[>], 1, 0
11169, int[<], 1, 4
12193, lambda-41, 1, 4
14241, int[>], 1, 1
15265, int[+], 1, 1
16289, int[<], 1, 1
17313, int[<], 1, 1
18337, int[>], 1, 0
19361, int[+], 1, 0
20385, int[<], 1, 1
21409, int[>], 1, 0
22433, lambda-41, 1, 4
24481, int[>], 1, 1
25505, lambda-41, 1, 1
26529, int[>], 1, 1
27553, int[+], 1, 1
28577, lambda-41, 1, 2
29601, int[+], 1, 1
30625, int[+], 1, 1
31649, int[>], 1, 0
32673, int[>], 1, 1
33697, int[>], 1, 1
34721, int[+], 1, 1
35745, int[<], 1, 1
36769, int[<], 1, 0
37793, int[>=], 1, 1
38817, int[<], 1, 1
39841, int[<], 1, 4
40865, int[+], 1, 1
41889, int[>], 1, 1
42913, int[<], 1, 2
43937, lambda-41, 1, 1
44961, int[>], 1, 1
45985, int[+], 1, 1
47009, int[<], 1, 1
49057, int[<], 1, 4
50081, int[+], 1, 1
928, int[%], 1, 1
4000, int[<], 1, 1
5024, int[>], 1, 1
6048, int[>], 1, 1
7072, int[>], 1, 1
8096, int[<], 1, 1
9120, int[+], 1, 1
10144, int[<], 1, 1
12192, int[neg], 1, 1
13216, lambda-41, 1, 2
14240, int[+], 1, 1
15264, int[+], 1, 1
16288, int[>], 1, 1
17312, int[>], 1, 0
18336, int[<], 1, 1
19360, int[+], 1, 1
20384, int[>], 1, 0
21408, int[<], 1, 1
22432, int[<], 1, 1
23456, lambda-41, 1, 1
24480, int[+], 1, 1
26528, int[+], 1, 1
27552, int[<], 1, 2
29600, int[<], 1, 2
30624, int[+], 1, 1
31648, int[+], 1, 1
32672, int[<], 1, 1
33696, int[+], 1, 1
34720, int[+], 1, 1
35744, int[>], 1, 1
36768, int[>], 1, 1
37792, int[>], 1, 1
40864, int[<], 1, 2
41888, int[<], 1, 1
43936, int[<], 1, 1
44960, int[+], 1, 1
45984, int[<], 1, 2
47008, int[>], 1, 1
48032, lambda-41, 1, 1
50080, int[+], 1, 0
927, int[&], 1, 0
1951, lambda-41, 1, 4
2975, lambda-41, 1, 4
3999, int[>], 1, 1
5023, int[+], 1, 0
6047, int[>=], 1, 1
7071, int[<], 1, 1
9119, int[+], 1, 1
10143, int[>], 1, 1
11167, lambda-41, 1, 2
12191, int[>=], 1, 3
13215, int[>=], 1, 0
14239, int[+], 1, 1
15263, int[<], 1, 4
16287, int[neg], 1, 0
17311, int[>=], 1, 1
18335, int[>], 1, 1
19359, int[<], 1, 4
20383, int[+], 1, 1
21407, int[>], 1, 0
22431, int[>], 1, 2
24479, int[<], 1, 2
25503, lambda-41, 1, 4
26527, int[+], 1, 1
28575, lambda-41, 1, 4
30623, int[<], 1, 2
31647, int[+], 1, 1
32671, int[>], 1, 1
33695, int[+], 1, 0
34719, int[<], 1, 4
35743, int[neg], 1, 1
36767, int[+], 1, 1
37791, int[<], 1, 0
38815, lambda-41, 1, 1
39839, lambda-41, 1, 1
41887, int[>], 1, 1
42911, lambda-41, 1, 4
43935, int[>], 1, 1
44959, int[+], 1, 1
47007, int[<], 1, 1
48031, int[<], 1, 1
49055, lambda-41, 1, 4
50079, int[<], 1, 4
926, int[+], 1, 4
1950, int[-], 1, 0
2974, int[neg], 1, 1
3998, int[<], 1, 1
5022, int[<], 1, 5
6046, int[>], 1, 1
7070, int[>], 1, 1
8094, lambda-41, 1, 1
9118, int[<], 1, 1
10142, int[+], 1, 1
11166, int[<], 1, 1
12190, int[<], 1, 1
13214, int[>], 1, 0
14238, int[<], 1, 2
16286, int[>=], 1, 1
17310, int[>], 1, 1
18334, int[+], 1, 1
20382, int[+], 1, 1
21406, int[+], 1, 1
22430, int[<], 1, 1
23454, lambda-41, 1, 1
25502, int[>=], 1, 0
26526, int[<], 1, 4
27550, lambda-41, 1, 1
28574, int[<], 1, 1
29598, lambda-41, 1, 1
31646, int[<], 1, 4
32670, int[+], 1, 1
33694, int[<], 1, 4
35742, int[>=], 1, 1
36766, int[+], 1, 1
37790, int[>], 1, 0
38814, int[<], 1, 1
39838, int[<], 1, 0
40862, lambda-41, 1, 1
41886, int[+], 1, 1
42910, int[<], 1, 0
43934, int[<], 1, 1
44958, int[<], 1, 2
45982, lambda-41, 1, 2
47006, int[>], 1, 1
48030, int[>], 1, 1
49054, int[<], 1, 0
925, int[*], 1, 1
1949, int[%], 1, 0
2973, int[>=], 1, 1
3997, int[>], 1, 1
6045, int[+], 1, 1
7069, int[+], 1, 1
8093, int[<], 1, 0
10141, int[+], 1, 1
11165, int[>], 1, 1
12189, int[>], 1, 1
13213, int[<], 1, 0
15261, lambda-41, 1, 4
16285, int[<], 1, 0
17309, int[+], 1, 0
18333, int[+], 1, 1
19357, lambda-41, 1, 3
20381, int[<], 1, 4
21405, int[+], 1, 1
22429, int[>], 1, 0
23453, int[<], 1, 0
24477, lambda-41, 1, 4
25501, int[>], 1, 1
28573, int[>], 1, 1
29597, int[<], 1, 0
30621, lambda-41, 1, 3
32669, int[+], 1, 1
34717, lambda-41, 1, 2
35741, int[<], 1, 1
36765, int[<], 1, 4
37789, int[+], 1, 3
38813, int[>], 1, 0
39837, int[>], 1, 1
40861, int[<], 1, 3
41885, int[+], 1, 0
42909, int[>], 1, 1
43933, int[>], 1, 1
45981, int[<], 1, 1
47005, int[+], 1, 1
48029, int[neg], 1, 0
49053, int[>], 1, 0
50077, lambda-41, 1, 3
924, int[%], 1, 1
1948, int[&], 1, 1
2972, int[<], 1, 1
3996, int[+], 1, 1
5020, lambda-41, 1, 2
6044, int[+], 1, 1
7068, int[+], 1, 0
8092, int[>], 1, 1
9116, lambda-41, 1, 4
10140, int[<], 1, 1
11164, int[<], 1, 1
12188, int[<], 1, 1
13212, int[>], 1, 1
14236, lambda-41, 1, 1
