# Omitting opcode pairs executed zero times
# Opcode pairs are only tracked if they are in the same bytecode frame
opcode,next opcode,counts,total dispatch cost(ticks),total dispatch cost(ticks)_std,total dispatch cost(μs),total dispatch cost(μs)_std
ASSERT_FUNC,CALL,4,222.3,8.879900426184259,0.08233333333333334,0.0032888520096978737
ASSERT_FUNC,LOAD_CONST,3000001,156441185.6,1562052.9766280847,57941.17985185185,578.5381394918832
ASSERT_FUNC,LOAD_GLOBAL,5,598.8,44.981399664633315,0.22177777777777777,0.016659777653567895
ASSERT_FUNC,LOAD_GLOBAL_BY_INDEX,3999992,137558262.9,717302.2185909937,50947.50477777778,265.6674883670347
ASSERT_FUNC,LOAD_LOCAL_SAFE,3000022,142779362.7,1498029.2464092246,52881.24544444444,554.8256468182313
CALL,CALL,1000003,35839563.9,214712.3404758604,13273.912555555555,79.52308906513348
CALL,DUPE,2000004,91835751.8,501533.6785672751,34013.241407407404,185.75321428417598
CALL,JUMP_IF_FALSE_PEEK,1000004,35722807.6,198512.2068744051,13230.669481481482,73.523039583113
CALL,LOAD_GLOBAL,1,345.7,246.31624943726735,0.12803703703703703,0.09122824053232124
CALL,LOAD_LOCAL_SAFE,3000006,96887567.3,546781.268623556,35884.284185185184,202.5115809716874
CALL,RETURN,3000006,107139736.6,604976.2355559156,39681.383925925926,224.0652724281169
CREATE_CLASS,DUPE,3,467.9,38.72969756768325,0.17329629629629628,0.014344332432475279
CREATE_FUNC,DUPE,18,2306.7,43.967811192423824,0.8543333333333333,0.01628437451571253
CREATE_LIST,DUPE,1,147.0,24.507786088248942,0.05444444444444444,0.00907695781046257
CREATE_OBJECT,LOAD_LOCAL_SAFE,3,526.6,48.46311674057423,0.19503703703703704,0.017949302496508973
DUPE,STORE_FIELD,3000027,105625919.7,553982.9663538581,39120.711,205.17887642735485
DUPE,STORE_GLOBAL,25,3035.5,177.73176122282837,1.1242592592592593,0.06582657823067717
DUPE,STORE_GLOBAL_BY_INDEX,1999996,75105974.0,425963.11509158486,27817.027407407408,157.76411670058698
DUPE,STORE_LOCAL,11,481.5,29.198954559511563,0.17833333333333334,0.010814427614633913
JUMP,LOAD_GLOBAL_BY_INDEX,999999,36137976.4,2519341.9329380505,13384.435703703703,933.0896047918706
JUMP,LOAD_LOCAL_SAFE,3,146.5,22.60763727499835,0.05425925925925926,0.008373198990740129
JUMP_IF_FALSE_PEEK,LOAD_GLOBAL,4,379.6,25.510369408701663,0.1405925925925926,0.009448284966185801
JUMP_IF_FALSE_PEEK,LOAD_GLOBAL_BY_INDEX,1000004,35376343.2,194916.80015993933,13102.349333333334,72.1914074666442
JUMP_IF_FALSE_PEEK,LOAD_LOCAL_SAFE,3,146.7,11.055363070997664,0.05433333333333333,0.0040945789151843204
JUMP_IF_FALSE_PEEK,POP,2,92.7,9.6741652706686,0.034333333333333334,0.003583024174321704
LOAD_CONST,CALL,5999999,207322993.4,1866678.9844378487,76786.29385185185,691.3625868288328
LOAD_CONST,CREATE_CLASS,1,444.1,35.87976999280851,0.16448148148148148,0.01328880370104019
LOAD_CONST,DUPE,2,221.4,19.096431190422113,0.082,0.007072752292748931
LOAD_CONST,SWAP,27,2728.0,110.97842369720243,1.0103703703703704,0.04110311988785275
LOAD_FIELD,ASSERT_FUNC,7000017,249718208.9,1899420.4997862317,92488.22551851852,703.4890739949007
LOAD_FIELD,LOAD_CONST,2999997,156567024.2,742194.0541749045,57987.78674074074,274.8866867314461
LOAD_FIELD,LOAD_LOCAL_SAFE,9,315.1,21.0710577258051,0.11670370370370371,0.0078040954540018895
LOAD_FIELD,POP,6999993,226223094.6,2375676.439970648,83786.33133333334,879.8801629520918
LOAD_GLOBAL,ASSERT_FUNC,7,514.9,26.297688511590383,0.1907037037037037,0.009739884633922365
LOAD_GLOBAL,CREATE_CLASS,2,258.4,9.938759850626294,0.0957037037037037,0.0036810221668986272
LOAD_GLOBAL,CREATE_OBJECT,3,465.2,30.95259533374766,0.17229629629629628,0.011463924197684319
LOAD_GLOBAL,DUPE,1,55.1,8.064868583130039,0.02040740740740741,0.0029869883641222366
LOAD_GLOBAL,LOAD_CONST,1,53.2,2.627786741327145,0.019703703703703706,0.0009732543486396833
LOAD_GLOBAL,LOAD_FIELD,14,1626.1,93.71283122839746,0.6022592592592593,0.03470845601051758
LOAD_GLOBAL,LOAD_GLOBAL,3,463.3,36.55867670068575,0.1715925925925926,0.013540250629883612
LOAD_GLOBAL,SWAP,1,140.0,21.16601048851672,0.05185185185185185,0.00783926314389508
LOAD_GLOBAL_BY_INDEX,ASSERT_FUNC,3000000,104381999.5,1550077.371571378,38659.999814814815,574.1027302116215
LOAD_GLOBAL_BY_INDEX,LOAD_FIELD,13999973,493594250.2,4179916.5958497077,182812.68525925925,1548.117257722114
LOAD_GLOBAL_BY_INDEX,LOAD_GLOBAL_BY_INDEX,2999994,159002391.1,1680087.9535232927,58889.77448148148,622.2547976012195
LOAD_GLOBAL_BY_INDEX,SWAP,2,253.0,12.422390650502184,0.0937037037037037,0.00460088542611192
LOAD_LOCAL_SAFE,CALL,3000018,107215711.1,594102.4724350695,39709.522629629624,220.03795275372946
LOAD_LOCAL_SAFE,JUMP_IF_FALSE_PEEK,3,165.2,6.940347329394375,0.06118518518518518,0.0025704990108868057
LOAD_LOCAL_SAFE,LOAD_CONST,27,2811.5,92.18488287988951,1.0412962962962964,0.034142549214773894
LOAD_LOCAL_SAFE,LOAD_FIELD,3000029,100466254.6,1439268.3381533015,37209.72392592592,533.0623474641858
LOAD_LOCAL_SAFE,LOAD_GLOBAL,1,160.7,23.773271147501585,0.05951851851851851,0.008804915239815402
LOAD_LOCAL_SAFE,LOAD_GLOBAL_BY_INDEX,2,338.1,14.370657238751617,0.12522222222222223,0.0053224656439820805
LOAD_LOCAL_SAFE,RETURN,1,55.0,2.8654015976455156,0.020370370370370372,0.0010612598509798206
POP,JUMP,1000002,54162976.2,1351395.2144470064,20060.361555555555,500.5167460914838
POP,LOAD_CONST,3,474.3,35.954796181052856,0.17566666666666667,0.013316591178167725
POP,LOAD_GLOBAL,16,1751.2,98.62080489376838,0.6485925925925926,0.03652622403472903
POP,LOAD_GLOBAL_BY_INDEX,10999978,374094677.5,5257642.961591507,138553.58425925925,1947.2751709598176
POP,LOAD_LOCAL_SAFE,35,2867.9,99.20414889456355,1.0621851851851851,0.03674227736835687
RETURN,DUPE,3,159.5,6.645140686008234,0.05907407407407408,0.0024611632170400866
RETURN,JUMP_IF_FALSE_PEEK,6,278.8,29.653436829303168,0.10325925925925926,0.010982754381223396
RETURN,SWAP,2999997,106496417.2,590211.5535423725,39443.11748148148,218.5968716823602
RETURN_INIT,CREATE_LIST,1,196.2,31.508728949292767,0.07266666666666666,0.011669899610849173
RETURN_INIT,LOAD_GLOBAL,2,251.1,17.45339659297236,0.093,0.006464220960360134
STORE_FIELD,POP,3000024,101182284.5,552614.50031907,37474.92018518518,204.6720371552111
STORE_FIELD,RETURN_INIT,3,503.3,25.884561543819707,0.1864074074074074,0.009586874645859151
STORE_GLOBAL,CREATE_FUNC,17,2360.1,182.51860755896416,0.8741111111111111,0.06759948428109784
STORE_GLOBAL,POP,8,1465.8,276.716765702862,0.5428888888888889,0.10248769100106
STORE_GLOBAL_BY_INDEX,POP,1999996,74288049.5,1412748.61601763,27514.092407407406,523.2402281546778
STORE_LOCAL,POP,11,420.9,52.13938808112045,0.15588888888888888,0.019310884474489056
SWAP,DUPE,3000027,104191709.5,617354.6476115056,38589.52203703704,228.6498694857428
